# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
26978	Jingpho	ALL	ŋa³¹mă⁵⁵ŋa⁵¹	all / everything	OLD	ŋ a ³¹ + m ă ⁵⁵ + ŋ a ⁵¹	11	1274	4 7 8 9 4 7 8 9 4 7 8	AXT_AXT_AXT	NA3_MA5_NA3	22	22.N.C 22.A.V 22.3.T 22._._ 22.M.C 22.A.V 22.5.T 22._._ 22.N.C 22.A.V 22.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
27146	Motuo_Menba	ALL	tham tɕeʔ	all / everything	OLD	tʰ a m _ tɕ e ʔ	14	3682	1 7 4 9 2 7 1	AXN_AXN	TAM_CEH	35	35.T.C 35.A.V 35.M.c 35._._ 35.C.C 35.E.V 35.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0
27455	Tibetan_Xiahe	ALL	ha no	all / everything	OLD	h a _ n o	14	5662	3 7 9 4 7	AX_AX	HA_NU	50	50.H.C 50.A.V 50._._ 50.N.C 50.U.V	2.0 1.5 0.0 2.0 1.5	0
10101	Japhug	ALL	tʰamtɕɤt	all	OLD	tʰ a m tɕ ɤ t	13	3682	1 7 4 2 7 1	AXMBYN	TAMCET	20	20.T.C 20.A.V 20.M.c 20.C.C 20.E.V 20.T.c	2.0 1.5 1.1 1.75 1.3 0.8	0
27994	rGyalrong_Maerkang	ALL	kə tʃᴇt	all / everything	OLD	k ə _ tʃ ᴇ/e t	14	3969	1 7 9 1 7 1	AX_AXN	KE_TET	42	42.K.C 42.E.V 42._._ 42.T.C 42.E.V 42.T.c	2.0 1.5 0.0 2.0 1.5 0.8	0
28332	Tibetan_Lhasa	ALL	tshaŋ⁵⁵ma⁵⁵	all / everything	OLD	tsʰ a ŋ ⁵⁵ + m a ⁵⁵	11	5663	2 7 4 8 9 4 7 8	AXLT_AXT	CAN5_MA5	49	49.C.C 49.A.V 49.N.c 49.5.T 49._._ 49.M.C 49.A.V 49.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0
29256	Daofu	ALL	thəm tɕɛ	all / everything	OLD	tʰ ə m _ tɕ ɛ	14	3682	1 7 4 9 2 7	AXN_AX	TEM_CE	12	12.T.C 12.E.V 12.M.c 12._._ 12.C.C 12.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0
29712	Dulong	ALL	sɯ³¹nɑʔ⁵⁵	all / everything	OLD	s ɯ ³¹ + n ɑ ʔ ⁵⁵	11	1276	3 7 8 9 4 7 1 8	AXT_AXLT	SI3_NAH5	14	14.S.C 14.I.V 14.3.T 14._._ 14.N.C 14.A.V 14.H.c 14.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
29950	Tibetan_Batang	ALL	jø¹³tshɛʔ⁵³	all / everything	OLD	j ø ¹³ + tsʰ ɛ ʔ ⁵³	11	5664	6 7 8 9 2 7 1 8	AXT_AXLT	JU2_CEH3	48	48.J.C 48.U.V 48.2.T 48._._ 48.C.C 48.E.V 48.H.c 48.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
31326	Tibetan_Lhasa	ALL	kaŋ¹³ka⁵⁵	all / everything	OLD	k a ŋ ¹³ + k a ⁵⁵	11	5665	1 7 4 8 9 1 7 8	AXLT_AXT	KAN2_KA5	49	49.K.C 49.A.V 49.N.c 49.2.T 49._._ 49.K.C 49.A.V 49.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0
31749	Zhaba_Daofu_County	ALL	jo³³dzo⁵⁵	all / everything	OLD	j o ³³ + dz o ⁵⁵	11	4514	6 7 8 9 2 7 8	AXT_AXT	JU4_CU5	58	58.J.C 58.U.V 58.4.T 58._._ 58.C.C 58.U.V 58.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
#
110	Gyalsumdo	ANT	tomaɹ	Ant:Low-Rise	NEW	t o m a ɹ	23	0	1 7 4 7 5	AXBYN	TUMAR	17	17.T.C 17.U.V 17.M.C 17.A.V 17.R.c	2.0 1.5 1.75 1.3 0.8	0
372	Jirel	ANT	tʰoŋmatsi	Ant:	NEW	tʰ o ŋ m a t s i	23	0	1 7 4 4 7 1 3 7	AXMBYBCZ	TUNMATSI	23	23.T.C 23.U.V 23.N.c 23.M.C 23.A.V 23.T.C 23.S.C 23.I.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	0
33338	Bokar	ANT	ta ruk	ant	OLD	t a + r u k	21	2954	1 7 9 5 7 1	AX_AXN	TA_RYK	6	6.T.C 6.A.V 6._._ 6.R.C 6.Y.V 6.K.c	2.0 1.5 0.0 2.0 1.5 0.8	0
629	Kagate	ANT	tomak	Ant:Mid	NEW	t o m a k	23	0	1 7 4 7 1	AXBYN	TUMAK	24	24.T.C 24.U.V 24.M.C 24.A.V 24.K.c	2.0 1.5 1.75 1.3 0.8	0
886	Lowa	ANT	mbudaɲa	Ant:	NEW	m b u d a ɲ a	30	0	4 1 7 1 7 4 7	ACYBYBZ	MPYTANA	31	31.M.C 31.P.C 31.Y.V 31.T.C 31.A.V 31.N.C 31.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0
1139	Nubri	ANT	hɹomo	Ant:(Low-)Rise	NEW	h ɹ o m o	23	0	3 5 7 4 7	ACXBZ	HRUMU	36	36.H.C 36.R.C 36.U.V 36.M.C 36.U.V	2.0 1.5 1.5 1.75 0.8	0
1393	Sherpa	ANT	tʰəksəŋma	Ant:	NEW	tʰ ə k s ə ŋ m a	24	0	1 7 1 3 7 4 4 7	AXBCYMBZ	TEKSENMA	44	44.T.C 44.E.V 44.K.C 44.S.C 44.E.V 44.N.c 44.M.C 44.A.V	2.0 1.5 1.75 1.5 1.3 1.1 1.75 0.8	0
1636	Tsum	ANT	tɹomu	Ant:Low-Rise	NEW	t ɹ o m u	23	0	1 5 7 4 7	ACXBZ	TRUMY	51	51.T.C 51.R.C 51.U.V 51.M.C 51.Y.V	2.0 1.5 1.5 1.75 0.8	0
34605	Yidu	ANT	pɑ³¹si⁵⁵	ant	OLD	p ɑ ³¹ + s i ⁵⁵	20	2910	1 7 8 9 3 7 8	AXT_AXT	PA3_SI5	56	56.P.C 56.A.V 56.3.T 56._._ 56.S.C 56.I.V 56.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
1900	Yolmo	ANT	tomaŋ	Ant:Mid-Rise	NEW	t o m a ŋ	23	0	1 7 4 7 4	AXBYN	TUMAN	57	57.T.C 57.U.V 57.M.C 57.A.V 57.N.c	2.0 1.5 1.75 1.3 0.8	0
34706	Dulong	ANT	ɕɯ⁵⁵ɹɔʔ⁵⁵	ant	OLD	ɕ ɯ ⁵⁵ + ɹ ɔ ʔ ⁵⁵	20	2954	3 7 8 9 5 7 1 8	AXT_AXLT	SI5_RUH5	14	14.S.C 14.I.V 14.5.T 14._._ 14.R.C 14.U.V 14.H.c 14.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
35256	Daofu	ANT	skhro	ant	OLD	s kʰ r o	25	2954	3 1 5 7	ACCZ	SKRU	12	12.S.C 12.K.C 12.R.C 12.U.V	2.0 1.5 1.5 0.8	0
27811	Lisu	ANT	bo̱³¹lo̱³³	ant	OLD	b o̠ ³¹ l o̠ ³³	20	2957	1 7 8 5 7 8	AXTBYT	PU3LU4	29	29.P.C 29.U.V 29.3.T 29.L.C 29.U.V 29.4.T	1.6 3.0 1.0 1.3 3.0 1.0	0
35807	Japhug	ANT	qro	ant	OLD	q r o	25	2954	1 5 7	ACX	KRU	20	20.K.C 20.R.C 20.U.V	2.0 1.5 1.5	0
27825	Tibetan_Alike	ANT	cçok mæ	ant	OLD	cç o k _ m æ	21	2954	1 7 1 9 4 7	AXN_AX	CUK_ME	47	47.C.C 47.U.V 47.K.c 47._._ 47.M.C 47.E.V	2.0 1.5 0.8 0.0 2.0 1.5	0
44523	Rangoon	ANT	pɑ⁵³jwɛʔ⁴sheʔ⁴		OLD	p ɑ ⁵³ + j w ɛ ʔ ⁴ + sʰ e ʔ ⁴	20	2954	1 7 8 9 6 6 7 1 8 9 3 7 1 8	AXT_ACYLT_AXLT	PA3_JWEH6_SEH6	41	41.P.C 41.A.V 41.3.T 41._._ 41.J.C 41.W.C 41.E.V 41.H.c 41.6.T 41._._ 41.S.C 41.E.V 41.H.c 41.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0
40503	Khaling	ANT	khelem		OLD	kʰ e l e m	27	648	1 7 5 7 4	AXBYN	KELEM	25	25.K.C 25.E.V 25.L.C 25.E.V 25.M.c	2.0 1.5 1.75 1.3 0.8	0
40759	Old_Chinese	ANT	m→qʰajʔ		OLD	m + qʰ a j ʔ	28	1705	4 9 1 7 6 1	A_AXLN	M_KAJH	38	38.M.C 38._._ 38.K.C 38.A.V 38.J.c 38.H.c	2.0 0.0 2.0 1.5 1.1 0.8	0
40760	Old_Chinese	ANT	qʰˤoʔ		OLD	qʰˤ o ʔ	28	2954	1 7 1	AXN	KUH	38	38.K.C 38.U.V 38.H.c	2.0 1.5 0.8	0
41114	Old_Burmese	ANT	pu◦ro₁k◦chip		OLD	p u + r o₁/o k + ch i p	21	2954	1 7 9 5 7 1 9 1 7 1	AX_AXN_AXN	PY_RUK_CIP	37	37.P.C 37.Y.V 37._._ 37.R.C 37.U.V 37.K.c 37._._ 37.C.C 37.I.V 37.P.c	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	0
41522	Limbu	ANT	sikcemba		OLD	s i k c e m p a	24	2549	3 7 1 1 7 4 1 7	AXMBYMBZ	SIKCEMPA	28	28.S.C 28.I.V 28.K.c 28.C.C 28.E.V 28.M.c 28.P.C 28.A.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	0
41554	Wobzi_Khroskyabs	ANT	skʰrɑ̂ɣ		OLD	s kʰ r ɑ̂ ɣ	25	2954	3 1 5 7 3	ACCYN	SKRAG	53	53.S.C 53.K.C 53.R.C 53.A.V 53.G.c	2.0 1.5 1.5 1.3 0.8	0
41807	Chepang	ANT	koŋ.rok	ant (sp.), small black ant with several varieties	OLD	k o ŋ + r o k	21	2954	1 7 4 9 5 7 1	AXN_AXN	KUN_RUK	11	11.K.C 11.U.V 11.N.c 11._._ 11.R.C 11.U.V 11.K.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0
42073	Garo	ANT	sim-il-chak	ant (n)	OLD	s i m + i l + ch a k	29	3916	3 7 4 9 7 5 9 1 7 1	AXN_XN_AXN	SIM_IL_CAK	15	15.S.C 15.I.V 15.M.c 15._._ 15.I.V 15.L.c 15._._ 15.C.C 15.A.V 15.K.c	2.0 1.5 0.8 0.0 1.5 0.8 0.0 2.0 1.5 0.8	0
42354	Old_Tibetan	ANT	grog ma		OLD	g r o g + m a	25	2954	1 5 7 1 9 4 7	ACXN_AX	KRUK_MA	39	39.K.C 39.R.C 39.U.V 39.K.c 39._._ 39.M.C 39.A.V	2.0 1.5 1.5 0.8 0.0 2.0 1.5	0
42452	Thulung	ANT	khalem		OLD	kʰ a l e m	27	648	1 7 5 7 4	AXBYN	KALEM	46	46.K.C 46.A.V 46.L.C 46.E.V 46.M.c	2.0 1.5 1.75 1.3 0.8	0
42644	Hakha_Chin	ANT	hngerhte	ant (n.)	OLD	ŋ̊ e r̥ t e	26	4114	4 7 5 1 7	AXMBZ	NERTE	18	18.N.C 18.E.V 18.R.c 18.T.C 18.E.V	2.0 1.5 1.1 1.75 0.8	0
43013	Bunan	ANT	kurkuʈik	ant	OLD	k u r k u ʈ i k	26	214	1 7 5 1 7 1 7 1	AXMBYBYN	KYRKYTIK	8	8.K.C 8.Y.V 8.R.c 8.K.C 8.Y.V 8.T.C 8.I.V 8.K.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	0
43456	Rongpo	ANT	kirməla	ant	OLD	k i r m ə l a	27	214	1 7 5 4 7 5 7	AXMBYBZ	KIRMELA	43	43.K.C 43.I.V 43.R.c 43.M.C 43.E.V 43.L.C 43.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0
43682	Kulung	ANT	khalem	black ant (n.)	OLD	kʰ a l e m	27	648	1 7 5 7 4	AXBYN	KALEM	26	26.K.C 26.A.V 26.L.C 26.E.V 26.M.c	2.0 1.5 1.75 1.3 0.8	0
43859	Bantawa	ANT	cɨkɨyaŋ	ant	OLD	ts ɨ k ɨ j a ŋ	24	2549	2 7 1 7 6 7 4	AXBYBYN	CIKIJAN	4	4.C.C 4.I.V 4.K.C 4.I.V 4.J.C 4.A.V 4.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0
44109	Atsi	ANT	pau⁵¹voʔ⁵⁵	ant 1	OLD	p a u ⁵¹ + v o ʔ ⁵⁵	20	2954	1 7 7 8 9 3 7 1 8	AXYT_AXLT	PAY3_BUH5	2	2.P.C 2.A.V 2.Y.V 2.3.T 2._._ 2.B.C 2.U.V 2.H.c 2.5.T	1.6 3.0 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
44110	Bola	ANT	phə̆³¹ɣɔʔ³¹	ant 1	OLD	pʰ ə̆ ³¹ + ɣ ɔ ʔ ³¹	20	2954	1 7 8 9 3 7 1 8	AXT_AXLT	PE3_GUH3	7	7.P.C 7.E.V 7.3.T 7._._ 7.G.C 7.U.V 7.H.c 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
44111	Lashi	ANT	la³¹jɛt³¹	ant 1	OLD	l a ³¹ + j ɛ t ³¹	22	879	5 7 8 9 6 7 1 8	AXT_AXLT	LA3_JET3	27	27.L.C 27.A.V 27.3.T 27._._ 27.J.C 27.E.V 27.T.c 27.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
44112	Maru	ANT	phə̆³¹ɣuk³¹	ant 1	OLD	pʰ ə̆ ³¹ + ɣ u k ³¹	20	2954	1 7 8 9 3 7 1 8	AXT_AXLT	PE3_GYK3	33	33.P.C 33.E.V 33.3.T 33._._ 33.G.C 33.Y.V 33.K.c 33.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
44113	Xiandao	ANT	chaŋ³¹m̥an⁵⁵	ant 2	OLD	cʰ a ŋ ³¹ + m̥ a n ⁵⁵	22	880	1 7 4 8 9 4 7 4 8	AXLT_AXLT	CAN3_MAN5	54	54.C.C 54.A.V 54.N.c 54.3.T 54._._ 54.M.C 54.A.V 54.N.c 54.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0
44140	Achang_Longchuan	ANT	tɕhi⁵⁵man⁵⁵	ant 2	OLD	tɕʰ i ⁵⁵ + m a n ⁵⁵	22	891	2 7 8 9 4 7 4 8	AXT_AXLT	CI5_MAN5	1	1.C.C 1.I.V 1.5.T 1._._ 1.M.C 1.A.V 1.N.c 1.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
45750	Bahing	ANT	gatsiŋma, gaːtsiŋma	ant (n)	OLD	g a ts i ŋ m a	24	943	1 7 2 7 4 4 7	AXBYMBZ	KACINMA	3	3.K.C 3.A.V 3.C.C 3.I.V 3.N.c 3.M.C 3.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0
45975	Lushai	ANT	fanghmir	ant (generic)	OLD	f a ŋ m̥ i r	24	1508	3 7 4 4 7 5	AXMBYN	BANMIR	32	32.B.C 32.A.V 32.N.c 32.M.C 32.I.V 32.R.c	2.0 1.5 1.1 1.75 1.3 0.8	0
45976	Lushai	ANT	tlûng◦pi	ant (white), termite	OLD	t l û/u ŋ + p i	32	1509	1 5 7 4 9 1 7	ACXN_AX	TLYN_PI	32	32.T.C 32.L.C 32.Y.V 32.N.c 32._._ 32.P.C 32.I.V	2.0 1.5 1.5 0.8 0.0 2.0 1.5	0
46523	Beijing	ANT	ma²¹⁴₃₅ji²¹⁴	ant	OLD	m a ²¹⁴/³⁵ j i ²¹⁴	22	1705	4 7 8 6 7 8	AXTBYT	MA6JI6	5	5.M.C 5.A.V 5.6.T 5.J.C 5.I.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
46524	Guangzhou	ANT	ŋɐi²³	ant	OLD	ŋ ɐ i ²³	26	1705	4 7 7 8	AXYT	NEI2	16	16.N.C 16.E.V 16.I.V 16.2.T	1.6 3.0 3.0 1.0	0
46525	Chaozhou	ANT	hia³⁵		OLD	h i a ³⁵	26	1705	3 7 7 8	AXYT	HIA2	10	10.H.C 10.I.V 10.A.V 10.2.T	1.6 3.0 3.0 1.0	0
46526	Longgang	ANT	li³³kʊŋ³³		OLD	l i ³³ k ʊ ŋ ³³	22	10270	5 7 8 1 7 4 8	AXTBYLT	LI4KYN4	30	30.L.C 30.I.V 30.4.T 30.K.C 30.Y.V 30.N.c 30.4.T	1.6 3.0 1.0 1.3 3.0 1.1 1.0	0
46527	Jieyang	ANT	hia³⁵		OLD	h i a ³⁵	26	1705	3 7 7 8	AXYT	HIA2	21	21.H.C 21.I.V 21.A.V 21.2.T	1.6 3.0 3.0 1.0	0
46528	Xingning	ANT	mi³³kʊm⁴⁵		OLD	m i ³³ k ʊ m ⁴⁵	22	10269	4 7 8 1 7 4 8	AXTBYLT	MI4KYM2	55	55.M.C 55.I.V 55.4.T 55.K.C 55.Y.V 55.M.c 55.2.T	1.6 3.0 1.0 1.3 3.0 1.1 1.0	0
47603	Ukhrul	ANT	ca-liŋ	ant	OLD	c a + l i ŋ	21	29744	1 7 9 5 7 4	AX_AXN	CA_LIN	52	52.C.C 52.A.V 52._._ 52.L.C 52.I.V 52.N.c	2.0 1.5 0.0 2.0 1.5 0.8	0
47805	Hayu	ANT	tsikibʊʔla	ant (n)	OLD	ts i k i b ʊ ʔ l a	24	2549	2 7 1 7 1 7 1 5 7	AXBYBYBCZ	CIKIPYHLA	19	19.C.C 19.I.V 19.K.C 19.I.V 19.P.C 19.Y.V 19.H.C 19.L.C 19.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.5 0.8	0
48012	Tangut	ANT	kjiwr		OLD	k j i w r	31	2954	1 6 7 6 5	ACXLN	KJIWR	45	45.K.C 45.J.C 45.I.V 45.W.c 45.R.c	2.0 1.5 1.5 1.1 0.8	0
48327	Mikir	ANT	misò		OLD	m i s ò/o	23	10501	4 7 3 7	AXBZ	MISU	34	34.M.C 34.I.V 34.S.C 34.U.V	2.0 1.5 1.75 0.8	0
24891	Tibetan_Xiahe	ANT	mbə tɕaχ ma	ant	OLD	m b ə _ tɕ a χ _ m a	21	2954	4 1 7 9 2 7 3 9 4 7	ACZ_AXN_AX	MPE_CAG_MA	50	50.M.C 50.P.C 50.E.V 50._._ 50.C.C 50.A.V 50.G.c 50._._ 50.M.C 50.A.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5	0
25207	Motuo_Menba	ANT	khaŋ dʑi la	ant	OLD	kʰ a ŋ _ dʑ i _ l a	21	3740	1 7 4 9 2 7 9 5 7	AXN_AX_AX	KAN_CI_LA	35	35.K.C 35.A.V 35.N.c 35._._ 35.C.C 35.I.V 35._._ 35.L.C 35.A.V	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5	0
26608	Jingpho	ANT	kă³³kjin³³	ant	OLD	k ă ³³ + k j i n ³³	22	195	1 7 8 9 1 6 7 4 8	AXT_ACXLT	KA4_KJIN4	22	22.K.C 22.A.V 22.4.T 22._._ 22.K.C 22.J.C 22.I.V 22.N.c 22.4.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	0
27592	rGyalrong_Maerkang	ANT	kho |rok	ant	OLD	kʰ o _ r o k	21	2954	1 7 9 5 7 1	AX_AXN	KU_RUK	42	42.K.C 42.U.V 42._._ 42.R.C 42.U.V 42.K.c	2.0 1.5 0.0 2.0 1.5 0.8	0
27907	Tibetan_Lhasa	ANT	tʂhoː¹³ma⁵⁵	ant	OLD	ʈʂʰ oː ¹³ + m a ⁵⁵	22	2954	2 7 8 9 4 7 8	AXT_AXT	CU2_MA5	49	49.C.C 49.U.V 49.2.T 49._._ 49.M.C 49.A.V 49.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
48571	Rabha	ANT	soŋ-so-mar	ant	OLD	s o ŋ + s o + m a r	21	10500	3 7 4 9 3 7 9 4 7 5	AXN_AX_AXN	SUN_SU_MAR	40	40.S.C 40.U.V 40.N.c 40._._ 40.S.C 40.U.V 40._._ 40.M.C 40.A.V 40.R.c	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	0
29534	Tibetan_Batang	ANT	dʑa⁵⁵dʐoʔ⁵³tʂᴜ¹³ma⁵³	ant	OLD	dʑ a ⁵⁵ + ɖʐ o ʔ ⁵³ + ʈʂ u ¹³ + m a ⁵³	20	2954	2 7 8 9 2 7 1 8 9 2 7 8 9 4 7 8	AXT_AXLT_AXT_AXT	CA5_CUH3_CY2_MA3	48	48.C.C 48.A.V 48.5.T 48._._ 48.C.C 48.U.V 48.H.c 48.3.T 48._._ 48.C.C 48.Y.V 48.2.T 48._._ 48.M.C 48.A.V 48.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
43233	Byangsi	ANT	nɔŋkrɔ̀	ant	OLD	n ɔ ŋ k r ɔ̀	25	2954	4 7 4 1 5 7	AXMBCZ	NUNKRU	9	9.N.C 9.U.V 9.N.c 9.K.C 9.R.C 9.U.V	2.0 1.5 1.1 1.75 1.5 0.8	0
31390	Zhaba_Daofu_County	ANT	po⁵⁵ʐo⁵⁵	ant	OLD	p o ⁵⁵ + ʐ o ⁵⁵	20	2954	1 7 8 9 3 7 8	AXT_AXT	PU5_SU5	58	58.P.C 58.U.V 58.5.T 58._._ 58.S.C 58.U.V 58.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
31506	Darang_Taraon	ANT	kɯ³¹jɯ⁵³	ant	OLD	k ɯ ³¹ + j ɯ ⁵³	22	29743	1 7 8 9 6 7 8	AXT_AXT	KI3_JI3	13	13.K.C 13.I.V 13.3.T 13._._ 13.J.C 13.I.V 13.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
#
15	Gyalsumdo	ARM OR HAND	laɡpa	Arm/Hand:Low-Rise	NEW	l a ɡ p a	33	0	5 7 1 1 7	AXMBZ	LAKPA	17	17.L.C 17.A.V 17.K.c 17.P.C 17.A.V	2.0 1.5 1.1 1.75 0.8	0
281	Jirel	ARM OR HAND	lakpa	Arm/Hand:Low-Rise	NEW	l a k p a	33	0	5 7 1 1 7	AXMBZ	LAKPA	23	23.L.C 23.A.V 23.K.c 23.P.C 23.A.V	2.0 1.5 1.1 1.75 0.8	0
542	Kagate	ARM OR HAND	laɡpa	Arm/Hand:Low-Rise	NEW	l a ɡ p a	33	0	5 7 1 1 7	AXMBZ	LAKPA	24	24.L.C 24.A.V 24.K.c 24.P.C 24.A.V	2.0 1.5 1.1 1.75 0.8	0
794	Lowa	ARM OR HAND	laɡpa	Arm/Hand:Fall-Rise	NEW	l a ɡ p a	33	0	5 7 1 1 7	AXMBZ	LAKPA	31	31.L.C 31.A.V 31.K.c 31.P.C 31.A.V	2.0 1.5 1.1 1.75 0.8	0
1053	Nubri	ARM OR HAND	lakpa	Arm/Hand:(Low-)Rise	NEW	l a k p a	33	0	5 7 1 1 7	AXMBZ	LAKPA	36	36.L.C 36.A.V 36.K.c 36.P.C 36.A.V	2.0 1.5 1.1 1.75 0.8	0
1304	Sherpa	ARM OR HAND	laɡpa	Arm/Hand:Low-Rise	NEW	l a ɡ p a	33	0	5 7 1 1 7	AXMBZ	LAKPA	44	44.L.C 44.A.V 44.K.c 44.P.C 44.A.V	2.0 1.5 1.1 1.75 0.8	1
1549	Tsum	ARM OR HAND	lakpa	Arm/Hand:Low-Rise	NEW	l a k p a	33	0	5 7 1 1 7	AXMBZ	LAKPA	51	51.L.C 51.A.V 51.K.c 51.P.C 51.A.V	2.0 1.5 1.1 1.75 0.8	0
1813	Yolmo	ARM OR HAND	laɡpa	Arm/Hand:(Mid-)Fall	NEW	l a ɡ p a	33	0	5 7 1 1 7	AXMBZ	LAKPA	57	57.L.C 57.A.V 57.K.c 57.P.C 57.A.V	2.0 1.5 1.1 1.75 0.8	0
#
33090	Lisu	ARMPIT	lɛ̱³¹de³¹khu̱³³	armpit	OLD	l ɛ̠ ³¹ + d e ³¹ + kʰ u̠ ³³	34	2582	5 7 8 9 1 7 8 9 1 7 8	AXT_AXT_AXT	LE3_TE3_KY4	29	29.L.C 29.E.V 29.3.T 29._._ 29.T.C 29.E.V 29.3.T 29._._ 29.K.C 29.Y.V 29.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
33141	Bokar	ARMPIT	kɯŋ rum	armpit	OLD	k ɯ ŋ + r u m	35	2599	1 7 4 9 5 7 4	AXN_AXN	KIN_RYM	6	6.K.C 6.I.V 6.N.c 6._._ 6.R.C 6.Y.V 6.M.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0
34103	Tibetan_Alike	ARMPIT	ntɕhan	armpit	OLD	n tɕʰ a n	37	140	4 2 7 4	ACYN	NCAN	47	47.N.C 47.C.C 47.A.V 47.N.c	2.0 1.5 1.3 0.8	0
35808	Japhug	ARMPIT	tɯ-pjaχpa	armpit	OLD	t ɯ p j a χ p a	39	3172	1 7 1 6 7 3 1 7	AXBCYMBZ	TIPJAGPA	20	20.T.C 20.I.V 20.P.C 20.J.C 20.A.V 20.G.c 20.P.C 20.A.V	2.0 1.5 1.75 1.5 1.3 1.1 1.75 0.8	0
40515	Khaling	ARMPIT	lâm		OLD	l â/a m	38	3561	5 7 4	AXN	LAM	25	25.L.C 25.A.V 25.M.c	2.0 1.5 0.8	0
40516	Limbu	ARMPIT	laptaŋba		OLD	l a p t a ŋ b a	39	3561	5 7 1 1 7 4 1 7	AXMBYMBZ	LAPTANPA	28	28.L.C 28.A.V 28.P.c 28.T.C 28.A.V 28.N.c 28.P.C 28.A.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	0
41808	Chepang	ARMPIT	ʔa.ka.cyulʔ	armpit	OLD	ʔ a + k a + tʃ j u l ʔ	41	3792	1 7 9 1 7 9 1 6 7 5 1	AX_AX_ACXLN	HA_KA_TJYLH	11	11.H.C 11.A.V 11._._ 11.K.C 11.A.V 11._._ 11.T.C 11.J.C 11.Y.V 11.L.c 11.H.c	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5 1.5 1.1 0.8	0
42074	Garo	ARMPIT	pak-wal	arm pit (n)	OLD	p a k w a l	42	10261	1 7 1 6 7 5	AXBCYN	PAKWAL	15	15.P.C 15.A.V 15.K.C 15.W.C 15.A.V 15.L.c	2.0 1.5 1.75 1.5 1.3 0.8	0
42356	Old_Tibetan	ARMPIT	bʑag.ɦog		OLD	b ʑ a g + ɦ o g	36	3172	1 3 7 1 9 3 7 1	ACXN_AXN	PSAK_HUK	39	39.P.C 39.S.C 39.A.V 39.K.c 39._._ 39.H.C 39.U.V 39.K.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 0.8	0
42453	Thulung	ARMPIT	jʉkhlim		OLD	j ʉ kʰ l i m	38	4067	6 7 1 5 7 4	AXBCYN	JYKLIM	46	46.J.C 46.Y.V 46.K.C 46.L.C 46.I.V 46.M.c	2.0 1.5 1.75 1.5 1.3 0.8	0
