# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
48618	Rabha	LIGHT (WEIGHT)	tʃéŋ	light (weight)	OLD	tʃ é/e ŋ	1160	10542	1 7 4	AXN	TEN	40	40.T.C 40.E.V 40.N.c	2.0 1.5 0.8	0
41667	Wobzi_Khroskyabs	LIGHT (WEIGHT)	jnjæ̂i		OLD	j n j æ̂ i	1159	10542	6 4 6 7 7	ACCYZ	JNJEI	53	53.J.C 53.N.C 53.J.C 53.E.V 53.I.V	2.0 1.5 1.5 1.3 0.8	0
47579	Ukhrul	LIGHT (WEIGHT)	kʰə-ŋə-veŋ	lightweight	OLD	kʰ ə + ŋ ə + v e ŋ	1164	2045	1 7 9 4 7 9 3 7 4	AX_AX_AXN	KE_NE_BEN	52	52.K.C 52.E.V 52._._ 52.N.C 52.E.V 52._._ 52.B.C 52.E.V 52.N.c	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5 0.8	0
27185	Motuo_Menba	LIGHT (WEIGHT)	jaŋ po	light (weight)	OLD	j a ŋ _ p o	1159	10542	6 7 4 9 1 7	AXN_AX	JAN_PU	35	35.J.C 35.A.V 35.N.c 35._._ 35.P.C 35.U.V	2.0 1.5 0.8 0.0 2.0 1.5	0
28030	rGyalrong_Maerkang	LIGHT (WEIGHT)	kə jo	light (weight)	OLD	k ə _ j o	1164	10542	1 7 9 6 7	AX_AX	KE_JU	42	42.K.C 42.E.V 42._._ 42.J.C 42.U.V	2.0 1.5 0.0 2.0 1.5	0
28374	Tibetan_Lhasa	LIGHT (WEIGHT)	jaŋ¹³ko⁵⁵	light (weight)	OLD	j a ŋ ¹³ + k o ⁵⁵	1162	10542	6 7 4 8 9 1 7 8	AXLT_AXT	JAN2_KU5	49	49.J.C 49.A.V 49.N.c 49.2.T 49._._ 49.K.C 49.U.V 49.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0
29315	Daofu	LIGHT (WEIGHT)	ɣjə ɣje	light (weight)	OLD	ɣ j ə + ɣ j e	1164	10542	3 6 7 9 3 6 7	ACX_ACX	GJE_GJE	12	12.G.C 12.J.C 12.E.V 12._._ 12.G.C 12.J.C 12.E.V	2.0 1.5 1.5 0.0 2.0 1.5 1.5	0
34811	Jingpho	LIGHT (WEIGHT)	tsa̱ŋ³³	light (weight)	OLD	ts a̠ ŋ ³³	1160	10542	2 7 4 8	AXLT	CAN4	22	22.C.C 22.A.V 22.N.c 22.4.T	1.6 3.0 1.1 1.0	0
29746	Dulong	LIGHT (WEIGHT)	ɑ³¹ȵɑ·ŋ⁵³	light (weight)	OLD	ɑ ³¹ + ȵ ɑː ŋ ⁵³	1162	29753	7 8 9 4 7 4 8	XT_AXLT	A3_NAN3	14	14.A.V 14.3.T 14._._ 14.N.C 14.A.V 14.N.c 14.3.T	3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
29996	Tibetan_Batang	LIGHT (WEIGHT)	jõ¹³mᴜ⁵³	light (weight)	OLD	j õ ∼ ¹³ + m u ⁵³	1162	10542	6 7 4 8 9 4 7 8	AXLT_AXT	JU92_MY3	48	48.J.C 48.U.V 48.9.c 48.2.T 48._._ 48.M.C 48.Y.V 48.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0
43431	Rongpo	LIGHT (WEIGHT)	yandu, yaŋdə	light (in weight)	OLD	j a n d u	1159	10542	6 7 4 1 7	AXMBZ	JANTY	43	43.J.C 43.A.V 43.N.c 43.T.C 43.Y.V	2.0 1.5 1.1 1.75 0.8	0
31617	Yidu	LIGHT (WEIGHT)	ɑŋ⁵⁵	light (weight)	OLD	ɑ ŋ ⁵⁵	1160	10542	7 4 8	XLT	AN5	56	56.A.V 56.N.c 56.5.T	3.0 1.1 1.0	0
31887	Darang_Taraon	LIGHT (WEIGHT)	ɑŋ⁵⁵ɑŋ⁵⁵	light (weight)	OLD	ɑ ŋ ⁵⁵ + ɑ ŋ ⁵⁵	1162	10542	7 4 8 9 7 4 8	XLT_XLT	AN5_AN5	13	13.A.V 13.N.c 13.5.T 13._._ 13.A.V 13.N.c 13.5.T	3.0 1.1 1.0 0.0 3.0 1.1 1.0	0
32586	Tibetan_Xiahe	LIGHT (WEIGHT)	jaŋ mo	light (weight)	OLD	j a ŋ _ m o	1159	10542	6 7 4 9 4 7	AXN_AX	JAN_MU	50	50.J.C 50.A.V 50.N.c 50._._ 50.M.C 50.U.V	2.0 1.5 0.8 0.0 2.0 1.5	0
#
56	Gyalsumdo	LIGHTNING	loɡmaɹ	Lightening:High	NEW	l o ɡ m a ɹ	1170	0	5 7 1 4 7 5	AXBCYN	LUKMAR	17	17.L.C 17.U.V 17.K.C 17.M.C 17.A.V 17.R.c	2.0 1.5 1.75 1.5 1.3 0.8	0
318	Jirel	LIGHTNING	tsilim	Lightening:High	NEW	t s i l i m	1169	0	1 3 7 5 7 4	ACXBYN	TSILIM	23	23.T.C 23.S.C 23.I.V 23.L.C 23.I.V 23.M.c	2.0 1.5 1.5 1.75 1.3 0.8	0
319	Jirel	LIGHTNING	tsilam	Lightening:High	NEW	t s i l a m	1169	0	1 3 7 5 7 4	ACXBYN	TSILAM	23	23.T.C 23.S.C 23.I.V 23.L.C 23.A.V 23.M.c	2.0 1.5 1.5 1.75 1.3 0.8	0
578	Kagate	LIGHTNING	milik	Lightening:	NEW	m i l i k	1173	0	4 7 5 7 1	AXBYN	MILIK	24	24.M.C 24.I.V 24.L.C 24.I.V 24.K.c	2.0 1.5 1.75 1.3 0.8	0
832	Lowa	LIGHTNING	lokmaɹ	Lightening:High	NEW	l o k m a ɹ	1170	0	5 7 1 4 7 5	AXBCYN	LUKMAR	31	31.L.C 31.U.V 31.K.C 31.M.C 31.A.V 31.R.c	2.0 1.5 1.75 1.5 1.3 0.8	0
1089	Nubri	LIGHTNING	tuk	Lightening:Mid	NEW	t u k	1172	0	1 7 1	AXN	TYK	36	36.T.C 36.Y.V 36.K.c	2.0 1.5 0.8	0
1586	Tsum	LIGHTNING	loʔ	Lightening:Mid-Rise	NEW	l o ʔ	1171	0	5 7 1	AXN	LUH	51	51.L.C 51.U.V 51.H.c	2.0 1.5 0.8	0
1342	Sherpa	LIGHTNING	tsilam	Lightening:Mid-Low	NEW	t s i l a m	1169	0	1 3 7 5 7 4	ACXBYN	TSILAM	44	44.T.C 44.S.C 44.I.V 44.L.C 44.A.V 44.M.c	2.0 1.5 1.5 1.75 1.3 0.8	0
1850	Yolmo	LIGHTNING	tsiləm	Lightening:High	NEW	t s i l ə m	1169	0	1 3 7 5 7 4	ACXBYN	TSILEM	57	57.T.C 57.S.C 57.I.V 57.L.C 57.E.V 57.M.c	2.0 1.5 1.5 1.75 1.3 0.8	0
#
33083	Lisu	LIP	mɯ³¹lɯ³⁵	lip	OLD	m ɯ ³¹ + l ɯ ³⁵	1174	2741	4 7 8 9 5 7 8	AXT_AXT	MI3_LI2	29	29.M.C 29.I.V 29.3.T 29._._ 29.L.C 29.I.V 29.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
34096	Tibetan_Alike	LIP	ntɕhə	lip	OLD	n tɕʰ ə	1175	10522	4 2 7	ACZ	NCE	47	47.N.C 47.C.C 47.E.V	2.0 1.5 0.8	0
34408	Yidu	LIP	tiɑ³⁵ndze⁵⁵	lip	OLD	t i ɑ ³⁵ + ndz e ⁵⁵	1174	2879	1 7 7 8 9 4 7 8	AXYT_AXT	TIA2_NE5	56	56.T.C 56.I.V 56.A.V 56.2.T 56._._ 56.N.C 56.E.V 56.5.T	1.6 3.0 3.0 1.0 0.0 1.6 3.0 1.0	0
33135	Bokar	LIP	nap tɕi	lip	OLD	n a p + tɕ i	1176	2597	4 7 1 9 2 7	AXN_AX	NAP_CI	6	6.N.C 6.A.V 6.P.c 6._._ 6.C.C 6.I.V	2.0 1.5 0.8 0.0 2.0 1.5	0
40512	Japhug	LIP	tɯ-mtɕhi		OLD	t ɯ + + m tɕʰ i	1176	10522	1 7 9 9 4 2 7	AX__ACZ	TI__MCI	20	20.T.C 20.I.V 20._._ 20._._ 20.M.C 20.C.C 20.I.V	2.0 1.5 0.0 0.0 2.0 1.5 0.8	0
40513	Khaling	LIP	koɔ̄mtʌtoɔr		OLD	k oɔ̄ m t ʌ t oɔ r	1175	3559	1 7 4 1 7 1 7 5	AXMBYBYN	KUMTETUR	25	25.K.C 25.U.V 25.M.c 25.T.C 25.E.V 25.T.C 25.U.V 25.R.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	0
40514	Limbu	LIP	murase		OLD	m u r a s e	1175	3560	4 7 5 7 3 7	AXBYBZ	MYRASE	28	28.M.C 28.Y.V 28.R.C 28.A.V 28.S.C 28.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0
40902	Old_Chinese	LIP	sədur		OLD	s ə + d u r	1176	10522	3 7 9 1 7 5	AX_AXN	SE_TYR	38	38.S.C 38.E.V 38._._ 38.T.C 38.Y.V 38.R.c	2.0 1.5 0.0 2.0 1.5 0.8	0
41163	Old_Burmese	LIP	nhut		OLD	nh u t	1174	1254	4 7 1	AXN	NYT	37	37.N.C 37.Y.V 37.T.c	2.0 1.5 0.8	1
41668	Wobzi_Khroskyabs	LIP	mtɕʰə́		OLD	m tɕʰ ə́	1175	10522	4 2 7	ACZ	MCE	53	53.M.C 53.C.C 53.E.V	2.0 1.5 0.8	1
41934	Chepang	LIP	nər.pun	lip	OLD	n ə r + p u n	1176	3848	4 7 5 9 1 7 4	AXN_AXN	NER_PYN	11	11.N.C 11.E.V 11.R.c 11._._ 11.P.C 11.Y.V 11.N.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0
42184	Garo	LIP	ku•-chil	lip (n)	OLD	k u ʔ + ch i l	1176	10522	1 7 1 9 1 7 5	AXN_AXN	KYH_CIL	15	15.K.C 15.Y.V 15.H.c 15._._ 15.C.C 15.I.V 15.L.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0
42355	Old_Tibetan	LIP	mtɕʰu		OLD	m tɕʰ u	1175	10522	4 2 7	ACZ	MCY	39	39.M.C 39.C.C 39.Y.V	2.0 1.5 0.8	0
42500	Thulung	LIP	sikokte		OLD	s i k o k t e	1175	3545	3 7 1 7 1 1 7	AXBYMBZ	SIKUKTE	46	46.S.C 46.I.V 46.K.C 46.U.V 46.K.c 46.T.C 46.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0
42763	Hakha_Chin	LIP	hmur;	lip (n.)	OLD	m̥ u r	1175	2075	4 7 5	AXN	MYR	18	18.M.C 18.Y.V 18.R.c	2.0 1.5 0.8	0
42970	Bunan	LIP	dʑu	lips	OLD	dʑ u	1177	813	2 7	AX	CY	8	8.C.C 8.Y.V	2.0 1.5	0
43502	Rongpo	LIP	thou, thol	lips	OLD	tʰ o u	1177	526	1 7 7	AXZ	TUY	43	43.T.C 43.U.V 43.Y.V	2.0 1.5 0.8	0
43730	Kulung	LIP	Nǝcǝsuwa	lip (n.)	OLD	ŋ ə tʃ ə s u w a	1179	674	4 7 1 7 3 7 6 7	AXBYBYBZ	NETESYWA	26	26.N.C 26.E.V 26.T.C 26.E.V 26.S.C 26.Y.V 26.W.C 26.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0
43970	Bantawa	LIP	dosiwa	lip	OLD	d o s i w a	1179	809	1 7 3 7 6 7	AXBYBZ	TUSIWA	4	4.T.C 4.U.V 4.S.C 4.I.V 4.W.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0
44935	Achang_Longchuan	LIP	ȵ̥ot⁵⁵tuŋ⁵⁵	lip	OLD	n̥ʲ o t ⁵⁵ + t u ŋ ⁵⁵	1174	1254	4 7 1 8 9 1 7 4 8	AXLT_AXLT	NUT5_TYN5	1	1.N.C 1.U.V 1.T.c 1.5.T 1._._ 1.T.C 1.Y.V 1.N.c 1.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0
45003	Rangoon	LIP	n̥oʔ⁴kʰɑ̃⁵⁵	lip	OLD	n̥ o ʔ ⁴ + kʰ ɑ̃ ∼ ⁵⁵	1174	1254	4 7 1 8 9 1 7 4 8	AXLT_AXLT	NUH6_KA95	41	41.N.C 41.U.V 41.H.c 41.6.T 41._._ 41.K.C 41.A.V 41.9.c 41.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0
45067	Atsi	LIP	nu̱t⁵⁵ku̱ʔ⁵⁵	lip	OLD	n ṵ t ⁵⁵ + k ṵ ʔ ⁵⁵	1174	1254	4 7 1 8 9 1 7 1 8	AXLT_AXLT	NYT5_KYH5	2	2.N.C 2.Y.V 2.T.c 2.5.T 2._._ 2.K.C 2.Y.V 2.H.c 2.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0
45086	Maru	LIP	na̱t⁵⁵ka̱uk⁵⁵	lip	OLD	n a̰ t ⁵⁵ + k a̰ u k ⁵⁵	1174	1254	4 7 1 8 9 1 7 7 1 8	AXLT_AXYLT	NAT5_KAYK5	33	33.N.C 33.A.V 33.T.c 33.5.T 33._._ 33.K.C 33.A.V 33.Y.V 33.K.c 33.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 3.0 1.1 1.0	0
45211	Lashi	LIP	nua̱t⁵⁵ku̱k⁵⁵	lip	OLD	n u a̰ t ⁵⁵ + k ṵ k ⁵⁵	1174	1254	4 7 7 1 8 9 1 7 1 8	AXYLT_AXLT	NYAT5_KYK5	27	27.N.C 27.Y.V 27.A.V 27.T.c 27.5.T 27._._ 27.K.C 27.Y.V 27.K.c 27.5.T	1.6 3.0 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0
45262	Xiandao	LIP	n̥ut⁵⁵ʐɿ⁵⁵	lip	OLD	n̥ u t ⁵⁵ + ʐ ɿ ⁵⁵	1174	1254	4 7 1 8 9 3 7 8	AXLT_AXT	NYT5_SI5	54	54.N.C 54.Y.V 54.T.c 54.5.T 54._._ 54.S.C 54.I.V 54.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0
45312	Bola	LIP	nɔ̱t⁵⁵ka̱uʔ⁵⁵	lip	OLD	n ɔ̰ t ⁵⁵ + k a̰ u ʔ ⁵⁵	1174	1254	4 7 1 8 9 1 7 7 1 8	AXLT_AXYLT	NUT5_KAYH5	7	7.N.C 7.U.V 7.T.c 7.5.T 7._._ 7.K.C 7.A.V 7.Y.V 7.H.c 7.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 3.0 1.1 1.0	0
46023	Lushai	LIP	hmui	lip	OLD	m̥ u i	1175	2075	4 7 7	AXZ	MYI	32	32.M.C 32.Y.V 32.I.V	2.0 1.5 0.8	1
46024	Lushai	LIP	heh	lip (lower)	OLD	h e h	1181	1530	3 7 3	AXN	HEH	32	32.H.C 32.E.V 32.H.c	2.0 1.5 0.8	0
46816	Beijing	LIP	tsui²¹⁴₂₁tʂʰuɘn³⁵		OLD	ts u i ²¹⁴/²¹ ʈʂʰ u ɘ n ³⁵	1178	10522	2 7 7 8 2 7 7 4 8	AXYTBYYLT	CYI6CYEN2	5	5.C.C 5.Y.V 5.I.V 5.6.T 5.C.C 5.Y.V 5.E.V 5.N.c 5.2.T	1.6 3.0 3.0 1.0 1.3 3.0 3.0 1.1 1.0	0
46817	Guangzhou	LIP	tsøy³⁵søn²¹		OLD	ts ø y ³⁵ s ø n ²¹	1178	10522	2 7 7 8 3 7 4 8	AXYTBYLT	CUY2SUN3	16	16.C.C 16.U.V 16.Y.V 16.2.T 16.S.C 16.U.V 16.N.c 16.3.T	1.6 3.0 3.0 1.0 1.3 3.0 1.1 1.0	0
46818	Chaozhou	LIP	tuŋ⁵⁵		OLD	t u ŋ ⁵⁵	1177	10522	1 7 4 8	AXLT	TYN5	10	10.T.C 10.Y.V 10.N.c 10.5.T	1.6 3.0 1.1 1.0	0
46819	Longgang	LIP	tsɔi³²sun²¹		OLD	ts ɔ i ³² s u n ²¹	1178	10522	2 7 7 8 3 7 4 8	AXYTBYLT	CUI3SYN3	30	30.C.C 30.U.V 30.I.V 30.3.T 30.S.C 30.Y.V 30.N.c 30.3.T	1.6 3.0 3.0 1.0 1.3 3.0 1.1 1.0	0
46820	Jieyang	LIP	tuŋ⁵⁵		OLD	t u ŋ ⁵⁵	1177	10522	1 7 4 8	AXLT	TYN5	21	21.T.C 21.Y.V 21.N.c 21.5.T	1.6 3.0 1.1 1.0	0
46821	Xingning	LIP	tʂɔɛ⁵³ʂun²¹		OLD	ʈʂ ɔ ɛ ⁵³ ʂ u n ²¹	1178	10522	2 7 7 8 3 7 4 8	AXYTBYLT	CUE3SYN3	55	55.C.C 55.U.V 55.E.V 55.3.T 55.S.C 55.Y.V 55.N.c 55.3.T	1.6 3.0 3.0 1.0 1.3 3.0 1.1 1.0	0
47643	Ukhrul	LIP	mor-caj	lip	OLD	m o r + c a j	1176	2075	4 7 5 9 1 7 6	AXN_AXN	MUR_CAJ	52	52.M.C 52.U.V 52.R.c 52._._ 52.C.C 52.A.V 52.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	0
47848	Hayu	LIP	kumtsiŋ	lip (n)	OLD	k u m ts i ŋ	1175	10561	1 7 4 2 7 4	AXMBYN	KYMCIN	19	19.K.C 19.Y.V 19.M.c 19.C.C 19.I.V 19.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0
48026	Tangut	LIP	mər		OLD	m ə r	1175	2075	4 7 5	AXN	MER	45	45.M.C 45.E.V 45.R.c	2.0 1.5 0.8	1
48341	Mikir	LIP	ingtur		OLD	i ng t u r	1175	10522	7 4 1 7 5	XMBYN	INTYR	34	34.I.V 34.N.c 34.T.C 34.Y.V 34.R.c	1.5 1.1 1.75 1.3 0.8	0
48582	Rabha	LIP	kʰú-tʃar	lip	OLD	kʰ ú/u + tʃ a r	1176	10522	1 7 9 1 7 5	AX_AXN	KY_TAR	40	40.K.C 40.Y.V 40._._ 40.T.C 40.A.V 40.R.c	2.0 1.5 0.0 2.0 1.5 0.8	0
26392	Jingpho	LIP	n³¹te̱n³³	lip	OLD	n ³¹ + t e̠ n ³³	1177	10522	4 8 9 1 7 4 8	AT_AXLT	N3_TEN4	22	22.N.C 22.3.T 22._._ 22.T.C 22.E.V 22.N.c 22.4.T	1.6 1.0 0.0 1.6 3.0 1.1 1.0	0
26548	Motuo_Menba	LIP	no waŋ khop taŋ	lip	OLD	n o _ w a ŋ _ kʰ o p _ t a ŋ	1180	148	4 7 9 6 7 4 9 1 7 1 9 1 7 4	AX_AXN_AXN_AXN	NU_WAN_KUP_TAN	35	35.N.C 35.U.V 35._._ 35.W.C 35.A.V 35.N.c 35._._ 35.K.C 35.U.V 35.P.c 35._._ 35.T.C 35.A.V 35.N.c	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	0
28619	Daofu	LIP	ɣumur	lip	OLD	ɣ u m u r	1175	2075	3 7 4 7 5	AXBYN	GYMYR	12	12.G.C 12.Y.V 12.M.C 12.Y.V 12.R.c	2.0 1.5 1.75 1.3 0.8	0
29061	Dulong	LIP	nɯi⁵⁵kɔp⁵⁵	lip	OLD	n ɯ i ⁵⁵ + k ɔ p ⁵⁵	1174	1293	4 7 7 8 9 1 7 1 8	AXYT_AXLT	NII5_KUP5	14	14.N.C 14.I.V 14.I.V 14.5.T 14._._ 14.K.C 14.U.V 14.P.c 14.5.T	1.6 3.0 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
29138	rGyalrong_Maerkang	LIP	tə ʃnos	lip	OLD	t ə _ ʃ n o s	1176	1254	1 7 9 3 4 7 3	AX_ACXN	TE_SNUS	42	42.T.C 42.E.V 42._._ 42.S.C 42.N.C 42.U.V 42.S.c	2.0 1.5 0.0 2.0 1.5 1.5 0.8	0
29299	Tibetan_Batang	LIP	tɕhᴜ⁵⁵dᴜ⁵³	lip	OLD	tɕʰ u ⁵⁵ + d u ⁵³	1174	10522	2 7 8 9 1 7 8	AXT_AXT	CY5_TY3	48	48.C.C 48.Y.V 48.5.T 48._._ 48.T.C 48.Y.V 48.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
43283	Byangsi	LIP	akple	lips	OLD	a k p l e	1182	389	7 1 1 5 7	XMBCZ	AKPLE	9	9.A.V 9.K.c 9.P.C 9.L.C 9.E.V	1.5 1.1 1.75 1.5 0.8	0
31171	Zhaba_Daofu_County	LIP	ne⁵⁵tʂə¹³	lip	OLD	n e ⁵⁵ + ʈʂ ə ¹³	1174	1254	4 7 8 9 2 7 8	AXT_AXT	NE5_CE2	58	58.N.C 58.E.V 58.5.T 58._._ 58.C.C 58.E.V 58.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
31305	Darang_Taraon	LIP	thɯ⁵⁵no⁵⁵	lip	OLD	tʰ ɯ ⁵⁵ + n o ⁵⁵	1174	2111	1 7 8 9 4 7 8	AXT_AXT	TI5_NU5	13	13.T.C 13.I.V 13.5.T 13._._ 13.N.C 13.U.V 13.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
31960	Tibetan_Xiahe	LIP	tɕhə to	lip	OLD	tɕʰ ə _ t o	1176	10522	2 7 9 1 7	AX_AX	CE_TU	50	50.C.C 50.E.V 50._._ 50.T.C 50.U.V	2.0 1.5 0.0 2.0 1.5	0
32631	Tibetan_Lhasa	LIP	tɕho⁵⁵to⁵⁵	lip	OLD	tɕʰ o ⁵⁵ + t o ⁵⁵	1174	10522	2 7 8 9 1 7 8	AXT_AXT	CU5_TU5	49	49.C.C 49.U.V 49.5.T 49._._ 49.T.C 49.U.V 49.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
#
219	Gyalsumdo	LISTEN	ɲin	To hear/listen:Low-Rise	NEW	ɲ i n	1183	0	4 7 4	AXN	NIN	17	17.N.C 17.I.V 17.N.c	2.0 1.5 0.8	0
486	Jirel	LISTEN	t̪ʰobat̪e	To hear/listen:	NEW	t̪ʰ o b a t̪ e	1185	0	1 7 1 7 1 7	AXBYBZ	TUPATE	23	23.T.C 23.U.V 23.P.C 23.A.V 23.T.C 23.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0
734	Kagate	LISTEN	kodze	To hear/listen:Low-Rise	NEW	k o d z e	1184	0	1 7 1 3 7	AXBCZ	KUTSE	24	24.K.C 24.U.V 24.T.C 24.S.C 24.E.V	2.0 1.5 1.75 1.5 0.8	0
1243	Nubri	LISTEN	ɲin̪	To hear/listen:(Low-)Rise	NEW	ɲ i n̪	1183	0	4 7 4	AXN	NIN	36	36.N.C 36.I.V 36.N.c	2.0 1.5 0.8	1
1743	Tsum	LISTEN	ɲan	To hear/listen:	NEW	ɲ a n	1183	0	4 7 4	AXN	NAN	51	51.N.C 51.A.V 51.N.c	2.0 1.5 0.8	0
995	Lowa	LISTEN	ɲenje	To hear/listen:(Low-)Rise	NEW	ɲ e n j e	1183	0	4 7 4 6 7	AXBCZ	NENJE	31	31.N.C 31.E.V 31.N.C 31.J.C 31.E.V	2.0 1.5 1.75 1.5 0.8	0
1494	Sherpa	LISTEN	ŋeŋɡu	To hear/listen:Low-Rise	NEW	ŋ e ŋ ɡ u	1183	0	4 7 4 1 7	AXMBZ	NENKY	44	44.N.C 44.E.V 44.N.c 44.K.C 44.Y.V	2.0 1.5 1.1 1.75 0.8	0
1744	Tsum	LISTEN	ɲanso	To hear/listen:	NEW	ɲ a n s o	1183	0	4 7 4 3 7	AXMBZ	NANSU	51	51.N.C 51.A.V 51.N.c 51.S.C 51.U.V	2.0 1.5 1.1 1.75 0.8	0
2003	Yolmo	LISTEN	ɲind̪oŋ	To hear/listen:Mid-Rise	NEW	ɲ i n d̪ o ŋ	1183	0	4 7 4 1 7 4	AXMBYN	NINTUN	57	57.N.C 57.I.V 57.N.c 57.T.C 57.U.V 57.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0
#
33181	Bokar	LIVER	jin	liver	OLD	j i n	1186	2076	6 7 4	AXN	JIN	6	6.J.C 6.I.V 6.N.c	2.0 1.5 0.8	0
40903	Old_Chinese	LIVER	skˤar		OLD	s + kˤ a r	1191	1782	3 9 1 7 5	A_AXN	S_KAR	38	38.S.C 38._._ 38.K.C 38.A.V 38.R.c	2.0 0.0 2.0 1.5 0.8	0
41164	Old_Burmese	LIVER	ʔa◦sañḥ		OLD	ʔ a + s a ɲ h	1186	2076	1 7 9 3 7 4 3	AX_AXLN	HA_SANH	37	37.H.C 37.A.V 37._._ 37.S.C 37.A.V 37.N.c 37.H.c	2.0 1.5 0.0 2.0 1.5 1.1 0.8	0
41669	Wobzi_Khroskyabs	LIVER	fsé		OLD	f s é/e	1186	2076	3 3 7	ACZ	BSE	53	53.B.C 53.S.C 53.E.V	2.0 1.5 0.8	0
41936	Chepang	LIVER	sinh	liver; kernel (of grain)	OLD	s i n̥	1186	2076	3 7 4	AXN	SIN	11	11.S.C 11.I.V 11.N.c	2.0 1.5 0.8	0
42185	Garo	LIVER	bi-ka	liver (n)	OLD	b i k a	1190	3966	1 7 1 7	AXBZ	PIKA	15	15.P.C 15.I.V 15.K.C 15.A.V	2.0 1.5 1.75 0.8	0
42501	Thulung	LIVER	duŋ		OLD	d u ŋ	1186	29726	1 7 4	AXN	TYN	46	46.T.C 46.Y.V 46.N.c	2.0 1.5 0.8	0
42764	Hakha_Chin	LIVER	thin	liver (n.)	OLD	tʰ ǐ/i n	1186	2076	1 7 4	AXN	TIN	18	18.T.C 18.I.V 18.N.c	2.0 1.5 0.8	0
34452	Yidu	LIVER	huŋ⁵³	liver	OLD	h u ŋ ⁵³	1186	2889	3 7 4 8	AXLT	HYN3	56	56.H.C 56.Y.V 56.N.c 56.3.T	1.6 3.0 1.1 1.0	0
43123	Bunan	LIVER	tɕinpa	liver	OLD	tɕ i n p a	1186	2076	2 7 4 1 7	AXMBZ	CINPA	8	8.C.C 8.I.V 8.N.c 8.P.C 8.A.V	2.0 1.5 1.1 1.75 0.8	0
43284	Byangsi	LIVER	chincha:	liver	OLD	c/tʃʰ i n c/tʃʰ aː	1186	2076	1 7 4 1 7	AXMBZ	CINCA	9	9.C.C 9.I.V 9.N.c 9.C.C 9.A.V	2.0 1.5 1.1 1.75 0.8	0
43731	Kulung	LIVER	luma	liver (n.)	OLD	l u m a	1188	52	5 7 4 7	AXBZ	LYMA	26	26.L.C 26.Y.V 26.M.C 26.A.V	2.0 1.5 1.75 0.8	0
43971	Bantawa	LIVER	luŋmak	liver	OLD	l u ŋ m a k	1188	52	5 7 4 4 7 1	AXMBYN	LYNMAK	4	4.L.C 4.Y.V 4.N.c 4.M.C 4.A.V 4.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0
44712	Rangoon	LIVER	ɑ⁵³tθɛ⁵⁵		OLD	ɑ ⁵³ + tθ ɛ ⁵⁵	1186	2076	7 8 9 1 7 8	XT_AXT	A3_TE5	41	41.A.V 41.3.T 41._._ 41.T.C 41.E.V 41.5.T	3.0 1.0 0.0 1.6 3.0 1.0	0
45073	Atsi	LIVER	siŋ²¹	liver nbp	OLD	s i ŋ ²¹	1186	2076	3 7 4 8	AXLT	SIN3	2	2.S.C 2.I.V 2.N.c 2.3.T	1.6 3.0 1.1 1.0	0
