"ID","DOCULECT","CONCEPT","VALUE","FORM","TOKENS","MORPHEMES","COGIDS","COGID","ALIGNMENT","NOTE"
1537,"Tsum","NOSE","na","na","n a","nose","1948",1352,"n a - - -","[x]"
1798,"Yolmo","NOSE","n̪aɾko","n̪aɾko","!n̪/n a.ɾ + k o","nose _/ko","1948 1952",1352,"!n̪/n a.ɾ + k o","[x]"
2514,"OldTibetan","NOSE","sna","s.n.a","s.n a","None","None",1352,"s.n a",""
2515,"Lhasa","NOSE","nə⁵⁵ku⁵²","n.ə.⁵⁵.◦.k.u.⁵²","n ə ⁵⁵ + k u ⁵²","None","None",1352,"- n ə ⁵⁵ + k u - ⁵²",""
2516,"Batang","NOSE","n̥a⁵³","n̥.a.⁵³","n̥ a ⁵³","None","None",1352,"- n̥ a ⁵³ - - - - -",""
2517,"Alike","NOSE","rn̥æ","r.n̥.æ","r.n̥ æ","None","None",1352,"r.n̥ æ","!"
2518,"Xiahe","NOSE","hna ʁoŋ","h.n.a._.ʁ.o.ŋ","h.n a + ʁ o./o ŋ","None","None",1352,"h.n a + - ʁ o./o ŋ -",""
2519,"OldChinese","NOSE","*m-bi[t]-s","m.+.b.i.t.+.s","m + b i.t + s","None","None",1353,"m + b i.t + s",""
9,"Gyalsumdo","MOUTH","kʰa","kʰa","kʰ a","mouth","1821",1340,"kʰ a - - -","[x]"
275,"Jirel","MOUTH","kʰa","kʰa","kʰ a","mouth","1821",1340,"kʰ a - - -","[x]"
534,"Kagate","MOUTH","kʰa","kʰa","kʰ a","mouth","1821",1340,"kʰ a - - -","[x]"
787,"Lowa","MOUTH","kʰa","kʰa","kʰ a","mouth","1821",1340,"kʰ a - - -","[x]"
1045,"Nubri","MOUTH","kʰabt̪u","kʰabt̪u","kʰ !ab/a + t̪ u","mouth _/tu","1821 1822",1340,"kʰ !ab/a + t̪ u","[x]"
1293,"Sherpa","MOUTH","kʰa","kʰa","kʰ a","mouth","1821",1340,"kʰ a - - -","[x]"
1538,"Tsum","MOUTH","kʰa","kʰa","kʰ a","mouth","1821",1340,"kʰ a - - -","[x]"
1799,"Yolmo","MOUTH","kʰa","kʰa","kʰ a","mouth","1821",1340,"kʰ a - - -","[x]"
2471,"OldTibetan","MOUTH","kʰa","kʰ.a","kʰ a","None","None",1340,"kʰ a -",""
2472,"Lhasa","MOUTH","kha⁵⁵","kʰ.a.⁵⁵","kʰ a ⁵⁵","None","None",1340,"kʰ a ⁵⁵",""
2473,"Batang","MOUTH","kha⁵³","kʰ.a.⁵³","kʰ a ⁵³","None","None",1340,"kʰ a ⁵³",""
2474,"Alike","MOUTH","khæ","kʰ.æ","kʰ æ","None","None",1340,"kʰ æ -",""
2475,"Xiahe","MOUTH","kha","kʰ.a","kʰ a","None","None",1340,"kʰ a -",""
2476,"OldChinese","MOUTH","*kʰˤ(r)oʔ","kʰˤ.o.ʔ","kʰˤ o ʔ","None","None",1341,"kʰˤ o ʔ",""
10,"Gyalsumdo","TOOTH","so","so","s o","teeth","2663",1446,"s o","[x]"
276,"Jirel","TOOTH","sa","sa","s a","teeth","2663",1446,"s a","[x]"
535,"Kagate","TOOTH","so","so","s o","teeth","2663",1446,"s o","[x]"
788,"Lowa","TOOTH","so","so","s o","teeth","2663",1446,"s o","[x]"
1046,"Nubri","TOOTH","sa","sa","s a","teeth","2663",1446,"s a","[x]"
1294,"Sherpa","TOOTH","sa","sa","s a","teeth","2663",1446,"s a","[x]"
1539,"Tsum","TOOTH","sa","sa","s a","teeth","2663",1446,"s a","[x]"
1800,"Yolmo","TOOTH","so","so","s o","teeth","2663",1446,"s o","[x]"
2747,"OldTibetan","TOOTH","so","s.o","s o","None","None",1446,"s o -",""
2748,"Batang","TOOTH","sᴜ⁵³","s.ᴜ.⁵³","s u ⁵³","None","None",1446,"s u ⁵³",""
2749,"Xiahe","TOOTH","sho","sʰ.o","sʰ o","None","None",1446,"sʰ o -","???"
2750,"Lhasa","TOOTH","so⁵⁵","s.o.⁵⁵","s o ⁵⁵","None","None",1446,"s o ⁵⁵",""
2751,"Alike","TOOTH","sho","sʰ.o","sʰ o","None","None",1446,"sʰ o -",""
2752,"OldChinese","TOOTH","*t-[k]ʰə(ŋ)ʔ","t.+.kʰ.ə.ʔ","t + kʰ ə.ʔ","None","None",1447,"t + kʰ ə.ʔ",""
11,"Gyalsumdo","TONGUE","tɕemu","tɕemu","tɕ e + m u","tongue _:mu-suffix/mu","3364 3365",1444,"tɕ e + m u","[x]"
277,"Jirel","TONGUE","tselak","tselak","ts e + l a.k","tongue _lick","3364 3366",1444,"ts e + l a.k","[ ] why lick?"
536,"Kagate","TONGUE","tse","tse","ts e","tongue","3364",1444,"ts e - - -","[x]"
789,"Lowa","TONGUE","tsemu","tsemu","ts e + m u","tongue _:mu-suffix/mu","3364 3365",1444,"ts e + m u","[x]"
1047,"Nubri","TONGUE","tɕe","tɕe","tɕ e","tongue","3364",1444,"tɕ e - - -","[x]"
1295,"Sherpa","TONGUE","tɕjalak","tɕjalak","tɕ.j a + l a.k","tongue _lick","3364 3366",1444,"tɕ.j a + l a.k","[ ] why lick?"
1540,"Tsum","TONGUE","tɕe","tɕe","tɕ e","tongue","3364",1444,"tɕ e - - -","[x]"
1801,"Yolmo","TONGUE","tsele","tsele","ts e + l e","tongue _lick","3364 3366",1444,"ts e + l e","[ ] why lick?"
2740,"OldTibetan","TONGUE","ldʑe","l.dʑ.e","l.dʑ e","None","None",1444,"l.dʑ e",""
2741,"Lhasa","TONGUE","tɕe⁵⁵","tɕ.e.⁵⁵","tɕ e ⁵⁵","None","None",1444,"- tɕ e ⁵⁵ - - - -",""
2742,"Lhasa","TONGUE","tɕe⁵⁵le⁵²","tɕ.e.⁵⁵.◦.l.e.⁵²","tɕ e ⁵⁵ + l e ⁵²","None","None",1444,"- tɕ e ⁵⁵ + l e ⁵²",""
2743,"Batang","TONGUE","tɕe⁵⁵le⁵³","tɕ.e.⁵⁵.◦.l.e.⁵³","tɕ e ⁵⁵ + l e ⁵³","None","None",1444,"- tɕ e ⁵⁵ + l e ⁵³",""
2744,"Xiahe","TONGUE","htɕe","h.tɕ.e","h.tɕ e","None","None",1444,"h.tɕ e","!"
2745,"Alike","TONGUE","rtɕi","r.tɕ.i","r.tɕ i","None","None",1444,"r.tɕ i","!"
2746,"OldChinese","TONGUE","*mə.lat","m.ə.+.l.a.t","m ə + l a.t","None","None",1445,"m ə + l a.t",""
13,"Gyalsumdo","BREAST","ɦoma","ɦoma","ɦ o + m a","breast-1 mother","352 1807",1211,"ɦ o + m a","[x]"
278,"Jirel","BREAST","n̪uma","n̪uma","n u + m a","breast-1 mother","352 1807",1210,"n u + m a","[i] Exception confirmed via internal comparison."
537,"Kagate","BREAST","oma","oma","o + m a","breast-1 mother","352 1807",1211,"- o + m a","[x]"
538,"Kagate","BREAST","praŋɡok","praŋɡok","p.r a.ŋ + g o.k","breast/praŋ breast-2/go","357 358",119,"p.r a.ŋ + g o.k","[x]"
790,"Lowa","BREAST","oma","oma","o + m a","breast-1 mother","352 1807",1211,"- o + m a","[x]"
1048,"Nubri","BREAST","tɕju","tɕju","tɕ.j u","breast","355",122,"tɕ.j u","[x]"
1296,"Sherpa","BREAST","oma","oma","o + m a","breast-1 mother","352 1807",1211,"- o + m a","[x]"
1541,"Tsum","BREAST","paʔ","paʔ","p a.ʔ","breast","356",123,"p a.ʔ","[x]"
1802,"Yolmo","BREAST","praŋɡo","praŋɡo","p.r a.ŋ + g o","breast/praŋ breast-2/go","357 358",119,"p.r a.ŋ + g o","[x]"
1803,"Yolmo","BREAST","woma","woma","w o + m a","breast-1 mother","352 1807",1211,"w o + m a","[x]"
2117,"OldTibetan","BREAST","nu.ma","n.u.m.a","n u + m a","None","None",1210,"n u + m a",""
2118,"Lhasa","BREAST","o¹³ma⁵⁵","o.¹³.◦.m.a.⁵⁵","o ¹³ + m a ⁵⁵","None","None",1211,"o ¹³ + m a ⁵⁵",""
2119,"Batang","BREAST","ȵɑ⁵⁵ȵɑʔ⁵³","ȵ.ɑ.⁵⁵.◦.ȵ.ɑ.ʔ.⁵³","ȵ ɑ ⁵⁵ + ȵ ɑ.ʔ ⁵³","None","None",1210,"ȵ ɑ - - ⁵⁵ + ȵ ɑ.ʔ ⁵³",""
2120,"Xiahe","BREAST","nə ma","n.ə._.m.a","n ə + m a","None","None",1210,"n ə - - + - m a - -",""
2121,"Alike","BREAST","nə mæ","n.ə._.m.æ","n ə + m æ","None","None",1210,"n ə - - + - m æ - -",""
2122,"OldChinese","BREAST","*noʔ","n.o.ʔ","n o.ʔ","None","None",1210,"n o.ʔ",""
14,"Gyalsumdo","BELLY","toba","toba","t o + b a","belly/to _:pa-suffix/pa","183 10",1193,"t o + b a","[x]"
279,"Jirel","BELLY","suba","suba","s u + b a","belly/su _:pa-suffix/pa","185 10",1193,"s u + b a","[x]"
539,"Kagate","BELLY","topa","topa","t o + p a","belly/to _:pa-suffix/pa","183 10",1193,"t o + p a","[x]"
791,"Lowa","BELLY","pʰowa","pʰowa","pʰ o + w a","belly/pho _:wa-suffix","184 187",1192,"pʰ o + w a","[x]"
1049,"Nubri","BELLY","topa","topa","t o + p a","belly/to _:pa-suffix/pa","183 10",1193,"t o + p a","[x]"
1297,"Sherpa","BELLY","tʰopa","tʰopa","tʰ o + p a","belly/to _:pa-suffix/pa","183 10",1193,"tʰ o + p a","[x]"
1542,"Tsum","BELLY","pʰowa","pʰowa","pʰ o + w a","belly/pho _:wa-suffix/wa","184 187",1192,"pʰ o + w a","[x]"
1804,"Yolmo","BELLY","pʰo","pʰo","pʰ o","belly/pho","184",1192,"pʰ o - - -","[x]"
2077,"OldTibetan","BELLY","pʰo.ba","pʰ.o.b.a","pʰ o + b a","None","None",1192,"pʰ o + b a",""
2078,"Alike","BELLY","ho","h.o","h o","None","None",1192,"h o - -",""
2079,"Lhasa","BELLY","tʂho¹³ko⁵²","tʂh.o.¹³.◦.k.o.⁵²","ʈʂʰ o ¹³ + k o ⁵²","None","None",1193,"ʈʂʰ o ¹³ + k o ⁵²",""
2080,"Batang","BELLY","tʂᴜ¹³pa⁵³","tʂ.ᴜ.¹³.◦.p.a.⁵³","ʈʂ u ¹³ + p a ⁵³","None","None",1193,"ʈʂ u ¹³ + p a ⁵³",""
2081,"Xiahe","BELLY","ho","h.o","h o","None","None",1192,"h o - -",""
2082,"OldChinese","BELLY","*p(r)uk","p.u.k","p u.k","None","None",1194,"p u.k",""
22,"Gyalsumdo","SKIN","paɡpa","paɡpa","p a.g + p a","skin/pag _:pa-suffix/pa","2446 10",1389,"p a.g + p a","[x]"
23,"Gyalsumdo","SKIN","poɡo","poɡo","p o + g o","skin/pag /go","2447 42",1389,"p o + g o","[x]"
286,"Jirel","SKIN","kokt̪en","kokt̪en","k o.k + t̪ e.n","skin/kwa _/ten","2448 2449",726,"k o.k + t̪ e.n","[x]"
546,"Kagate","SKIN","koba","koba","k o + b a","skin/kwa _:pa-suffix/ba","2448 10",726,"k o + b a","[x]"
799,"Lowa","SKIN","pawo","pawo","p a + w o","skin/pag _skin","2447 2450",1389,"p a + w o","[x]"
1056,"Nubri","SKIN","pau","pau","p a + !Ø/w !u/o","skin/pag wo","2447 2450",1389,"p a + !Ø/w !u/o","[x]"
1304,"Sherpa","SKIN","kwa","kwa","!kʷ/k !Ø/o + !Ø/w a","skin/ko wa","2448 2450",726,"!kʷ/k !Ø/o + !Ø/w a","[x]"
1549,"Tsum","SKIN","koa","koa","k o + !Ø/w a","skin/ko wa","2448 2450",726,"k o + !Ø/w a","[x]"
1811,"Yolmo","SKIN","pawa","pawa","p a + w a","skin/pag _skin","2447 2450",1389,"p a + w a","[x]"
2611,"OldTibetan","SKIN","lpags","l.p.a.g.s","l.p a.g s","None","None",1389,"l.p a.g s",""
2612,"Batang","SKIN","xha⁵⁵pɑ⁵³","xh.a.⁵⁵.◦.p.ɑ.⁵³","xʰ a ⁵⁵ + p ɑ ⁵³","None","None",1390,"- - - - xʰ a ⁵⁵ + p ɑ ⁵³","?"
2613,"Lhasa","SKIN","pak⁵⁵pa⁵⁵","p.a.k.⁵⁵.◦.p.a.⁵⁵","p a.k ⁵⁵ + p a ⁵⁵","None","None",1389,"p a.k ⁵⁵ + p - a ⁵⁵",""
2614,"Xiahe","SKIN","htɕə mo","h.tɕ.ə._.m.o","h.tɕ ə + m o","None","None",1390,"h.tɕ ə + m o - - - - -","!"
2615,"OldChinese","SKIN","*m-[p](r)aj","m.+.p.a.j","m + p a.j","None","41",1391,"m + p a.j","(animal)"
2616,"OldChinese","SKIN","*pra","p.r.a","p.r a","None","None",1389,"p.r a","(human), cf. WT lpags"
24,"Gyalsumdo","BONE","ɹoɡo","ɹoɡo","ɹ o + g o","bone/ru _bone/kok","287 288",1208,"ɹ o + g o","[x]"
287,"Jirel","BONE","ɹuba","ɹuba","ɹ u + b a","bone/ru _:pa-suffix/ba","287 10",1208,"ɹ u + b a","[x]"
547,"Kagate","BONE","rekok","rekok","r e + k o.k","bone/ru _bone/kok","287 288",1208,"r e + k o.k","[x]"
800,"Lowa","BONE","ɹuko","ɹuko","ɹ u + k o","bone/ru _bone/kok","287 288",1208,"ɹ u + k o","[x]"
1057,"Nubri","BONE","hɹypa","hɹypa","h.ɹ y + p a","bone/ru _:pa-suffix/pa","287 10",1208,"h.ɹ y + p a","[x]"
1305,"Sherpa","BONE","ɹukjok","ɹukjok","ɹ u + k.j o.k","bone/ru _bone/kok","287 288",1208,"ɹ u + k.j o.k","[x]"
1550,"Tsum","BONE","ɹiɡoʔ","ɹiɡoʔ","ɹ i + g o.ʔ","bone/ru _bone/kok","287 288",1208,"ɹ i + g o.ʔ","[x]"
1812,"Yolmo","BONE","ɹeko","ɹeko","ɹ e + k o","bone/ru _bone/kok","287 288",1208,"ɹ e + k o","[x]"
2110,"OldTibetan","BONE","rus","r.u.s","r u.s","None","None",1208,"r u.s",""
2111,"Alike","BONE","rə pæ","r.ə._.p.æ","r ə + p æ","None","None",1208,"r ə - + - p æ -",""
2112,"Lhasa","BONE","ry⁵⁵ko⁵²","r.y.⁵⁵.◦.k.o.⁵²","r y ⁵⁵ + k o ⁵²","None","None",1208,"r y - ⁵⁵ + k o ⁵²",""
2113,"Batang","BONE","ʐᴜ¹³pa⁵³","ʐ.ᴜ.¹³.◦.p.a.⁵³","ʐ u ¹³ + p a ⁵³","None","None",1208,"ʐ u - ¹³ + p a ⁵³",""
2114,"Lhasa","BONE","ry¹³pə⁵⁵","r.y.¹³.◦.p.ə.⁵⁵","r y ¹³ + p ə ⁵⁵","None","None",1208,"r y - ¹³ + p ə ⁵⁵",""
2115,"Xiahe","BONE","rə pa","r.ə._.p.a","r ə + p a","None","None",1208,"r ə - + - p a -",""
2116,"OldChinese","BONE","*kˤut","kˤ.u.t","kˤ u.t","None","None",1209,"kˤ u.t",""
25,"Gyalsumdo","HEART","ɲiŋ","ɲiŋ","ɲ i.ŋ","heart","1274",1288,"ɲ i.ŋ","[x]"
288,"Jirel","HEART","ɲiŋ","ɲiŋ","ɲ i.ŋ","heart","1274",1288,"ɲ i.ŋ","[x]"
548,"Kagate","HEART","niŋ","niŋ","n i.ŋ","heart","1274",1288,"n i.ŋ","[x]"
801,"Lowa","HEART","ɲiŋ","ɲiŋ","ɲ i.ŋ","heart","1274",1288,"ɲ i.ŋ","[x]"
1058,"Nubri","HEART","ɲiŋ","ɲiŋ","ɲ i.ŋ","heart","1274",1288,"ɲ i.ŋ","[x]"
1306,"Sherpa","HEART","ɲiŋ","ɲiŋ","ɲ i.ŋ","heart","1274",1288,"ɲ i.ŋ","[x]"
1551,"Tsum","HEART","ɲiŋ","ɲiŋ","ɲ i.ŋ","heart","1274",1288,"ɲ i.ŋ","[x]"
1813,"Yolmo","HEART","ɲiŋ","ɲiŋ","ɲ i.ŋ","heart","1274",1288,"ɲ i.ŋ","[x]"
2338,"OldTibetan","HEART","sɲiŋ","s.ɲ.i.ŋ","s.ɲ i.ŋ","None","None",1288,"s.ɲ i.ŋ",""
2339,"Lhasa","HEART","ȵiŋ⁵⁵","ȵ.i.ŋ.⁵⁵","ȵ i.ŋ ⁵⁵","None","None",1288,"ȵ i.ŋ ⁵⁵",""
2340,"Batang","HEART","ȵĩ⁵⁵","ȵ.ĩ.∼.⁵⁵","ȵ ĩ ⁵⁵","None","None",1288,"- ȵ ĩ - ⁵⁵",""
2341,"Xiahe","HEART","hȵaŋ","h.ȵ.a.ŋ","h.ȵ a.ŋ","None","None",1288,"h.ȵ a.ŋ",""
2342,"Alike","HEART","rȵ̥aŋ","r.ȵ̥.a.ŋ","r.ȵ̥ a.ŋ","None","None",1288,"r.ȵ̥ a.ŋ","!"
2343,"OldChinese","HEART","*səm","s.ə.m","s ə.m","None","None",1289,"s ə.m",""
26,"Gyalsumdo","BLOOD","tʰak","tʰak","tʰ a.k","blood","246",1206,"tʰ a.k","[x]"
289,"Jirel","BLOOD","tʰak","tʰak","tʰ a.k","blood","246",1206,"tʰ a.k","[x]"
549,"Kagate","BLOOD","tʰa","tʰa","tʰ a","blood","246",1206,"tʰ a","[x]"
802,"Lowa","BLOOD","tʰak","tʰak","tʰ a.k","blood","246",1206,"tʰ a.k","[x]"
1059,"Nubri","BLOOD","tʰa","tʰa","tʰ a","blood","246",1206,"tʰ a","[x]"
1307,"Sherpa","BLOOD","tʰak","tʰak","tʰ a.k","blood","246",1206,"tʰ a.k","[x]"
1552,"Tsum","BLOOD","tʰɹaʔ","tʰɹaʔ","tʰ.ɹ a.ʔ","blood","246",1206,"tʰ.ɹ a.ʔ","[x]"
1814,"Yolmo","BLOOD","tʰa","tʰa","tʰ a","blood","246",1206,"tʰ a","[x]"
2104,"OldTibetan","BLOOD","kʰrag","kʰ.r.a.g","kʰ.r a.g","None","None",1206,"kʰ.r a.g",""
2105,"Lhasa","BLOOD","tʂha⁵²","tʂh.a.⁵²","ʈʂʰ a ⁵²","None","None",1206,"ʈʂʰ - a - ⁵²",""
2106,"Batang","BLOOD","tʂhɑʔ⁵³","tʂh.ɑ.ʔ.⁵³","ʈʂʰ ɑ.ʔ ⁵³","None","None",1206,"ʈʂʰ ɑ.ʔ ⁵³",""
2107,"Xiahe","BLOOD","tɕhaχ","tɕh.a.χ","tɕʰ a.χ","None","None",1206,"tɕʰ a.χ",""
2108,"Alike","BLOOD","cçhak","cçh.a.k","cçʰ a.k","None","None",1206,"cçʰ a.k","!"
2109,"OldChinese","BLOOD","*m̥ˤik","m̥ˤ.i.k","m̥ˤ i.k","None","None",1207,"m̥ˤ i.k",""
30,"Gyalsumdo","HOUSE","kʰaŋpa","kʰaŋpa","kʰ a.ŋ + p a","house _:pa-suffix/pa","1383 10",402,"kʰ a.ŋ - + p a","[ ] check ba status"
293,"Jirel","HOUSE","kʰamba","kʰamba","kʰ a.!m/ŋ + b a","house _:pa-suffix/pa","1383 10",1301,"kʰ - a.!m/ŋ + b a","[ ] check ba status"
553,"Kagate","HOUSE","kʰim","kʰim","kʰ i.m","house/khim","31",1300,"kʰ i.m","[x]"
807,"Lowa","HOUSE","kʰaŋpa","kʰaŋpa","kʰ a.ŋ + p a","house _:pa-suffix/pa","1383 10",1301,"kʰ a.ŋ - + p a","[ ] check ba status"
1063,"Nubri","HOUSE","kʰim","kʰim","kʰ i.m","house/khim","31",1300,"kʰ i.m","[x]"
