ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	MORPHEMES	NOTE	TOKENS	VALUE
2442	xʰ a -	1325	None	MEAT	Alike	xh.a	None	?	xʰ a	xha
2443	xʰ a -	1325	None	MEAT	Xiahe	xh.a	None	???	xʰ a	xha
2444	k + n u.k	1326	None	MEAT	OldChinese	k.+.n.u.k	None		k + n u.k	*k-nuk-s
95	ɲ a	1255	1000	FISH	Gyalsumdo	ɲa	fish	[x]	ɲ a	ɲa
355	ɲ a	1255	1000	FISH	Jirel	ɲa	fish	[x]	ɲ a	ɲa
613	ɲ a	1255	1000	FISH	Kagate	ɲa	fish	[x]	ɲ a	ɲa
870	ɲ a	1255	1000	FISH	Lowa	ɲa	fish	[x]	ɲ a	ɲa
1123	ɲ a	1255	1000	FISH	Nubri	ɲa	fish	[x]	ɲ a	ɲa
1373	ɲ a	1255	1000	FISH	Sherpa	ɲa	fish	[x]	ɲ a	ɲa
1617	ɲ a	1255	1000	FISH	Tsum	ɲa	fish	[x]	ɲ a	ɲa
1879	ɲ a	1255	1000	FISH	Yolmo	ɲa	fish	[x]	ɲ a	ɲa
2252	- - ɲ a -	1255	None	FISH	OldTibetan	ɲ.a	None		ɲ a	ɲa
2253	- - ȵ æ -	1255	None	FISH	Alike	ȵ.æ	None		ȵ æ	ȵæ
2254	- - ȵ a ¹³	1255	None	FISH	Lhasa	ȵ.a.¹³	None		ȵ a ¹³	ȵa¹³
2255	- - ȵ a ²³¹	1255	None	FISH	Batang	ȵ.a.²³¹	None		ȵ a ²³¹	ȵa²³¹
2256	- - ȵ a -	1255	None	FISH	Xiahe	ȵ.a	None		ȵ a	ȵa
2257	r + ŋ a -	1255	None	FISH	OldChinese	r.+.ŋ.a	None		r + ŋ a	*[r.ŋ]a
97	- - - - - - k o + ŋ a	1242	724 725	EGG	Gyalsumdo	koŋa	egg-1 egg-2	[x]	k o + ŋ a	koŋa
357	tsʰ e + m e.n + d o.k	224	726 727 728	EGG	Jirel	tsʰemend̪ok	*chicken-1 egg-3 egg-4	[x]	tsʰ e + m e.n + d o.k	tsʰemend̪ok
358	tsʰ e + - - - !g/ⁿg o + ŋ a	1242	726 724 725	EGG	Jirel	tsʰeɡoŋa	*chicken-1 egg-1 egg-2	[x]	tsʰ e + !g/ⁿg o + ŋ a	tsʰeɡoŋa
615	tɕ.j a + m u + !g/k o + ŋ a	1242	726 730 724 725	EGG	Kagate	tɕjamuɡoŋa	*chicken-1 *female egg-1 egg-2	[x]	tɕ.j a + m u + !g/k o + ŋ a	tɕjamuɡoŋa
872	- - - - - - k o + ŋ a	1242	724 725	EGG	Lowa	koŋa	egg-1 egg-2	[x]	k o + ŋ a	koŋa
1125	- - - - - - k o + !Ø/ŋ õ/o	1242	724 725	EGG	Nubri	koõ	egg-1 egg-2	[x]	k o + !Ø/ŋ õ/o	koõ
1375	tɕʰ e + - - - g o + ŋ a	1242	726 724 725	EGG	Sherpa	tɕʰeɡoŋa	*chicken-1 egg-1 egg-2	[x]	tɕʰ e + g o + ŋ a	tɕʰeɡoŋa
1619	- - - - - - k o + !Ø/ŋ !ã/a	1242	724 725	EGG	Tsum	koã	egg-1 egg-2	[x]	k o + !Ø/ŋ !ã/a	koã
1881	- - - - - - k o + ŋ a	1242	724 725	EGG	Yolmo	koŋa	egg-1 egg-2	[x]	k o + ŋ a	koŋa
2208	s.g o + ŋ a	1242	None	EGG	OldTibetan	s.g.o.ŋ.a	None		s.g o + ŋ a	sgo.ŋa
2209	w.ɕ a.r + r.g o.ŋ	1242	None	EGG	Alike	w.ɕ.a.r._.r.g.o.ŋ	None	!	w.ɕ a.r + r.g o.ŋ	wɕar rgoŋ
2210	- - - - - - k o - - ¹³ + ŋ a - ⁵⁵	1242	None	EGG	Lhasa	k.o.¹³.◦.ŋ.a.⁵⁵	None		k o ¹³ + ŋ a ⁵⁵	ko¹³ŋa⁵⁵
2211	- - - - - - g ũ - - ¹³ + ŋ ɑ.ʔ ⁵³	1242	None	EGG	Batang	g.ũ.∼.¹³.◦.ŋ.ɑ.ʔ.⁵³	None		g ũ ¹³ + ŋ ɑ.ʔ ⁵³	gũ¹³ŋɑʔ⁵³
2212	g o.ŋ + - ŋ a - -	1242	None	EGG	Xiahe	g.o.ŋ._.ŋ.a	None		g o.ŋ + ŋ a	goŋ ŋa
2213	k.rˤ o.r ʔ	1243	None	EGG	OldChinese	k.rˤ.o.r.ʔ	None	written and spoken but more literary than thur	k.rˤ o.r ʔ	*k.rˤorʔ
2214	tʰ u.r	1244	None	EGG	OldChinese	tʰ.u.r	None	unwritten. Limited to Hakka, Cantonese and some unclassified dialects and patois of the Chinese SE.	tʰ u.r	*tʰu[r]
101	ɹ a + k.j o	1292	1335 1336	HORN (ANATOMY)	Gyalsumdo	ɹakjo	horn-ra horn-kjo	[x]	ɹ a + k.j o	ɹakjo
363	ɹ o + dʑ.j o	1292	1335 1336	HORN (ANATOMY)	Jirel	ɹodʑjo	horn-ra horn-kjo	[x]	ɹ o + dʑ.j o	ɹodʑjo
619	r.w a + g a	1292	1335 1337	HORN (ANATOMY)	Kagate	rwaɡa	horn-ra horn-ga	[x]	r.w a + g a	rwaɡa
876	ɹ a + k.j o.ʔ	1292	1335 1336	HORN (ANATOMY)	Lowa	ɹakjoʔ	horn-ra horn-kjo	[x]	ɹ a + k.j o.ʔ	ɹakjoʔ
1129	!a/r.!d/a - + k.j o	1292	1335 1336	HORN (ANATOMY)	Nubri	adkjo	horn-ra horn-kjo	[x]	!a/r.!d/a + k.j o	adkjo
1379	!a/r.!r/a - + k.j o.k	1292	1335 1336	HORN (ANATOMY)	Sherpa	arkjok	horn-ra horn-kjo	[x]	!a/r.!r/a + k.j o.k	arkjok
1623	p a + dʑ.j o	43	1340 1336	HORN (ANATOMY)	Tsum	padʑjo	horn-pa horn-kjo	[x]	p a + dʑ.j o	padʑjo
1885	ɹ o + w a	1292	1335 1341	HORN (ANATOMY)	Yolmo	ɹowa	horn-ra horn-wa	[x]	ɹ o + w a	ɹowa
2350	g.r u	1292	None	HORN (ANATOMY)	OldTibetan	g.r.u	None		g.r u	gru
2351	- r a ⁵⁵ + k o ⁵²	1292	None	HORN (ANATOMY)	Lhasa	r.a.⁵⁵.◦.k.o.⁵²	None		r a ⁵⁵ + k o ⁵²	ra⁵⁵ko⁵²
2352	- r a + - tɕʰ o -	1292	None	HORN (ANATOMY)	Alike	r.a._.tɕh.o	None		r a + tɕʰ o	ra tɕho
2353	- ʐ a ¹³ + j o ⁵³	1292	None	HORN (ANATOMY)	Batang	ʐ.a.¹³.◦.j.o.⁵³	None		ʐ a ¹³ + j o ⁵³	ʐa¹³jo⁵³
2354	- r a + - tɕ o -	1292	None	HORN (ANATOMY)	Xiahe	r.a._.tɕ.o	None		r a + tɕ o	ra tɕo
2355	ç/k + kˤ.r o.k	1293	None	HORN (ANATOMY)	OldChinese	C/.+.kˤ.r.o.k	None		ç/k + kˤ.r o.k	*C.[k]ˤrok
102	ŋ a + m a	1419	2648 11	TAIL	Gyalsumdo	ŋama	tail/ŋa _:ma-suffix/ma	[x]	ŋ a + m a	ŋama
364	ŋ a + m a	1419	2648 11	TAIL	Jirel	ŋama	tail/ŋa _ma-suffix/ma	[x]	ŋ a + m a	ŋama
620	ŋ a + m a	1419	2648 11	TAIL	Kagate	ŋama	tail/ŋa _:ma-suffix/ma	[x]	ŋ a + m a	ŋama
877	ŋ a + m a	1419	2648 11	TAIL	Lowa	ŋama	tail/ŋa _:ma-suffix/ma	[x]	ŋ a + m a	ŋama
1130	ŋ õ - - -	1419	2648	TAIL	Nubri	ŋõ	tail/ŋa	[x]	ŋ õ	ŋõ
1380	ŋ ə + m a	1419	2648 11	TAIL	Sherpa	ŋəma	tail/ŋa _:ma-suffix/ma	[x]	ŋ ə + m a	ŋəma
1624	ŋ a - - -	1419	2648	TAIL	Tsum	ŋa	tail/ŋa	[x]	ŋ a	ŋa
1886	ŋ a + m a	1419	2648 11	TAIL	Yolmo	ŋama	tail/ŋa _:ma-suffix/ma	[x]	ŋ a + m a	ŋama
2682	r.ŋ a + m a	1419	None	TAIL	OldTibetan	r.ŋ.a.m.a	None		r.ŋ a + m a	rŋa.ma
2683	- ŋ - - a ⁵⁵ + m a ⁵⁵	1419	None	TAIL	Lhasa	ŋ.a.⁵⁵.◦.m.a.⁵⁵	None		ŋ a ⁵⁵ + m a ⁵⁵	ŋa⁵⁵ma⁵⁵
2684	- - - - - ɕ u ¹³ + k u ⁵⁵	1420	None	TAIL	Lhasa	ɕ.u.¹³.◦.k.u.⁵⁵	None		ɕ u ¹³ + k u ⁵⁵	ɕu¹³ku⁵⁵
2685	- ŋ - - a ⁵⁵ + m a ⁵³	1419	None	TAIL	Batang	ŋ.a.⁵⁵.◦.m.a.⁵³	None		ŋ a ⁵⁵ + m a ⁵³	ŋa⁵⁵ma⁵³
2686	r.ŋ a + - m æ -	1419	None	TAIL	Alike	r.ŋ.a._.m.æ	None	!	r.ŋ a + m æ	rŋa mæ
2687	h.ŋ a + - m a -	1419	None	TAIL	Xiahe	h.ŋ.a._.m.a	None		h.ŋ a + m a	hŋa ma
2688	m ə.j ʔ	1421	None	TAIL	OldChinese	m.ə.j.ʔ	None		m ə.j ʔ	*[m]əjʔ
2689	m.dʑ u.g + m a - - - - -	1420	None	TAIL	OldTibetan	m.dʑ.u.g.+.m.a	None		m.dʑ u.g + m a	mdʑug+ma
103	ɹ a - - -	1269	1130	GOAT	Gyalsumdo	ɹa	goat	[x]	ɹ a	ɹa
365	ɹ a - - -	1269	1130	GOAT	Jirel	ɹa	goat	[x]	ɹ a	ɹa
621	r a - - -	1269	1130	GOAT	Kagate	ra	goat	[x]	r a	ra
878	!ɹ/ɾ a - - -	1269	1130	GOAT	Lowa	ɹa	goat	[x]	!ɹ/ɾ a	ɹa
1131	ɹ a + ts e	1269	1130 1131	GOAT	Nubri	ɹatse	goat _goat/tse	[x]	ɹ a + ts e	ɹatse
1381	r a - - -	1269	1130	GOAT	Sherpa	ra	goat	[x]	r a	ra
1625	ɹ a - - -	1269	1130	GOAT	Tsum	ɹa	goat	[x]	ɹ a	ɹa
1887	!r/ɹ a - - -	1269	1130	GOAT	Yolmo	ra	goat	[x]	!r/ɹ a	ra
2296	tɕʰ ə + r a - - - -	1269	None	GOAT	Alike	tɕh.ə._.r.a	None		tɕʰ ə + r a	tɕhə ra
2297	- - - - - - r a ¹³	1269	None	GOAT	Lhasa	r.a.¹³	None		r a ¹³	ra¹³
2298	- - - - - - ʐ a ²³¹	1269	None	GOAT	Batang	ʐ.a.²³¹	None		ʐ a ²³¹	ʐa²³¹
2299	- - - r æ + m æ -	1269	None	GOAT	Alike	r.æ._.m.æ	None		r æ + m æ	ræ mæ
2300	- - - r a + m a -	1269	None	GOAT	Xiahe	r.a._.m.a	None		r a + m a	ra ma
2301	ɢ a.ŋ	1270	None	GOAT	OldChinese	ɢ.a.ŋ	None		ɢ a.ŋ	*ɢaŋ
2302	- - - r a - - - -	1269	None	GOAT	OldTibetan	r.a	None		r a	ra
104	!k/kʰ.j u + p u	1231	651 1581	DOG	Gyalsumdo	kjupu	dog _:bu-suffix/pu	[x]	!k/kʰ.j u + p u	kjupu
105	!k/kʰ i - - -	1231	651	DOG	Gyalsumdo	ki	dog	[x]	!k/kʰ i	ki
366	!k/kʰ i - - -	1231	651	DOG	Jirel	ki	dog	[x]	!k/kʰ i	ki
622	kʰ i - - -	1231	651	DOG	Kagate	kʰi	dog	[x]	kʰ i	kʰi
879	kʰ i - - -	1231	651	DOG	Lowa	kʰi	dog	[x]	kʰ i	kʰi
1132	!kʰj/kʰ i - - -	1231	651	DOG	Nubri	kʰji	dog	[x]	!kʰj/kʰ i	kʰji
1382	!k/kʰ i - - -	1231	651	DOG	Sherpa	ki	dog	[x]	!k/kʰ i	ki
1626	!k/kʰ i - - -	1231	651	DOG	Tsum	ki	dog	[x]	!k/kʰ i	ki
1888	kʰ i - - -	1231	651	DOG	Yolmo	kʰi	dog	[x]	kʰ i	kʰi
2171	- - - kʲʰ i - - -	1231	43	DOG	OldTibetan	kʰʲ.i	None		kʲʰ i	kʰʲi
2172	- - - ch/ts i - - ⁵⁵	1231	None	DOG	Lhasa	ch.i.⁵⁵	None	???	ch/ts i ⁵⁵	chi⁵⁵
2173	- - - tɕʰ ɪ - - ⁵³	1231	None	DOG	Batang	tɕʰ.ɪ.⁵³	None		tɕʰ ɪ ⁵³	tɕhɪ⁵³
2174	tɕʰ ə + ɣ ə - - -	1231	None	DOG	Xiahe	tɕh.ə._.ɣ.ə	None		tɕʰ ə + ɣ ə	tɕhə ɣə
2175	tɕʰ ə + ɣ ə - - -	1231	None	DOG	Alike	tɕh.ə._.ɣ.ə	None		tɕʰ ə + ɣ ə	tɕhə ɣə
2176	kʷʰˤ e.n ʔ	1231	None	DOG	OldChinese	kʷʰˤ.e.n.ʔ	None	Probably kwh!ir?	kʷʰˤ e.n ʔ	*[k]ʷʰˤ[e][n]ʔ
106	t u.l	1401	2505	SNAKE	Gyalsumdo	tul	snake	[x]	t u.l	tul
367	ɹ u.l	1401	2505	SNAKE	Jirel	ɹul	snake	[x]	ɹ u.l	ɹul
623	p.r u.l	1401	2505	SNAKE	Kagate	prul	snake	[x]	p.r u.l	prul
880	t u	1401	2505	SNAKE	Lowa	tu	snake	[x]	t u	tu
881	!tʰ/t u	1401	2505	SNAKE	Lowa	tʰu	snake	[x]	!tʰ/t u	tʰu
1133	t u.l	1401	2505	SNAKE	Nubri	tul	snake	[x]	t u.l	tul
1383	d u.l	1401	2505	SNAKE	Sherpa	dul	snake	[x]	d u.l	dul
1627	t.ɹ u.l	1401	2505	SNAKE	Tsum	tɹul	snake	[x]	t.ɹ u.l	tɹul
1889	p.ɹ u.l	1401	2505	SNAKE	Yolmo	pɹul	snake	[x]	p.ɹ u.l	pɹul
2639	s.b.r u.l	1401	None	SNAKE	OldTibetan	s.b.r.u.l	None		s.b.r u.l	sbrul
2640	r.b u	1401	None	SNAKE	Alike	r.b.u	None	!	r.b u	rbu
2641	ʈʂ - - y - ¹³	1401	None	SNAKE	Lhasa	tʂ.y.¹³	None		ʈʂ y ¹³	tʂy¹³
2642	ɖʐ - - y - ⁵⁵	1401	None	SNAKE	Batang	dʐ.y.⁵⁵	None		ɖʐ y ⁵⁵	dʐy⁵⁵
2643	- - r u - -	1401	None	SNAKE	Xiahe	r.u	None		r u	ru
2644	ç/k ə + l ɑ̟.j	1402	None	SNAKE	OldChinese	C/.ə.+.l.ᴀ.j	None		ç/k ə + l ɑ̟.j	*Cə.lAj
109	l a.m + k u + t e	523	1784 1785 1786	MOSQUITO	Gyalsumdo	lamkute	mosquito/lam _/ku _/te	[x]	l a.m + k u + t e	lamkute
370	l a.m + k u + t e	523	1784 1785 1786	MOSQUITO	Jirel	lamkute	mosquito/lam _/ku _/te	[x]	l a.m + k u + t e	lamkute
626	l a.m + !kʰ/k u + t e	523	1784 1785 1786	MOSQUITO	Kagate	lamkʰute	mosquito/lam _/ku _/te	[x]	l a.m + !kʰ/k u + t e	lamkʰute
883	t̪ u.ŋ + d a.ŋ	1333	1787 1788	MOSQUITO	Lowa	t̪uŋdaŋ	mosquito/tuk _/dang	[x]	t̪ u.ŋ + d a.ŋ	t̪uŋdaŋ
1135	t̪ u.k + ɖ a.ŋ	1333	1787 1788	MOSQUITO	Nubri	t̪ukɖaŋ	mosquito/tuk _/dang	[x]	t̪ u.k + ɖ a.ŋ	t̪ukɖaŋ
1386	l a.m + !kʰ/k u + t e	523	1784 1785 1786	MOSQUITO	Sherpa	lamkʰute	mosquito/lam _/ku _/te	[x]	l a.m + !kʰ/k u + t e	lamkʰute
1629	l a.m + k u + t e	523	1784 1785 1786	MOSQUITO	Tsum	lamkute	mosquito/lam _/ku _/te	[x]	l a.m + k u + t e	lamkute
1891	m ə + tɕʰ ə.ɹ	528	1789 1790	MOSQUITO	Yolmo	mətɕʰəɹ	*mosquito/ma *mosquito/chhar	← Hindi «machchhar»	m ə + tɕʰ ə.ɹ	mətɕʰəɹ
2459	tʰ u.k ¹³ + p a.ŋ ⁵⁵	1333	None	MOSQUITO	Lhasa	th.u.k.¹³.◦.p.a.ŋ.⁵⁵	None		tʰ u.k ¹³ + p a.ŋ ⁵⁵	thuk¹³paŋ⁵⁵
2460	m.b u ⁵⁵ + l ũ ⁵⁵	1334	None	MOSQUITO	Batang	m.b.ᴜ.⁵⁵.◦.l.ũ.∼.⁵⁵	None	!	m.b u ⁵⁵ + l ũ ⁵⁵	mbᴜ⁵⁵lũ⁵⁵
2461	w a + d a.k + ɣ a	1335	None	MOSQUITO	Alike	w.a._.d.a.k._.ɣ.a	None		w a + d a.k + ɣ a	wa dak ɣa
2462	a + j a.ŋ + ⁿdz ə	1336	None	MOSQUITO	Xiahe	a._.j.a.ŋ._.ndz.ə	None	!	a + j a.ŋ + ⁿdz ə	a jaŋ ndzə
2463	ç/k + m ə.r	1337	None	MOSQUITO	OldChinese	C/.+.m.ə.r	None		ç/k + m ə.r	*C.mə[r]
110	t o + m a.ɹ	1183	32 33	ANT	Gyalsumdo	tomaɹ	ant _ant/mar	[x]	t o + m a.ɹ	tomaɹ
371	tʰ o.ŋ + m a + ts i	1183	72 11 34	ANT	Jirel	tʰoŋmatsi	ANT _ma-suffix/ma _/tsi	[x]	tʰ o.ŋ + m a + ts i	tʰoŋmatsi
627	t o + m a.k	1183	32 33	ANT	Kagate	tomak	ant _ant/mak	[x]	t o + m a.k	tomak
884	ⁿb u + d a + ɲ a	49	35 143 36	ANT	Lowa	mbudaɲa	ant-4 ant-5 ant-6	[x]	ⁿb u + d a + ɲ a	mbudaɲa
1136	h.ɹ o + m o	1183	32 3365	ANT	Nubri	hɹomo	ant _:mu-suffix/mu	[x]	h.ɹ o + m o	hɹomo
1387	tʰ ə.k + s ə.ŋ + m a	1183	37 38 33	ANT	Sherpa	tʰəksəŋma	ant-2 ant-3 _:ma-suffix/ma	[x]	tʰ ə.k + s ə.ŋ + m a	tʰəksəŋma
1630	t.ɹ o + m u	1183	32 132	ANT	Tsum	tɹomu	ant _:mo-suffix/mu	[x]	t.ɹ o + m u	tɹomu
1892	t.!Ø/ɹ o + m a.ŋ	1183	32 33	ANT	Yolmo	tomaŋ	ant _ant/maŋ	[x]	t.!Ø/ɹ o + m a.ŋ	tomaŋ
2057	m.b ə + tɕ a.χ + - - - - - m a -	1183	None	ANT	Xiahe	m.b.ə._.tɕ.a.χ._.m.a	None	!	m.b ə + tɕ a.χ + m a	mbə tɕaχ ma
2058	cç o.k + - - - - - m æ -	1183	None	ANT	Alike	cç.o.k._.m.æ	None	!	cç o.k + m æ	cçok mæ
2059	- - - - - - - - - - - ʈʂʰ oː ¹³ + m a ⁵⁵	1183	None	ANT	Lhasa	tʂh.oː.¹³.◦.m.a.⁵⁵	None		ʈʂʰ oː ¹³ + m a ⁵⁵	tʂhoː¹³ma⁵⁵
2060	- dʑ a ⁵⁵ + ɖʐ o.ʔ ⁵³ + ʈʂ u ¹³ + m a ⁵³	1183	None	ANT	Batang	dʑ.a.⁵⁵.◦.dʐ.o.ʔ.⁵³.◦.tʂ.ᴜ.¹³.◦.m.a.⁵³	None		dʑ a ⁵⁵ + ɖʐ o.ʔ ⁵³ + ʈʂ u ¹³ + m a ⁵³	dʑa⁵⁵dʐoʔ⁵³tʂᴜ¹³ma⁵³
2061	m + qʰ a.j ʔ	1184	None	ANT	OldChinese	m.+.qʰ.a.j.ʔ	None		m + qʰ a.j ʔ	*m-qʰ(r)ajʔ
2062	- - - - - qʰˤ - o ʔ - - - - - - - - -	1183	None	ANT	OldChinese	qʰˤ.o.ʔ	None	WT grog-ma, etc.	qʰˤ o ʔ	*qʰˤ(r)oʔ
2063	g r o.g + - - - - - m a -	1183	None	ANT	OldTibetan	g.r.o.g.+.m.a	None	not in OT?	g r o.g + m a	grog+ma
111	p a.l - + b a	748	2548 2554	SPIDER	Gyalsumdo	palba	spider/bel _/ba	[x]	p a.l + b a	palba
372	ⁿg.w ã + p a + l i	61	2549 10 2550	SPIDER	Jirel	ŋɡwãpali	splider/gwa _:ba-suffix/pa _/li	[x]	ⁿg.w ã + p a + l i	ŋɡwãpali
628	k i + g o.r	56	2551 2552	SPIDER	Kagate	kiɡor	spider/ki _/gor	[x]	k i + g o.r	kiɡor
885	ⁿb u + t̪ o.m	1406	73 2553	SPIDER	Lowa	mbut̪om	spider/bu _/tom	[x]	ⁿb u + t̪ o.m	mbut̪om
1137	p - a.bl/l + !Ø/b a	748	2548 2554	SPIDER	Nubri	pabla	spider/bel _/ba	[x]	p a.bl/l + !Ø/b a	pabla
1388	b ə.l - + dz.j a.ŋ	748	2548 2555	SPIDER	Sherpa	bəldzjaŋ	spider/bel _/dziang	[x]	b ə.l + dz.j a.ŋ	bəldzjaŋ
1631	t.ɹ au + l a	60	2556 14	SPIDER	Tsum	tɹaula	spierd/trau _/la	[x]	t.ɹ au + l a	tɹaula
1893	ɕ.w a + b u	58	2557 2548	SPIDER	Yolmo	ɕwabu	spider/swa _/bu	[x]	ɕ.w a + b u	ɕwabu
2651	s.d o.m	1406	None	SPIDER	OldTibetan	s.d.o.m	None		s.d o.m	sdom
2652	ɖʐ a ⁵³ + k a ⁵⁵ + r a ⁵³	1407	None	SPIDER	Batang	dʐ.a.⁵³.◦.k.a.⁵⁵.◦.r.a.⁵³	None		ɖʐ a ⁵³ + k a ⁵⁵ + r a ⁵³	dʐa⁵³ka⁵⁵ra⁵³
2653	t o.m ¹³	1406	None	SPIDER	Lhasa	t.o.m.¹³	None		t o.m ¹³	tom¹³
2654	d o.m	1406	None	SPIDER	Xiahe	d.o.m	None		d o.m	dom
2655	n.g o.ŋ + ŋ o + n a.k + r.b ə.t	1408	None	SPIDER	Alike	n.g.o.ŋ._.ŋ.o._.n.a.k._.r.b.ə.t	None	!	n.g o.ŋ + ŋ o + n a.k + r.b ə.t	ngoŋ ŋo nak rbət
2656	t.r e + t.r o	1409	None	SPIDER	OldChinese	t.r.e.+.t.r.o	None		t.r e + t.r o	*tre+tro
112	m i.ŋ	1344	1847	NAME	Gyalsumdo	miŋ	*name	[borrowed from Chinese]	m i.ŋ	miŋ
373	m i.n̪	1344	1847	NAME	Jirel	min̪	*name	[borrowed from Chinese]	m i.n̪	min̪
629	m i.n	1344	1847	NAME	Kagate	min	*name	[borrowed from Chinese]	m i.n	min
886	m i.ŋ	1344	1847	NAME	Lowa	miŋ	*name	[borrowed from Chinese]	m i.ŋ	miŋ
1138	m i.n̪	1344	1847	NAME	Nubri	min̪	*name	[borrowed from Chinese]	m i.n̪	min̪
1389	m i.n	1344	1847	NAME	Sherpa	min	*name	[borrowed from Chinese]	m i.n	min
1632	m i.n	1344	1847	NAME	Tsum	min	*name	[borrowed from Chinese]	m i.n	min
1894	m i.n	1344	1847	NAME	Yolmo	min	*name	[borrowed from Chinese]	m i.n	min
2483	- - mʲ i ŋ - - -	1344	None	NAME	OldTibetan	mʲ.i.ŋ	None		mʲ i ŋ	mʲiŋ
2484	m i.ŋ ¹³	1344	None	NAME	Lhasa	m.i.ŋ.¹³	None		m i.ŋ ¹³	miŋ¹³
2485	- - m ĩ - ¹³ - -	1344	None	NAME	Batang	m.ĩ.∼.¹³	None		m ĩ ¹³	mĩ¹³
2486	- - ȵ a ŋ - - -	1344	None	NAME	Xiahe	ȵ.a.ŋ	None		ȵ a ŋ	ȵaŋ
2487	ȵ a.ŋ + ŋ æ	1344	None	NAME	Alike	ȵ.a.ŋ._.ŋ.æ	None		ȵ a.ŋ + ŋ æ	ȵaŋ ŋæ
2488	ç/k + m e.ŋ	1344	None	NAME	OldChinese	C/.+.m.e.ŋ	None		ç/k + m e.ŋ	*C.meŋ
114	p o/u + m o	1489	2515 601	WOMAN	Gyalsumdo	pomo	child-son female	[?]	p o/u + m o	pomo
375	pʰ e.m + m e + m i	1489	3707 75 1624	WOMAN	Jirel	pʰemmemi	woman/phem woman/me woman/mi	[?]	pʰ e.m + m e + m i	pʰemmemi
631	p e.n + p i + dz a	1134	3707 487 488	WOMAN	Kagate	penpidza	woman/phem _child-1 child-2	[?]	p e.n + p i + dz a	penpidza
888	k e + m e	70	915 75	WOMAN	Lowa	keme	? woman/me	[?]	k e + m e	keme
1140	p õ + b/p e + ts a	1134	3707 487 488	WOMAN	Nubri	põbetsa	woman/phem _child-1 _child-2	[?]	p õ + b/p e + ts a	põbetsa
1391	pʰ u.m + pʰ e + dz a	1134	3707 487 488	WOMAN	Sherpa	pʰumpʰedza	woman/phem _child-1 child-2	[?]	pʰ u.m + pʰ e + dz a	pʰumpʰedza
1634	p oĩ + p i + z a	1134	3707 487 488	WOMAN	Tsum	poĩpiza	woman/phem _child-1 _child-2	[?]	p oĩ + p i + z a	poĩpiza
1896	p i + m i	1489	487 3704	WOMAN	Yolmo	pimi	child-1 woman	[?]	p i + m i	pimi
2843	b u.d + m e.d	1489	None	WOMAN	OldTibetan	b.u.d.+.m.e.d	None		b u.d + m e.d	bu.med
2844	pʰ y - ¹³ + m e - ⁵²	1489	None	WOMAN	Lhasa	ph.y.¹³.◦.m.e.⁵²	None		pʰ y ¹³ + m e ⁵²	phy¹³me⁵²
2845	m u ¹³ + ȵ o.ʔ ⁵³	1490	None	WOMAN	Batang	m.ᴜ.¹³.◦.ȵ.o.ʔ.⁵³	None		m u ¹³ + ȵ o.ʔ ⁵³	mᴜ¹³ȵoʔ⁵³
2846	w ə + m.ȵ ə.t	1491	None	WOMAN	Alike	w.ə._.m.ȵ.ə.t	None	!	w ə + m.ȵ ə.t	wə mȵət
2847	ʔ a + j i + tɕʰ o	1492	None	WOMAN	Xiahe	ʔ.a._.j.i._.tɕh.o	None		ʔ a + j i + tɕʰ o	ʔa ji tɕho
2848	n.r a ʔ	1493	None	WOMAN	OldChinese	n.r.a.ʔ	None		n.r a ʔ	*nraʔ
116	a + p a	1249	489 914	FATHER	Gyalsumdo	apa	:a-prefix father	[x]	a + p a	apa
377	a + b a	1249	489 914	FATHER	Jirel	aba	:a-prefix father	[x]	a + b a	aba
633	a + b a	1249	489 914	FATHER	Kagate	aba	:a-prefix father	[x]	a + b a	aba
890	a + k e	64	489 915	FATHER	Lowa	ake	:a-prefix big-brother/ge	[x]	a + k e	ake
1142	j ɛ	277	916	FATHER	Nubri	jɛ	*father	[borrowed from Chinese]	j ɛ	jɛ
1393	a + p a	1249	489 914	FATHER	Sherpa	apa	:a-prefix father	[x]	a + p a	apa
1636	a + w a	1249	489 914	FATHER	Tsum	awa	:a-prefix father	[x]	a + w a	awa
1898	a + b a	1249	489 914	FATHER	Yolmo	aba	:a-prefix father	[x]	a + b a	aba
2233	a + pʰ a	1249	None	FATHER	OldTibetan	a.pʰ.a	None		a + pʰ a	apʰa
2234	- - - - a - ⁵⁵ + p a ⁵⁵	1249	None	FATHER	Lhasa	a.⁵⁵.◦.p.a.⁵⁵	None		a ⁵⁵ + p a ⁵⁵	a⁵⁵pa⁵⁵
2235	- - - p a - ⁵⁵ + p a ⁵⁵	1249	None	FATHER	Lhasa	p.a.⁵⁵.◦.p.a.⁵⁵	None		p a ⁵⁵ + p a ⁵⁵	pa⁵⁵pa⁵⁵
2236	- - - ʔ a - ⁵⁵ + pʰ a ⁵³	1249	None	FATHER	Batang	ʔ.a.⁵⁵.◦.ph.a.⁵³	None		ʔ a ⁵⁵ + pʰ a ⁵³	ʔa⁵⁵pha⁵³
2237	- - - pʰ a - ⁵⁵ + g ẽ ⁵⁵	1249	None	FATHER	Batang	ph.a.⁵⁵.◦.g.ẽ.∼.⁵⁵	None		pʰ a ⁵⁵ + g ẽ ⁵⁵	pha⁵⁵gẽ⁵⁵
