ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	GLOSSNEPALI	ORTHOGRAPHIC
43	Nubri_Namrung	SKY	1732	nam			sky	आकाश	४३
44	Nubri_Namrung	STAR	1430	kʌrma			star	तारा	४४
45	Nubri_Namrung	RAIN (RAINING)	1253	namgjap			rain	वर्षा	४५
46	Nubri_Namrung	WATER	948	tsū			water	पानी	४६
47	Nubri_Namrung	RIVER	666	tsāŋpo			river	नदी	४७
48	Nubri_Namrung	CLOUD	1489	múkpa			cloud	बादल	४८
49	Nubri_Namrung	LIGHTNING	1654	dúk			lightening	बिजुली चम्कनु	४९
50	Nubri_Namrung	RAINBOW	1733	dzjadzuk			rainbow	इन्द्रेणी	५०
51	Nubri_Namrung	WIND	960	l̥awa			wind	बतास	५१
52	Nubri_Namrung	STONE	857	do			stone	ढुङ्गा	५२
53	Nubri_Namrung	PATH	2252	lamgjak			path	बाटो	५३
54	Nubri_Namrung	SAND	671	bjã			sand	बालुवा	५४
55	Nubri_Namrung	FIRE	221	mɛ̀			fire	आगो	५५
56	Nubri_Namrung	SMOKE (INHALE)	1689	ɖopa			smoke	धुवाँ	५६
57	Nubri_Namrung	ASH	646	góktal			ash	खरानी	५७
58	Nubri_Namrung	MUD	640	tʰala			mud	माटो	५८
59	Nubri_Namrung	DUST	2	tʰala			dust	धुलो	५९
60	Nubri_Namrung	GOLD	1369	ser			gold	सुन	६०
61	Nubri_Namrung	TREE	906	doŋbo			tree	रूख	६१
62	Nubri_Namrung	LEAF	628	lema			leaf	पात	६२
63	Nubri_Namrung	ROOT	670	bʌda̤k			root	जरा	६३
64	Nubri_Namrung	THORN	124	tsʰerma			thorn	काँडो	६४
65	Nubri_Namrung	FLOWER	239	mendòk			flower	फूल	६५
66	Nubri_Namrung	FRUIT	1507	siŋdok			fruit	फलफूल	६६
69	Nubri_Namrung	WHEAT	1077	nɛ̃			wheat (husked)	गहुँ	६९
70	Nubri_Namrung	BARLEY	932	ɖo			barley	जौ	७०
71	Nubri_Namrung	RICE	926	ɖe			rice (husked)	चामल	७१
72	Nubri_Namrung	POTATO	593	hɛ̄			potato	आलु	७२
75	Nubri_Namrung	CHILI PEPPER	919	kʰortsen			chili	खुर्सानी	७५
77	Nubri_Namrung	GARLIC	2368	gókpa			garlic	लसुन	७७
78	Nubri_Namrung	ONION	2366	tsōŋ			onion	प्याज	७८
82	Nubri_Namrung	OIL (ORGANIC SUBSTANCE)	1484	nùm			oil	तेल	८२
83	Nubri_Namrung	SALT	1274	tsā			salt	नुन	८३
84	Nubri_Namrung	MEAT	634	ʃjà			meat	मासु	८४
85	Nubri_Namrung	FAT (OF MEAT AND FOOD)	2449	tsʰīlu			fat (of meat)	बोसो	८५
86	Nubri_Namrung	FISH	227	ɳa̤			fish	माछा	८६
87	Nubri_Namrung	CHICKEN	1318	dzipʈuk			chicken	चल्ला	८७
88	Nubri_Namrung	EGG	744	gʷa̤			egg	अण्डा	८८
89	Nubri_Namrung	COW	1007	bʌlaŋ			cow	गाई	८९
90	Nubri_Namrung	BUFFALO	934	mai			buffalo	भैँसी	९०
91	Nubri_Namrung	MILK	635	wá			milk	दुध	९१
92	Nubri_Namrung	HORN (ANATOMY)	1393	ɦarkjók			horns	सिङ	९२
93	Nubri_Namrung	TAIL	1220	nā			tail	पुच्छर	९३
94	Nubri_Namrung	GOAT	1502	ra̤			goat	बाख्रो	९४
95	Nubri_Namrung	DOG	2009	kì			dog	कुकुर	९५
96	Nubri_Namrung	SNAKE	730	ɖul			snake	सर्प	९६
97	Nubri_Namrung	MONKEY	1350	ʈegen			monkey	बाँदर	९७
99	Nubri_Namrung	ANT	587	ɖoŋbor			ant	कमिला	९९
100	Nubri_Namrung	SPIDER	843	babla			spider	माकुरो	१००
101	Nubri_Namrung	NAME	1405	miŋ			name	नाम	१०१
102	Nubri_Namrung	MAN	1554	mì			man	मान्छे	१०२
103	Nubri_Namrung	WOMAN	962	bʰõbèsa			woman	आइमाई	१०३
104	Nubri_Namrung	CHILD	2099	bèsa			child	बच्चा	१०४
105	Nubri_Namrung	FATHER	1217	aʷa			father	बाबा	१०५
106	Nubri_Namrung	MOTHER	1216	ã			mother	आमा	१०६
107	Nubri_Namrung	OLDER BROTHER	1759	atsjo			older brother	दाजु	१०७
108	Nubri_Namrung	YOUNGER BROTHER	1760	no̤			younger brother	भाइ	१०८
109	Nubri_Namrung	OLDER SISTER	1758	étsi			older sister	दिदी	१०९
110	Nubri_Namrung	YOUNGER SISTER	1761	no̤			younger sister	बहिनी	११०
111	Nubri_Namrung	SON	1620	bù			son	छोरो	१११
112	Nubri_Namrung	DAUGHTER	1357	bʰõ			daughter	छोरी	११२५
113	Nubri_Namrung	HUSBAND	1200	kʰéwa			husband	लोग्ने (श्रीमान)	११३
114	Nubri_Namrung	WIFE	1199	bʰīme			wife	स्वास्नी (श्रीमती)	११४
115	Nubri_Namrung	BOY	1366	kʰúktuŋ			boy	केटो	११५
116	Nubri_Namrung	GIRL	1646	bʰõ			girl	केटी	११६
117	Nubri_Namrung	DAY (NOT NIGHT)	1225	nimu			day	दिन	११७
118	Nubri_Namrung	NIGHT	1233	tsʰemo			night	रात	११८
119	Nubri_Namrung	MORNING	1339	ɖokoŋ			morning	विहान	११९
121	Nubri_Namrung	EVENING	1629	goŋmo			evening	साँझ	१२१
122	Nubri_Namrung	YESTERDAY	1174	daŋ			yesterday	हिजो	१२२
123	Nubri_Namrung	TODAY	1283	ɖiriŋ			today	आज	१२३
124	Nubri_Namrung	TOMORROW	1329	ŋáro			tomorrow	भोली	१२४
125	Nubri_Namrung	WEEK	1469	dundaktsik			week	हप्ता (साता)	१२५
126	Nubri_Namrung	MONTH	1370	da̤wa			month	महिना	१२६
127	Nubri_Namrung	YEAR	1226	lo			year	वर्ष	१२७
128	Nubri_Namrung	OLD	1229	niŋba			old	बूढो	१२८
129	Nubri_Namrung	NEW	1231	samba			new	नयाँ	१२९
130	Nubri_Namrung	GOOD	1035	gaú			good	राम्रो (असल)	१३०
131	Nubri_Namrung	BAD	1292	habẽ			bad	नराम्रो (खराब)	१३१
132	Nubri_Namrung	WET	1726	ɖʰaŋmo			wet	चिसो	१३२
133	Nubri_Namrung	DRY	1398	kambo			dry	सुख्खा	१३३
134	Nubri_Namrung	LONG	1203	rīŋbu			long	लामो	१३४
135	Nubri_Namrung	SHORT	1645	ʈēma			short	छोटो	१३५
136	Nubri_Namrung	HOT	1286	tsande			hot	तातो	१३६
137	Nubri_Namrung	COLD	1287	ɖʰaŋmo			cold	चिसो	१३७
138	Nubri_Namrung	RIGHT	1019	eba			right	दाहिने	१३८
139	Nubri_Namrung	LEFT	244	ema			left	देव्रे	१३९
140	Nubri_Namrung	NEAR	1942	damla			near	नजिक	१४०
141	Nubri_Namrung	FAR	1406	gjaŋriŋbu			far	टाढा	१४१
142	Nubri_Namrung	BIG	1202	tsʰumbo			big	ठूलो	१४२
143	Nubri_Namrung	SMALL	1246	tsēma			small	सानो	१४३
144	Nubri_Namrung	HEAVY	1210	tsjande			heavy	गह्रौँ	१४४
145	Nubri_Namrung	LIGHT (WEIGHT)	1052	jaŋmo			light	हलुका	१४५
146	Nubri_Namrung	ABOVE	1741	barnaŋ			above	माथि	१४६
147	Nubri_Namrung	DOWN OR BELOW	2094	wak			below	तल	१४७
148	Nubri_Namrung	WHITE	1335	karpo			white	सेतो	१४८
149	Nubri_Namrung	BLACK	163	nakpo			black	कालो	१४९
150	Nubri_Namrung	RED	156	marpo			red	रातो	१५०
151	Nubri_Namrung	ONE	1493	tsik			one	एक	१५१
152	Nubri_Namrung	TWO	1498	ni̤			two	दुई	१५२
153	Nubri_Namrung	THREE	492	sum			three	तीन	१५३
154	Nubri_Namrung	FOUR	1500	ʃi			four	चार	१५४
155	Nubri_Namrung	FIVE	493	ŋá			five	पाँच	१५५
156	Nubri_Namrung	SIX	1703	duk			six	छ	१५६
157	Nubri_Namrung	SEVEN	1704	dun			seven	सात	१५७
158	Nubri_Namrung	EIGHT	1705	ke			eight	आठ	१५८
159	Nubri_Namrung	NINE	1483	gù			nine	नौ	१५९
160	Nubri_Namrung	TEN	1515	tsū			ten	दश	१६०
161	Nubri_Namrung	ELEVEN	1706	tsūktsik			eleven	एघार	१६१
162	Nubri_Namrung	TWELVE	1707	tsūni̤			twelve	बाह्र	१६२
163	Nubri_Namrung	TWENTY	1710	niʃu			twenty	बीस	१६३
164	Nubri_Namrung	HUNDRED	1634	gja̤			one hundred	एक सय	१६४
165	Nubri_Namrung	WHO	1235	su			who	को	१६५
166	Nubri_Namrung	WHAT	1236	tsī			what	के	१६६
167	Nubri_Namrung	WHERE	1237	gana			where	कहाँ	१६७
168	Nubri_Namrung	WHEN	1238	nam			when	कहिले	१६८
169	Nubri_Namrung	HOW MANY	822	gatsè			how many	कति	१६९
170	Nubri_Namrung	WHICH	727	gandi			which	कुन	१७०
171	Nubri_Namrung	THIS	1214	udi̤			this	यो	१७१
172	Nubri_Namrung	THAT	78	haudi̤			that	त्यो	१७२
173	Nubri_Namrung			kʰuŋja			these	यिनीहरू	१७३
174	Nubri_Namrung			kʰuŋja			those	उनीहरू	१७४
175	Nubri_Namrung	SAME	200	tsjamda			same	उही	१७५
177	Nubri_Namrung	WHOLE	2277	giri			whole	सबै	१७७
178	Nubri_Namrung	BROKEN	588	tsʰjakpo			broken	फुटेको	१७८
179	Nubri_Namrung	FEW	1242	dzʌdza			few	थोरै	१७९
180	Nubri_Namrung	MANY	1198	áŋsaŋ			many	धेरै	१८०
181	Nubri_Namrung	ALL	98	giri			all	सबै	१८१
182	Nubri_Namrung	EAT	1336	sɛ̄			to eat	खानु	१८२
183	Nubri_Namrung	BITE	1403	argjap			to bite	टोक्नु	१८३
184	Nubri_Namrung	BE HUNGRY	1533	ɖʰubaʈo			to be hungry	भोकाउनु	१८४
185	Nubri_Namrung	DRINK	1401	tʰuŋ			to drink	पिउनु	१८५
186	Nubri_Namrung	THIRSTY	847	kʰakom			to be thirsty	तिर्खाउनु	१८६
187	Nubri_Namrung	SLEEP	1585	ŋjal			to sleep	सुत्‍नु	१८७
188	Nubri_Namrung	LIE (REST)	1411	babgjal			to lie	पल्टनु	१८८
189	Nubri_Namrung	SIT	1416	dɛ̀			to  sit	बस्नु	१८९
190	Nubri_Namrung	GIVE	1447	tɛ̀			to  give	दिनु	१९०
191	Nubri_Namrung	BURN	2102	mesa			to  burn	डढाउनु	१९१
192	Nubri_Namrung	DIE	1494	sī			to die	मर्नु	१९२
193	Nubri_Namrung	KILL	1417	sɛ̀			to  kill	मार्नु	१९३
194	Nubri_Namrung	FLY (MOVE THROUGH AIR)	1441	laŋ			to fly	उड्नु	१९४
195	Nubri_Namrung	WALK	1443	ɖò			to walk	हिँड्नु	१९५
196	Nubri_Namrung	RUN	1519	giju			to run	दौडनु	१९६
197	Nubri_Namrung	GO	695	ɖò			to go /	जानु	१९७
198	Nubri_Namrung	COME	1446	sjòk			to come	आउनु	१९८
199	Nubri_Namrung	SPEAK	1623	lap			to speak/ speak	बोल्नु	१९९
200	Nubri_Namrung	LISTEN	1608	ŋjen			to  hear/listen	सुत्‍नु	२००
201	Nubri_Namrung	LOOK	1819	tɛ̄			to look	हेर्नु	२०१
202	Nubri_Namrung	I	1209	ŋa̤			I	म	२०२
203	Nubri_Namrung	THOU	1215	kʰjaŋ			you (informal)	तँ	२०३
204	Nubri_Namrung	YOU (FORMAL ADDRESS)	2844	kʰeraŋ			you (formal)	तपाई	२०४
205	Nubri_Namrung	HE	1211	kʰò			he	ऊ	२०५
206	Nubri_Namrung	SHE	1834	kʰò			she	उनी	२०६
207	Nubri_Namrung	WE (INCLUSIVE)	1131	ŋáraŋgiri			we (inclusive)	हामी (समावेशी)	२०७
208	Nubri_Namrung	WE (EXCLUSIVE)	1130	ŋaraŋŋi			we (exclusive)	हामी (असमावेशी)	२०८
209	Nubri_Namrung	YOU	1213	kʰjuŋgja			you (plural)	तिमीहरू	२०९
210	Nubri_Namrung	THEY	817	kʰuŋja			they	उनीहरू	२१०
