ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	pos
1863	Nubri			saŋbo			gentleman	n.
1864	Nubri			saŋsiŋ			disorder	n.
1865	Nubri	PLACE (POSITION)	723	satsa			place	n.
1866	Nubri	FEED	739	satsuk			to feed	v.
1867	Nubri	PLACE (POSITION)	723	satʃa			place	n.
1868	Nubri			saɲil			landslide	n.
1869	Nubri			sataktawatshe			an imaginary animal	n.
1870	Nubri			sataktowpotʃhe			king of land	n.
1871	Nubri	SMALL	1246	sataksatuk			little	adj.
1872	Nubri			satuk bu			insect found in nettle	n.
1873	Nubri			sanum			kerosene	n.
1874	Nubri	FOOD	256	saptuŋ			food	n.
1875	Nubri			sabu			a kind of insect	n.
1876	Nubri	REMEMBER	707	sam			to remember	v.
1877	Nubri			sam			to consider;  to think	v.
1878	Nubri	BRIDGE	1011	sampa			bridge	n.
1879	Nubri			samba			bridge, traditional bridge with flat wooden log	n.
1880	Nubri	THINK	2271	samlo taŋ			to think	v.
1881	Nubri	EARTHQUAKE	6	sajom			earthquake	n.
1882	Nubri			sarkjaŋ			very new	adj.
1883	Nubri	NEW	1231	sarpa			new	adj.
1884	Nubri	LAME	320	sale			lame	adj.
1885	Nubri	CLEAR	989	salpo			clear	adj.
1886	Nubri			sà			to torn	v.
1887	Nubri	SPEAK	1623	se			to speak	v.
1888	Nubri	KNOW (SOMETHING)	1410	se			to know	v.
1889	Nubri	KILL	1417	se			to kill	v.
1890	Nubri			se ge			to split the land	v.
1891	Nubri	STRONG	785	se tshumbo			strong	adj.
1892	Nubri			seʈa			college of lama	n.
1893	Nubri			seʈa			a level of lama's training and education	n.
1894	Nubri	MANY	1198	setak			many	adj.
1895	Nubri			setaŋ			aged couple	n.
1896	Nubri			sethal			plate (Hon.)	n.
1897	Nubri			sen			lest	conj.
1898	Nubri			sen			lest	conj.
1899	Nubri	GREEDY	2018	senʈe			greedy	adj.
1900	Nubri			senʈepa			miser	adj.
1901	Nubri	SOUL	811	sem			soul	n.
1902	Nubri	ANXIETY	1000	sema			anxiety	n.
1903	Nubri	OTHER	197	semen			other	pron.
1904	Nubri			semuk			momo (Hon.)	n.
1905	Nubri	ANIMAL	619	semtsen			animal	n.
1906	Nubri			semtso			opinion	n.
1907	Nubri	ANXIETY	1000	semʈhel			anxiety	n.
1908	Nubri	YOUNG	1207	sempo			young	adj.
1909	Nubri	THOUGHT	2975	semlo			thought	n.
1910	Nubri			sejun			knowledge	n.
1911	Nubri			ser thiŋ thiŋ			very yellow	adj.
1912	Nubri			sera			hailstone	n.
1913	Nubri			seraŋ			Serang (Serang gompa)	n.
1914	Nubri			seraŋ			serang gompa	adj.
1915	Nubri	DITCH	2002	serka			ditch	n.
1916	Nubri			sertop			apex; pinacle of temple	n.
1917	Nubri	YELLOW	1424	serpo			yellow	adj.
1918	Nubri	NAIL (TOOL)	502	sermo			nail	n.
1919	Nubri			selak			food (Hon.)	n.
1920	Nubri			sé			to comb	v.
1921	Nubri			sè			third day (third day in future)	n.
1922	Nubri			sèn			otherwise	conj.
1923	Nubri			sèn			traditional porridge	n.
1924	Nubri			si			to look (Hon.)	v.
1925	Nubri			sitsin			Sichin (name of gompa)	n.
1926	Nubri			sinum			three days back	adv.
1927	Nubri			sipsip			in small grains	adj.
1928	Nubri			sim			to sleep (Hon.)	v.
1929	Nubri			sim			sleep (Hon.)	n.
1930	Nubri	TASTY	1813	simbo			delicious	adj.
1931	Nubri	TIGER	846	sìk			tiger	n.
1932	Nubri			so			to prepare	v.
1933	Nubri			so			So village	n.
1934	Nubri			sokpa			wings; feather	n.
1935	Nubri			sokpa			nostrill	n.
1936	Nubri	GO	695	soŋ			to go	v.
1937	Nubri	GO	695	soŋ			went	v.
1938	Nubri			sode			luck	n.
1939	Nubri			sode tʃhembo			lucky	adj.
1940	Nubri			sode medi			unfortunate	adj.
1941	Nubri			soldʒa			tea (Hon)	n.
1942	Nubri			solʈum			meat (Hon.)	n.
1943	Nubri			solɖe			rice (Hon.)	n.
1944	Nubri			solɖʏn			food (Hon.)	n.
1945	Nubri			soltur			spoon (Hon.)	n.
1946	Nubri	MEDICINE	1372	solmen			medicine	n.
1947	Nubri			sowa			prayer	n.
1948	Nubri	SICKLE	341	sòra			sickle	n.
1949	Nubri			su			around	adv.
1950	Nubri	WHO	1235	su			who	pron.
1951	Nubri			suk			to sit (Hon.)	v.
1952	Nubri			suku			leaf of books	n.
1953	Nubri			suktshe			majority	adj.
1954	Nubri			sukpo			body (Tib.)	n.
1955	Nubri			suksøla 			finally [Lho, cf. tiŋsø]	adv.
1956	Nubri			suŋ			to speak (Hon.)	v.
1957	Nubri			suŋ			to say (Hon.)	v.
1958	Nubri	TELL	1711	suŋ			to tell	v.
1959	Nubri			suŋke			speech (Hon.)	n.
1960	Nubri	BODY	1480	supu			body	n.
1961	Nubri	PREGNANT	1123	supu mathaŋ			pregnant	adj.
1962	Nubri	THREE	492	sum			three	num.
1963	Nubri			sum			to weep (Hon.)	v.
1964	Nubri			sum			churning pot	n.
1965	Nubri	HOLD	1448	sum			to hold	v.
1966	Nubri	THIRTY	1715	sumdʒu			thirty	num.
1967	Nubri	THIRD	1859	sumpa			third	num.
1968	Nubri	EDGE	863	sur			edge	n.
1969	Nubri	ALWAYS	1676	surkju			always	adv.
1970	Nubri			sula			around	adv.
1971	Nubri	BODY	1480	sù			body	n.
1972	Nubri	HIT	1433	sʏ			to hit	v.
1973	Nubri			sʏ			to dissolve (such as ghee, ice etc.)	v.
1974	Nubri			sʏtsuk			melt (tran.)	v.
1975	Nubri			sá			area; region	adj.
1976	Nubri			scarves			ceremonial scarves	n.
1977	Nubri	HAIR	1040	ʂa			hair	n.
1978	Nubri			ʂi			little more	adj.
1979	Nubri			ʂimbu			roundworm	n.
1980	Nubri			ʂu			uncle's wife	n.
1981	Nubri			ʃa			to tear (intr.)	v.
1982	Nubri	MEAT	634	ʃa			meat	n.
1983	Nubri	APPLE	1320	ʃau			apple	n.
1984	Nubri			ʃau			cap (traditional)	n.
1985	Nubri	KEEP	1477	ʃak			keep	v.
1986	Nubri	SPLIT	1437	ʃak			to split	v.
1987	Nubri	DAY (NOT NIGHT)	1225	ʃakpa			day	n.
1988	Nubri	HOW MUCH	531	ʃakpa			how much	adj.
1989	Nubri			ʃakpa			meat curry	n.
1990	Nubri	DAY (NOT NIGHT)	1225	ʃakma			day	n.
1991	Nubri			ʃaŋ			to build (Hon.)	v.
1992	Nubri			ʃaŋlu			song sung when one stands	n.
1993	Nubri			ʃap			leg (Hon.)	n.
1994	Nubri			ʃapten			worship (and other things)	n.
1995	Nubri			ʃam 			later [Lho, cf. tiŋla]	adv.
1996	Nubri	OTHER	197	ʃamen			other	pron.
1997	Nubri	HAT	771	ʃamu			hat	n.
1998	Nubri	LATE	477	ʃamla			later	adv.
1999	Nubri	EAST	1877	ʃar			east	adj.
2000	Nubri			ʃar			to shave; to trim lama's hair	v.
2001	Nubri			ʃara			male (man)	n.
2002	Nubri	DANCE	1879	ʃarpu			to dance	v.
2003	Nubri			ʃarpu lu			song sung when people sing standing	n.
2004	Nubri			ʃal			to wash away	v.
2005	Nubri	WALL (OF HOUSE)	933	ʃala			wall	n.
2006	Nubri			ʃala			Shyala (PN)	n.
2007	Nubri			ʃala kjap			to smear	v.
2008	Nubri			ʃaldep			donation	n.
2009	Nubri	SPLIT	1437	ʃà			to split	v.
2010	Nubri	KEEP	1477	ʃàk			to keep	v.
2011	Nubri	BLIND	1653	ʃàra			blind	adj.
2012	Nubri			ʃàltep			donation	n.
2013	Nubri	SOMEONE	2422	ʃenda			others	adj.
2014	Nubri	OTHER	197	ʃemen			other	adj.
2015	Nubri	GLASS	604	ʃel			glass	n.
2016	Nubri	FOUR	1500	ʃi			four	num.
2017	Nubri	DIE	1494	ʃi			to die	v.
2018	Nubri	FALL	1280	ʃi			to fall down	v.
2019	Nubri	LOOK	1819	ʃi			to look	v.
2020	Nubri			ʃik			to look (Hon.)	v.
2021	Nubri	LOUSE	1392	ʃik			louse	n.
2022	Nubri	FALL	1280	ʃik			to fall down	v.
2023	Nubri	FIELD	212	ʃiŋ			field	n.
2024	Nubri	FIREWOOD	10	ʃiŋ			firewood	n.
2025	Nubri	FINISH	1766	ʃiŋ			to finish	v.
2026	Nubri			ʃiŋŋal			burning piece of wood	n.
2027	Nubri	FARMER	979	ʃiŋpa			farmer	n.
2028	Nubri	TERMITE	883	ʃiŋbu			termite	n.
2029	Nubri			ʃidur			fear after one's death	n.
2030	Nubri			ʃipa			fourth	num.
2031	Nubri	FORTY	1716	ʃiptʃu			forty	num.
2032	Nubri	TASTY	1813	ʃimpo			tasty	adj.
2033	Nubri			ʃo			Sho (place name in Lho)	n.
2034	Nubri			ʃoŋ			to accomodate; to have enough place	v.
2035	Nubri	MUSHROOM	641	ʃoŋ			mushroom 	n.
2036	Nubri			ʃop			to be imprisoned	v.
2037	Nubri			ʃor			to be free; to be released	v.
2038	Nubri	LIKE	1117	ʃor			to like	v.
2039	Nubri	ENTER	749	ʃu			to enter	v.
2040	Nubri			ʃu			to sit (Hon.)	v.
2041	Nubri	ARROW	977	ʃu			arrow	n.
2042	Nubri	HIT	1433	ʃui			to hit	v.
2043	Nubri			ʃuk			force	n.
2044	Nubri	PLASTIC	654	ʃuku			plastic	n.
2045	Nubri	PLASTIC	654	ʃuku			plastic	n.
2046	Nubri	GOVERNMENT	815	ʃuŋ			government	n.
2047	Nubri	TOWARDS	2754	ʃuŋ			towards	adv.
2048	Nubri			ʃuŋ			book (of Buddhism)	n.
2049	Nubri			ʃʏ			to extend hand to receive something	n.
2050	Nubri	BUILD	1840	ʃø			to build	v.
2051	Nubri	KNOW (SOMETHING)	1410	ha go			to know	v.
2052	Nubri			hae			bad [Lho, cf. hawe]	adj.
2053	Nubri			hau			up there	adv.
2054	Nubri	THERE	1937	hauda			there	adv.
2055	Nubri	THERE	1937	hauda			there	adv.
2056	Nubri			haudala			further there	adv.
2057	Nubri	THERE	1937	haudala			there	adv.
2058	Nubri			haŋga			precipice; edge	n.
2059	Nubri			hape			bad; ugly	adj.
2060	Nubri	BAD	1292	hapera			bad	adj.
2061	Nubri			ham			shoes (Hon.)	n.
2062	Nubri			hajaŋ			almunium	n.
2063	Nubri	OUR	780	haroŋ			our	adj.
2064	Nubri			harkjok			horn [Lho, cf. arkjok]	n.
2065	Nubri			hartsho			further away that side	adv.
2066	Nubri			hala			thither; that side	adv.
2067	Nubri			halam			that much	adj.
2068	Nubri			hale			that side	adv.
2069	Nubri			hale			extremely; very	adv.
2070	Nubri	VERY	1311	hali			very	adv.
2071	Nubri			halo			that side	adv.
2072	Nubri			hawe			bad [Sama, cf. hae]	adj.
2073	Nubri			hẽ			exclamation	excl.
2074	Nubri			hemu			Kathmandu	n.
2075	Nubri			hembu			Kathmandu	n.
2076	Nubri			hé			potato [Lho, cf. do]	n.
2077	Nubri			héphép			mischivious	adj.
2078	Nubri			hitsé			belief	n.
2079	Nubri			hin			copula verb	v.
2080	Nubri			hin			copular verb	v.
2081	Nubri			hinaŋ gompa			Hinang gompa	v.
2082	Nubri			hip			to hide (intr.; tran.)	v.
2083	Nubri	YES	1268	hõ			yes	excl.
2084	Nubri	THAT	78	ho			that	pron.
2085	Nubri			hoi			towards there	adv.
2086	Nubri	THAT	78	hou			that	pron.
2087	Nubri			hou			of there	adv.
2088	Nubri			hogaŋ			that time	adv.
2089	Nubri	COME	1446	hoŋ			to come	v.
2090	Nubri			hoŋsaŋpu			Hongsangpu gompa (PN)	n.
2091	Nubri			hoŋsaŋphu			Hongsangphu (name of gompa)	n.
2092	Nubri			hoŋsaŋbu			Hongsangbu (name of a man)	n.
2093	Nubri			hotsø			that much	adj.
2094	Nubri			hoʈel			hotel (Eng.)	n.
2095	Nubri	THERE	1937	hota			there	adv.
2096	Nubri			hotok			really	adv.
2097	Nubri	THERE	1937	hoda			there	adv.
2098	Nubri	THERE	1937	hodala			there	adv.
2099	Nubri			hodiko			that one	pron.
2100	Nubri	THEY	817	hodigja			they	pron.
2101	Nubri			hone			like this	adj.
2102	Nubri			honɖe			like this	adj.
2103	Nubri	SUDDENLY	2920	hop			suddenly	adv.
2104	Nubri			hopame			Hopak God (Namo Buddha)	n.
2105	Nubri	SUDDENLY	2920	hoptak			suddenly	adv.
2106	Nubri	SUDDENLY	2920	hoptak medi			suddenly	adv.
2107	Nubri	SUDDENLY	2920	hoptatale			suddenly	adv.
2108	Nubri	DEAF	996	hompa			deaf	adj.
2109	Nubri			horaŋ			we [Prok, cf. horoŋ]	pron.
2110	Nubri			hortse			thank you	n.
2111	Nubri			hortshe			thank you	excl.
2112	Nubri			hordzuŋ			thank you	excl.
2113	Nubri	THERE	1937	hola			there	adv.
2114	Nubri			hosarbuʈi			Hosar Buti (name of a woman)	n.
2115	Nubri			hui			from that side	adv.
2116	Nubri			hutsho			over there	adv.
2117	Nubri			hutshuda			like this	adv.
2118	Nubri	THAT	78	hudi			that	pron.
2119	Nubri	FACE	1560	hunuŋ			face	n.
2120	Nubri			huʃaŋ			Husyang (PN)	n.
2121	Nubri	ABOVE	1741	hʏ			above	adv.
2122	Nubri			hʏhja			towards above	adv.
2123	Nubri	ALL	98	hødzo			all	adj.
2124	Nubri	DEAF	996	høntʃaŋ			deaf	adj.
2125	Nubri			hjã			okay	excl.
2126	Nubri	TOWARDS	2754	hja			towards	adv.
2127	Nubri	ABOVE	1741	hja			above	adv.
2128	Nubri			hjakpo			good [Tib. cf. ghoŋ]	adj.
2129	Nubri	AGAIN	204	hjaŋ			again	adv.
2130	Nubri			hjaŋ			also	part.
2131	Nubri	AGAIN	204	hjaŋ phalem			again	adv.
2132	Nubri	HOW MUCH	531	hjaŋdi			much	adv.
2133	Nubri			hjaŋba			careless	adj.
2134	Nubri	LIGHT (WEIGHT)	1052	hjaŋbo			light (weight)	adj.
2135	Nubri	LIGHT (WEIGHT)	1052	hjaŋmu			light (weight)	adj.
2136	Nubri	BRANCH	1531	hjaŋlak			branch	n.
2137	Nubri			hjaŋse			incarnation	n.
2138	Nubri			hjap			father (Hon)	n.
2139	Nubri			hjama			something unpleasant	n.
2140	Nubri			hjama			sinus; a bad nose	n.
2141	Nubri			hjamu			Kathmandu	n.
2142	Nubri			hjarke soŋ			to be developed	v.
2143	Nubri	LOSE	1660	hjal			to lose	v.
2144	Nubri	ABOVE	1741	hjala			above	adv.
2145	Nubri			hjalak			upward slope, ascent	n.
2146	Nubri			hjalka			branch (tree)	n.
2147	Nubri			hjo			copular verb	v.
2148	Nubri	ARMPIT	1886	hjoktsuk			armpit	n.
2149	Nubri			hjoktsuk wapu			hair of armpit	n.
2150	Nubri	ALL	98	hjotshe			all	adj.
2151	Nubri	ALL	98	hjodzø			all	adj.
2152	Nubri			hjop			iron thing in which the leg can be rested while riding horse	n.
2153	Nubri	RICE	926	hjopa			rice	n.
2154	Nubri	SOME	1241	hjolu			some	adj.
2155	Nubri			hjolmo			Yohlmo	n.
2156	Nubri			hjolsula			after that time	adv.
2157	Nubri			hjuta			that side	adv.
2158	Nubri	TIME	892	hjun			time	n.
2159	Nubri	ABOVE	1741	hjuru			above	adv.
2160	Nubri			hjurtsok			to doze	v.
2161	Nubri			hjurma			weed	n.
2162	Nubri	VILLAGE	930	hjul			village	n.
2163	Nubri	ABOVE	1741	hjula			above	adv.
2164	Nubri			hjulu			some [Sama, cf.  riŋga]	adj.
2165	Nubri			hjulmi			villager	n.
2166	Nubri	DOWN OR BELOW	2094	hwa			below	adv.
2167	Nubri			hwakaŋ			down floor	n.
2168	Nubri			hwakdila			lower side	adv.
2169	Nubri	DOWN OR BELOW	2094	hwakla			below	adv.
2170	Nubri	DOWN OR BELOW	2094	hwala			below	adv.
