ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	pos	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
1510	Nubi			bhi			Bhi village [PN]	n.		???	
1511	Nubi	DAUGHTER	1357	bhõ			daughter	n.	1357	DAUGHTER	2
1512	Nubi			bhõ amtso			mushroom like a girl's ear	n.		???	
1513	Nubi			bhortom			total	adj.	2277	WHOLE	4
1514	Nubi			bholen			loan	n.		???	
1515	Nubi	PIMPLE	1809	bhuru			pimple	n.	1809	PIMPLE	2
1516	Nubi			bhulen			loan	n.		???	
1517	Nubi			bhuʃu			hollow bamboo piece used to light fire	n.		???	
1518	Nubi			bhʏ			to light fire	v.		???	
1519	Nubi			bhø			Tibet	n.		???	
1520	Nubi			bhøtho			Tibetan calender	n.		???	
1521	Nubi			bhøpa			Tibetan	n.		???	
1522	Nubi			ma			particle (is it?)	part.	2279	NO OR NOT	4
1524	Nubi			makpa			son in law	n.		???	
1525	Nubi			makpa			son in  law	n.		???	
1526	Nubi			magen			elderly woman	n.		???	
1527	Nubi			magen			aged woman	n.		???	
1528	Nubi			maŋtshe			majority	adj.		???	
1529	Nubi	HOW MUCH	531	maŋpo			much	adj.	531	HOW MUCH	2
1530	Nubi			maŋlø			how much [Nubri, cf. maŋlø]	adj.	531	HOW MUCH	4
1531	Nubi			matshap			substitute mother	n.		???	
1532	Nubi			maʈik			not matching; not agreeing	adj.		???	
1533	Nubi	ONLY	1580	mato			only	adv.	1580	ONLY	2
1534	Nubi	ONLY	1580	matok			only	adv.	1580	ONLY	2
1535	Nubi			mane			prayer wheel	n.		???	
1536	Nubi			mane			hymn (mani)	n.		???	
1537	Nubi			mane			Mane worship	n.		???	
1538	Nubi	SCAR	497	mandʒe			scar	n.	497	SCAR	2
1539	Nubi			manɖal			a kind of worship done at home	n.		???	
1540	Nubi			ma:r			ghee	n.		???	
1542	Nubi	NEVER	1656	maraŋ			never	adv.	1656	NEVER	2
1543	Nubi	ALL	98	maraŋne			all	adj.	98	ALL	2
1544	Nubi			maru			towards below	adv.		???	
1545	Nubi	RED	156	marpo			red	adj.	156	RED	2
1547	Nubi	CHIN	1510	male			chin	n.	1510	CHIN	2
1548	Nubi	IF	1459	masi			if	conj.	1459	IF	2
1550	Nubi	GRANDFATHER	1383	me			grandfather	n.	1383	GRANDFATHER	2
1552	Nubi			me-			negative marker	gram.		???	
1553	Nubi	BURN	2102	me taŋ			to burn	v.	2102	BURN	1
1554	Nubi	POOR	1674	meken			poor	adj.	1674	POOR	2
1555	Nubi	SPOIL (SOMEBODY OR SOMETHING)	92	meŋen			to spoil	v.	92	SPOIL (SOMEBODY OR SOMETHING)	1
1556	Nubi	MEDICINE	1372	men			medicine	n.	1372	MEDICINE	2
1557	Nubi			menda			family members	n.		???	
1558	Nubi	GUN	1566	menda			gun	n.	1566	GUN	2
1559	Nubi	BRIGHT	679	menda karpo			bright	adj.	679	BRIGHT	2
1560	Nubi	FLOWER	239	mendo			flower	n.	239	FLOWER	2
1561	Nubi	FAMILY	194	meme			family	n.	194	FAMILY	2
1562	Nubi	WORK (LABOUR)	984	melak			labour	n.	984	WORK (LABOUR)	2
1563	Nubi			melak			labour exchange	n.		???	
1564	Nubi	MAN	1554	mi			man	n.	1554	MAN	2
1565	Nubi	NOT	1240	mi-			negative	gram.	1240	NOT	2
1566	Nubi	EYE	1248	mik			eye	n.	1248	EYE	2
1568	Nubi	MAGIC	392	mikʈhul			magic	n.	392	MAGIC	4
1569	Nubi	EYEBROW	1173	mikpu			eyebrow	n.	1173	EYEBROW	2
1570	Nubi			mikʃel			eyeglass	n.		???	
1571	Nubi			mikhjok			slant (eye)	adj.		???	
1572	Nubi	SWALLOW	897	mig			to swallow	v.	897	SWALLOW	1
1575	Nubi	LIFE	210	mitshe			life	n.	210	LIFE	2
1576	Nubi			midzaŋ			people who dwell under the same roof	n.		???	
1577	Nubi			mindu			negative copula	v.		???	
1578	Nubi			minduk			negative copular verb	v.		???	
1580	Nubi	SHE	1834	mo			she	pron.	1834	SHE	2
1581	Nubi	CURSE	8	mo tap			to curse	v.	8	CURSE	1
1582	Nubi			motso tshumbu			looking handsome (female)	adj.		???	
1583	Nubi	MOTOR	110	moʈor			motor	n.	110	MOTOR	4
1584	Nubi			momo			dumpling (momo)	n.		???	
1585	Nubi			moral			place for father to live (in the house)	n.		???	
1588	Nubi	PUBIC HAIR	36	muktsi			pubic hair	n.	36	PUBIC HAIR	2
1589	Nubi	CLOUD	1489	mukpa			cloud	n.	1489	CLOUD	2
1590	Nubi	DARK	706	mukpo			dark	adj.	706	DARK	2
1592	Nubi			mur			to massage	v.	3119	MASSAGE (SOMEBODY)	3
1594	Nubi	MOLE	1907	mja			mole	n.	1907	MOLE	4
1595	Nubi	WOUND	1109	má			wound	n.	1109	WOUND	2
1596	Nubi			mé			be.NEG	v.		???	
1597	Nubi	FIRE	221	mé			fire	n.	221	FIRE	2
1598	Nubi	GRANDFATHER	1383	mè			grandfather	n.	1383	GRANDFATHER	2
1599	Nubi			ja			also	part.		???	
1600	Nubi	AGAIN	204	jaŋ			again	adv.	204	AGAIN	2
1601	Nubi			japsa			porch [Lho, cf. japsi]	n.		???	
1602	Nubi			japsi			porch [Sama, cf. Japsa]	n.		???	
1603	Nubi			jar			to use (borrowed things)	v.	2072	USE (VERB)	3
1604	Nubi	BORROW	1823	jar			to borrow	v.	1823	BORROW	1
1605	Nubi	SUMMER	1342	jarka			summer	n.	1342	SUMMER	2
1606	Nubi	GOOD	1035	jàkpo			good	adj.	1035	GOOD	2
1607	Nubi			jolok			yard [Lho, cf. ghorom]	n.	736	YARD	4
1608	Nubi	SHAKE	1909	juk			to shake	v.	1909	SHAKE	1
1609	Nubi	LEAVE	1752	juk			to leave	v.	1752	LEAVE	1
1610	Nubi	THROW	1456	juk			to throw	v.	1456	THROW	1
1611	Nubi			jøsoŋ			Josong (place name in Lho)	n.		???	
1612	Nubi			rã			place where animals are tied	n.		???	
1613	Nubi	SOME	1241	ra			some	adj.	1241	SOME	2
1614	Nubi			ra			particle (emphasis)	part.	2279	NO OR NOT	4
1615	Nubi	GOAT	1502	ra			goat	n.	1502	GOAT	2
1616	Nubi			ra			the bottom floor of house	n.		???	
1617	Nubi			ra			animal shed (on the bottom floor)	n.		???	
1618	Nubi			-ra			plural marker	gram.		???	
1619	Nubi			ra khokhok			curly hair	n.		???	
1620	Nubi	GET	694	rak			to get	v.	694	GET	1
1621	Nubi			rak			a kind of bird (patriage)	n.		???	
1623	Nubi	SELF	1993	raŋ			self	pron.	1993	SELF	2
1624	Nubi	OWN	684	raŋ			own	adj.	684	OWN	2
1625	Nubi			raŋaroŋe			road with ditches	n.		???	
1626	Nubi			raŋkaruŋke			unsystematic	adj.		???	
1627	Nubi			raŋdø			selfish	adj.		???	
1628	Nubi			raŋsa			very place	n.		???	
1629	Nubi			raŋsa			same as before	adv.		???	
1630	Nubi			raná			Dyang village [PN]	n.		???	
1631	Nubi			rap			thread strap worn aroun horse's mouth (to make it easy to ride it)	n.		???	
1632	Nubi			rapne			inauguration	n.		???	
1634	Nubi			re			copula verb	v.		???	
1635	Nubi	CLOTHES	1895	re			clothes	n.	1895	CLOTHES	2
1636	Nubi			reka			out of home; forest	adv.	420	FOREST	4
1637	Nubi	HILL	614	reka			hill	n.	614	HILL	2
1638	Nubi	FOREST	420	reka			forest	n.	420	FOREST	2
1639	Nubi	CAT	1208	reka simtsen			wild	adj.	1208	CAT	2
1640	Nubi			reŋka			some [Lho, cf. hjulu]	adj.	1241	SOME	4
1641	Nubi	LAZY	1564	repa			lazy	n.	1564	LAZY	2
1642	Nubi	ALONE	1964	remi			alone	adv.	1964	ALONE	2
1643	Nubi			rere			one at a time	num.		???	
1644	Nubi			rel			cord for tethering beasts	n.		???	
1645	Nubi	SOME	1241	reli			some	adj.	1241	SOME	2
1646	Nubi			reli			cord for tethering beasts	n.		???	
1647	Nubi			rewa 			staircase (Sama, cf. ʈewa)	n.		???	
1648	Nubi	ASK (REQUEST)	1828	rewa sui			request	n.	1828	ASK (REQUEST)	2
1649	Nubi			riu			young goat	n.		???	
1650	Nubi	MIND	1562	rikpa			mind	n.	1562	MIND	2
1651	Nubi			riksuŋ			tradition	n.		???	
1652	Nubi	SOME	1241	riŋke			some	pron.	1241	SOME	2
1653	Nubi			riŋga			some [Lho, cf. hjulu]	adj.	1241	SOME	4
1654	Nubi	LONG	1203	riŋbo			long	adj.	1203	LONG	2
1655	Nubi	LONG	1203	riŋbu			long	adj.	1203	LONG	2
1656	Nubi	SNEEZE	1621	ripa			to sneeze	v.	1621	SNEEZE	1
1657	Nubi			ripum			Ripum (gompa)	n.		???	
1658	Nubi	RABBIT	1136	ribuŋ			rabbit	n.	1136	RABBIT	2
1659	Nubi			ribuŋ gompa			Ribung gompa [PN]	n.		???	
1661	Nubi	PICTURE	2401	rimu			picture	n.	2401	PICTURE	2
1662	Nubi			rimburtshe			Rimborche	n.		???	
1663	Nubi	FRIEND	1325	ro			friend	n.	1325	FRIEND	2
1664	Nubi	ALONE	1964	roeme			alone	adj.	1964	ALONE	2
1665	Nubi			rokpa			friend (Tib.)	n.	1325	FRIEND	4
1666	Nubi	FRIEND	1325	rokpa			friend	n.	1325	FRIEND	2
1667	Nubi	HELP	1897	rokram			help	n.	1897	HELP	2
1668	Nubi			roŋ			low land	n.		???	
1669	Nubi			roŋ			low land (from Nubri)	n.		???	
1670	Nubi			roŋba			man.from.Kathmandu	n.		???	
1671	Nubi			roŋba			man from low land	n.		???	
1672	Nubi	ALONE	1964	rome			alone	adj.	1964	ALONE	2
1673	Nubi	ALONE	1964	rome			alone	adv.	1964	ALONE	2
1674	Nubi			rorku			sixty nine	num.		???	
1675	Nubi	CORPSE	767	ró			corpse	n.	767	CORPSE	2
1676	Nubi			rui			baby goat, young goat	n.		???	
1677	Nubi			rui			Rui village [PN]	n.		???	
1678	Nubi			rup			work done by getting help from others	n.		???	
1679	Nubi			ruppa			a kind of green leave found in the forest used as vegetable	n.		???	
1680	Nubi			rʏ			Rui village (in Tibet)	n.		???	
1681	Nubi			rʏ			landslide	n.		???	
1682	Nubi			rø			Sama village	n.		???	
1683	Nubi			rø			Sama village [PN]	n.		???	
1684	Nubi			røma			a kind of drum	n.		???	
1685	Nubi	ONLY	1580	røme			only	adv.	1580	ONLY	2
1686	Nubi			rja			particle (Q)	part.	2279	NO OR NOT	4
1688	Nubi	SWELL	1573	r̥aŋ			to swell	v.	1573	SWELL	1
1689	Nubi	HARD	1884	r̥ande			hard	adj.	1884	HARD	2
1690	Nubi	SMALL	1246	r̥ar̥i			little	adj.	1246	SMALL	2
1691	Nubi			r̥alam			partition (area that has partition) on the head	n.		???	
1692	Nubi	PRINCE (RULER)	2554	r̥eu			prince	n.	2554	PRINCE (RULER)	2
1693	Nubi			r̥endi			tough, strong and flexible	adj.		???	
1694	Nubi			r̥i			for some time	adv.		???	
1695	Nubi	MORE	1992	r̥i			more	adv.	1992	MORE	2
1696	Nubi			r̥i			maize grain	n.		???	
1697	Nubi			r̥i			during; for a while	adv.		???	
1698	Nubi	SOME	1241	r̥iŋke			some	pron.	1241	SOME	2
1699	Nubi	SMALL	1246	r̥itʃik			little	adj.	1246	SMALL	2
1700	Nubi	HOW LONG	2338	r̥inloe			how long	adv.	2338	HOW LONG	2
1701	Nubi			r̥il			to turn upside down	v.		???	
1702	Nubi			r̥il			to roll down	v.		???	
1703	Nubi	AMULET	2804	r̥õ			amulet	n.	2804	AMULET	2
1704	Nubi			r̥o			egg of the louse	n.		???	
1706	Nubi	BE ANGRY	2223	r̥olaŋ			to be angry	v.	2223	BE ANGRY	1
1707	Nubi			r̥olaŋtsu			to make angry	v.	2892	MAKE ANGRY (ANNOY)	3
1708	Nubi	TOGETHER	2482	r̥uk			together	post.	2482	TOGETHER	2
1709	Nubi			r̥ukdze			to gather (intr.)	v.	7	GATHER	3
1710	Nubi			r̥uktaŋ			to gather (tran.)	v.	7	GATHER	3
1711	Nubi			r̥uŋ			mother's elder sister	n.		???	
1712	Nubi			r̥ul			to decay	v.	2907	ROT	4
1713	Nubi			r̥tshula			little this side (near)	adv.		???	
1714	Nubi	AMULET	2804	r̥wã			amulet	n.	2804	AMULET	2
1715	Nubi			lã			monk	n.		???	
1716	Nubi	YES	1268	la			yes	excl.	1268	YES	2
1718	Nubi			-la			locative case; dative case; objective case	gram.		???	
1720	Nubi			lau			labour exchange [Sama, cf. lahjo]	n.		???	
1721	Nubi	FAST	1631	lau			quickly	adv.	1631	FAST	2
1722	Nubi	REMAIN	987	lak			to remain	v.	987	REMAIN	1
1723	Nubi			lakor			grinding stone	n.		???	
1724	Nubi			lakor			grinding stone	n.		???	
1725	Nubi	HAND	1277	lakpa			hand	n.	1277	HAND	2
1726	Nubi			lakpa			Lakpa	n.		???	
1727	Nubi			lakpadiki			Lakpa Dhiki	n.		???	
1728	Nubi			lakma			remaining	adj.		???	
1729	Nubi			laŋ			to occur	v.		???	
1730	Nubi	RISE (MOVE UPWARDS)	568	laŋ			to rise	v.	568	RISE (MOVE UPWARDS)	1
1731	Nubi			laŋ			to erect (penis)	v.		???	
1732	Nubi			laŋtsu			to make stand	v.		???	
1733	Nubi			laŋdaŋ			one side	n.		???	
1734	Nubi	ELEPHANT	1290	laŋpotshe			elephant	n.	1290	ELEPHANT	2
1735	Nubi	OX	1169	laŋbo			ox	n.	1169	OX	2
1736	Nubi			laŋma			remaining	adj.		???	
1737	Nubi			laŋma ʃoŋ			mushroom of tree	n.		???	
1738	Nubi	RAFTER	829	ladza			rafter	n.	829	RAFTER	2
1739	Nubi			latok			situated (located) on the top	adj.		???	
1740	Nubi	SAY	1458	lap			to say	v.	1458	SAY	1
1741	Nubi	SPEAK	1623	lap			to speak	v.	1623	SPEAK	1
1742	Nubi	BRAIN	1583	lapa			brain	n.	1583	BRAIN	2
1743	Nubi			lapraŋ			Lapran (a person's name)	n.		???	
1744	Nubi			lapsaŋ			a kind of worship done at home	n.		???	
1746	Nubi			lama			monk	n.		???	
1748	Nubi			lamsaŋ			immediately; immediately after	adv.	1963	IMMEDIATELY	4
1749	Nubi			lalok			to turn upside down	v.		???	
1750	Nubi	ABOVE	1741	lawa			above	adv.	1741	ABOVE	2
1751	Nubi			lawa			a kind of flute played at gompa	n.		???	
1752	Nubi			laso			okay	gram.		???	
1753	Nubi	THIGH	800	laʃa			thigh	n.	800	THIGH	2
1754	Nubi			lahjo			labour exchanage [Lho, cf. lau]	n.		???	
1755	Nubi			lá			consciousness (fear)	n.		???	
1756	Nubi			lá			wage	n.		???	
1757	Nubi			lá			musk-deer	n.		???	
1759	Nubi	TAKE	1749	láŋ			to take	v.	1749	TAKE	1
1760	Nubi	STAND	1442	láŋ			to stand	v.	1442	STAND	1
1761	Nubi			láŋ			a kind of tree	n.		???	
1762	Nubi	TEACH	709	láp			to teach	v.	709	TEACH	1
1763	Nubi	ABOVE	1741	lála			above	adv.	1741	ABOVE	2
1764	Nubi			le			plait of girls	n.		???	
1765	Nubi			le			leziness	n.		???	
1766	Nubi	LEAVE	1752	le			to leave	v.	1752	LEAVE	1
1767	Nubi			-le			comparative degree	gram.		???	
1768	Nubi	LAZY	1564	le malambo			lazy	adj.	1564	LAZY	2
1769	Nubi	GOOD	1035	lea			better	adj.	1035	GOOD	2
1770	Nubi	BEAUTIFUL	1427	leu			beautiful	adj.	1427	BEAUTIFUL	2
1772	Nubi	GHOST	1175	lenɖe			ghost	n.	1175	GHOST	2
1773	Nubi			lep			to reach; to arrive	v.	1387	ARRIVE	3
1774	Nubi	COME	1446	lep			to come	v.	1446	COME	1
1775	Nubi	BEAUTIFUL	1427	lepu			beautiful	adj.	1427	BEAUTIFUL	2
1777	Nubi			leru			Leru (place in Tibet)	n.		???	
1778	Nubi			lerudordze			Leru Dorje (a person's name)	n.		???	
1779	Nubi			leʃo			most beautiful	adj.		???	
1780	Nubi			li			Li village	n.		???	
1781	Nubi	PENIS	1222	likpa			penis	n.	1222	PENIS	2
1782	Nubi	PUBIC HAIR	36	likpu			pubic hair	n.	36	PUBIC HAIR	2
1784	Nubi			liŋ			partition of the hair (on head)	n.		???	
1785	Nubi			liŋdiŋ			other side	adv.		???	
1786	Nubi	FLUTE	777	liŋpu			flute	n.	777	FLUTE	2
1787	Nubi			liŋʃan			bell (fixed on the neck of horse)	n.	2246	BELL	4
1788	Nubi			limi			Limi (place in Lho)	n.		???	
1790	Nubi	READ	724	lo			to read	v.	724	READ	1
1791	Nubi			lo			Lho village	n.		???	
1792	Nubi			lo			hearsay particle	part.		???	
1793	Nubi	COUGH	879	lo khol			to cough	v.	879	COUGH	1
1794	Nubi	COME BACK	581	lok			to return	v.	581	COME BACK	1
1795	Nubi	FALL	1280	lok			to fall down	v.	1280	FALL	1
1797	Nubi	TURN	1588	lok			to turn	v.	1588	TURN	1
1798	Nubi	DEPEND	756	lokal			to depend	v.	756	DEPEND	1
1799	Nubi			lokaldi			support	n.	2994	SUPPORT (OF OBJECT)	4
1800	Nubi			loko			courageous	adj.		???	
1801	Nubi	COME BACK	581	lokɖok			to return	v.	581	COME BACK	1
1802	Nubi	LIGHTNING	1654	lokmar			lightening	n.	1654	LIGHTNING	2
1803	Nubi			loŋ			leisure	n.		???	
1804	Nubi			lopa			Lho villager	n.		???	
1805	Nubi	STUDY	1929	loptsuŋ			study	n.	1929	STUDY	2
1806	Nubi	SCHOOL	673	lopʈa			school	n.	673	SCHOOL	2
1808	Nubi			lorkju			history	n.		???	
1809	Nubi	COURAGE	3049	lorkho			courage	n.	3049	COURAGE	2
1810	Nubi	SONG	1096	lu			song	n.	1096	SONG	2
1811	Nubi	FALL	1280	luk			to fall down	v.	1280	FALL	1
1813	Nubi	VILLAGE	930	luŋpa			village	n.	930	VILLAGE	2
1815	Nubi			luŋba			small canal-like channel after ploughing	n.		???	
1816	Nubi			lú			snake god	n.		???	
1817	Nubi			lùk			to pour; to add	v.	1487	POUR	3
1819	Nubi	HAPPEN	248	ljau			to happen	v.	248	HAPPEN	1
1820	Nubi	BEAUTIFUL	1427	lépo			beautiful	adj.	1427	BEAUTIFUL	2
1821	Nubi			l̥a			goddess	n.		???	
1822	Nubi			l̥ak			remaining	adj.		???	
1823	Nubi	SPIRIT	53	l̥akdok			spirit	n.	53	SPIRIT	2
1824	Nubi			l̥adokgudo			spirit of mind	n.		???	
1825	Nubi			l̥adokgudok			consciousness	n.		???	
1826	Nubi			l̥asa			Lhasa	n.		???	
1827	Nubi			l̥aʃol			offering to the deities	n.		???	
1828	Nubi			l̥e			animal shed	n.		???	
1829	Nubi	PIECE	594	l̥ep			piece	n.	594	PIECE	2
1831	Nubi	SOUTH	1595	l̥o			south	n.	1595	SOUTH	2
1832	Nubi	LOOSE	2506	l̥opl̥op			loose	adj.	2506	LOOSE	2
1834	Nubi			l̥ø			relaxed	adj.		???	
1836	Nubi			wa			to uproot	v.		???	
1837	Nubi			-wa			ordinal numeral suffix	gram.		???	
1839	Nubi			wak			from down	adv.		???	
1841	Nubi			wakhaŋ			ground floor	n.		???	
1842	Nubi			waŋ			sanctified food	n.		???	
1845	Nubi			we			particle (question)	part.	2279	NO OR NOT	4
1846	Nubi			sa			like this	adj.		???	
1848	Nubi	EARN	733	sa			to earn	v.	733	EARN	1
1851	Nubi			-sa			nominalizer	gram.		???	
1852	Nubi			-sa			nominalizer 	gram.		???	
1853	Nubi			sakar			planet	n.		???	
1854	Nubi			sakar			date (for any auspicious things)	n.		???	
1855	Nubi			sakpa sa			to tease (intr., tran.)	v.		???	
1856	Nubi			saŋ			brass	n.		???	
1857	Nubi	SECRET	1121	saŋ			secret	adj.	1121	SECRET	2
1858	Nubi			saŋasiŋi			confusion	n.		???	
1859	Nubi			saŋke			Budhdha	n.		???	
1860	Nubi			saŋge			name of a male person	n.		???	
1861	Nubi			saŋgol			going around during worship	n.		???	
1862	Nubi	EARTHQUAKE	6	saŋgul			earthquake	n.	6	EARTHQUAKE	2
1863	Nubi			saŋbo			gentleman	n.		???	
1864	Nubi			saŋsiŋ			disorder	n.	1083	MESS	4
1866	Nubi	FEED	739	satsuk			to feed	v.	739	FEED	1
1868	Nubi			saɲil			landslide	n.		???	
1869	Nubi			sataktawatshe			an imaginary animal	n.		???	
1870	Nubi			sataktowpotʃhe			king of land	n.		???	
1871	Nubi	SMALL	1246	sataksatuk			little	adj.	1246	SMALL	2
1872	Nubi			satuk bu			insect found in nettle	n.		???	
1873	Nubi			sanum			kerosene	n.		???	
1874	Nubi	FOOD	256	saptuŋ			food	n.	256	FOOD	2
1875	Nubi			sabu			a kind of insect	n.		???	
1876	Nubi	REMEMBER	707	sam			to remember	v.	707	REMEMBER	1
1877	Nubi			sam			to consider;  to think	v.		???	
1878	Nubi	BRIDGE	1011	sampa			bridge	n.	1011	BRIDGE	2
1880	Nubi	THINK	2271	samlo taŋ			to think	v.	2271	THINK	1
1881	Nubi	EARTHQUAKE	6	sajom			earthquake	n.	6	EARTHQUAKE	2
1882	Nubi			sarkjaŋ			very new	adj.		???	
1883	Nubi	NEW	1231	sarpa			new	adj.	1231	NEW	2
1884	Nubi	LAME	320	sale			lame	adj.	320	LAME	2
1885	Nubi	CLEAR	989	salpo			clear	adj.	989	CLEAR	2
1886	Nubi			sà			to torn	v.		???	
1887	Nubi	SPEAK	1623	se			to speak	v.	1623	SPEAK	1
1888	Nubi	KNOW (SOMETHING)	1410	se			to know	v.	1410	KNOW (SOMETHING)	1
1889	Nubi	KILL	1417	se			to kill	v.	1417	KILL	1
1890	Nubi			se ge			to split the land	v.		???	
1891	Nubi	STRONG	785	se tshumbo			strong	adj.	785	STRONG	2
1892	Nubi			seʈa			college of lama	n.		???	
1893	Nubi			seʈa			a level of lama's training and education	n.		???	
1895	Nubi			setaŋ			aged couple	n.		???	
1896	Nubi			sethal			plate (Hon.)	n.	480	PLATE	4
1897	Nubi			sen			lest	conj.		???	
1898	Nubi			sen			lest	conj.		???	
1899	Nubi	GREEDY	2018	senʈe			greedy	adj.	2018	GREEDY	2
1900	Nubi			senʈepa			miser	adj.		???	
1901	Nubi	SOUL	811	sem			soul	n.	811	SOUL	2
1902	Nubi	ANXIETY	1000	sema			anxiety	n.	1000	ANXIETY	2
1903	Nubi	OTHER	197	semen			other	pron.	197	OTHER	2
1904	Nubi			semuk			momo (Hon.)	n.		???	
1905	Nubi	ANIMAL	619	semtsen			animal	n.	619	ANIMAL	2
1906	Nubi			semtso			opinion	n.		???	
1907	Nubi	ANXIETY	1000	semʈhel			anxiety	n.	1000	ANXIETY	2
1909	Nubi	THOUGHT	2975	semlo			thought	n.	2975	THOUGHT	2
1910	Nubi			sejun			knowledge	n.		???	
1911	Nubi			ser thiŋ thiŋ			very yellow	adj.		???	
1912	Nubi			sera			hailstone	n.		???	
1913	Nubi			seraŋ			Serang (Serang gompa)	n.		???	
1914	Nubi			seraŋ			serang gompa	adj.		???	
1915	Nubi	DITCH	2002	serka			ditch	n.	2002	DITCH	2
1916	Nubi			sertop			apex; pinacle of temple	n.		???	
1917	Nubi	YELLOW	1424	serpo			yellow	adj.	1424	YELLOW	2
1919	Nubi			selak			food (Hon.)	n.	256	FOOD	4
1920	Nubi			sé			to comb	v.	2070	COMB (VERB)	3
1921	Nubi			sè			third day (third day in future)	n.		???	
1922	Nubi			sèn			otherwise	conj.		???	
1923	Nubi			sèn			traditional porridge	n.		???	
1924	Nubi			si			to look (Hon.)	v.	1819	LOOK	3
1925	Nubi			sitsin			Sichin (name of gompa)	n.		???	
1926	Nubi			sinum			three days back	adv.		???	
1927	Nubi			sipsip			in small grains	adj.		???	
1930	Nubi	TASTY	1813	simbo			delicious	adj.	1813	TASTY	2
1931	Nubi	TIGER	846	sìk			tiger	n.	846	TIGER	2
1932	Nubi			so			to prepare	v.	2909	PREPARE	1
1933	Nubi			so			So village	n.		???	
1935	Nubi			sokpa			nostrill	n.		???	
1936	Nubi	GO	695	soŋ			to go	v.	695	GO	1
1937	Nubi	GO	695	soŋ			went	v.	695	GO	2
1938	Nubi			sode			luck	n.	720	GOOD LUCK	4
1939	Nubi			sode tʃhembo			lucky	adj.		???	
1940	Nubi			sode medi			unfortunate	adj.		???	
1941	Nubi			soldʒa			tea (Hon)	n.	1373	TEA	4
1944	Nubi			solɖʏn			food (Hon.)	n.	256	FOOD	4
1946	Nubi	MEDICINE	1372	solmen			medicine	n.	1372	MEDICINE	2
1947	Nubi			sowa			prayer	n.		???	
1948	Nubi	SICKLE	341	sòra			sickle	n.	341	SICKLE	2
1949	Nubi			su			around	adv.		???	
1950	Nubi	WHO	1235	su			who	pron.	1235	WHO	2
1951	Nubi			suk			to sit (Hon.)	v.	1416	SIT	3
1952	Nubi			suku			leaf of books	n.		???	
1953	Nubi			suktshe			majority	adj.		???	
1954	Nubi			sukpo			body (Tib.)	n.	1480	BODY	4
1955	Nubi			suksøla 			finally [Lho, cf. tiŋsø]	adv.		???	
1957	Nubi			suŋ			to say (Hon.)	v.	1458	SAY	3
1958	Nubi	TELL	1711	suŋ			to tell	v.	1711	TELL	1
1959	Nubi			suŋke			speech (Hon.)	n.	1115	SPEECH	4
1960	Nubi	BODY	1480	supu			body	n.	1480	BODY	2
1961	Nubi	PREGNANT	1123	supu mathaŋ			pregnant	adj.	1123	PREGNANT	2
1962	Nubi	THREE	492	sum			three	num.	492	THREE	2
1963	Nubi			sum			to weep (Hon.)	v.	1839	CRY	3
1964	Nubi			sum			churning pot	n.		???	
1965	Nubi	HOLD	1448	sum			to hold	v.	1448	HOLD	1
1966	Nubi	THIRTY	1715	sumdʒu			thirty	num.	1715	THIRTY	2
1967	Nubi	THIRD	1859	sumpa			third	num.	1859	THIRD	2
1968	Nubi	EDGE	863	sur			edge	n.	863	EDGE	2
1969	Nubi	ALWAYS	1676	surkju			always	adv.	1676	ALWAYS	2
1970	Nubi			sula			around	adv.		???	
1971	Nubi	BODY	1480	sù			body	n.	1480	BODY	2
1972	Nubi	HIT	1433	sʏ			to hit	v.	1433	HIT	1
1973	Nubi			sʏ			to dissolve (such as ghee, ice etc.)	v.		???	
1974	Nubi			sʏtsuk			melt (tran.)	v.	2334	MELT	4
1975	Nubi			sá			area; region	adj.	2980	AREA	4
1976	Nubi			scarves			ceremonial scarves	n.		???	
1978	Nubi			ʂi			little more	adj.		???	
1979	Nubi			ʂimbu			roundworm	n.		???	
1980	Nubi			ʂu			uncle's wife	n.		???	
1983	Nubi	APPLE	1320	ʃau			apple	n.	1320	APPLE	2
1985	Nubi	KEEP	1477	ʃak			keep	v.	1477	KEEP	2
1986	Nubi	SPLIT	1437	ʃak			to split	v.	1437	SPLIT	1
1988	Nubi	HOW MUCH	531	ʃakpa			how much	adj.	531	HOW MUCH	2
1989	Nubi			ʃakpa			meat curry	n.		???	
1991	Nubi			ʃaŋ			to build (Hon.)	v.	1840	BUILD	3
1992	Nubi			ʃaŋlu			song sung when one stands	n.		???	
1994	Nubi			ʃapten			worship (and other things)	n.	257	WORSHIP	4
1996	Nubi	OTHER	197	ʃamen			other	pron.	197	OTHER	2
1997	Nubi	HAT	771	ʃamu			hat	n.	771	HAT	2
1998	Nubi	LATE	477	ʃamla			later	adv.	477	LATE	2
1999	Nubi	EAST	1877	ʃar			east	adj.	1877	EAST	2
2000	Nubi			ʃar			to shave; to trim lama's hair	v.	231	SHAVE	3
2002	Nubi	DANCE	1879	ʃarpu			to dance	v.	1879	DANCE	1
2003	Nubi			ʃarpu lu			song sung when people sing standing	n.		???	
2004	Nubi			ʃal			to wash away	v.		???	
2005	Nubi	WALL (OF HOUSE)	933	ʃala			wall	n.	933	WALL (OF HOUSE)	2
2006	Nubi			ʃala			Shyala (PN)	n.		???	
