# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SEGMENTS	COGID
1276	Nubri	LID (COVER, CAP)	kʰaptɕuk	Lid (cover):	kʰ a p t ɕ u k	1 7 1 1 3 7 1	AXMBCYN	KAPTSYK	5	5.K.C 5.A.V 5.P.c 5.T.C 5.S.C 5.Y.V 5.K.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	0	kʰ a p t ɕ u k	278
1524	Sherpa	LID (COVER, CAP)	kʰept̪ok	Lid (cover):Mid	kʰ e p t̪ o k	1 7 1 1 7 1	AXMBYN	KEPTUK	6	6.K.C 6.E.V 6.P.c 6.T.C 6.U.V 6.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	kʰ e p t̪ o k	278
1781	Tsum	LID (COVER, CAP)	kʰaʑøʔ	Lid (cover):Low-Rise	kʰ a ʑ ø ʔ	1 7 3 7 1	AXBYN	KASUH	7	7.K.C 7.A.V 7.S.C 7.U.V 7.H.c	2.0 1.5 1.75 1.3 0.8	0	kʰ a ʑ ø ʔ	278
2037	Yolmo	LID (COVER, CAP)	kʰaʑu	Lid (cover):Mid-High	kʰ a ʑ u	1 7 3 7	AXBZ	KASY	8	8.K.C 8.A.V 8.S.C 8.Y.V	2.0 1.5 1.75 0.8	0	kʰ a ʑ u	278
#
206	Gyalsumdo	LIE (REST)	tʰelaɲal	To lie:	tʰ e l a ɲ a l	1 7 5 7 4 7 5	AXBYBYN	TELANAL	1	1.T.C 1.E.V 1.L.C 1.A.V 1.N.C 1.A.V 1.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	tʰ e l a ɲ a l	280
469	Jirel	LIE (REST)	ɹilat̪e	To lie:	ɹ i l a t̪ e	5 7 5 7 1 7	AXBYBZ	RILATE	2	2.R.C 2.I.V 2.L.C 2.A.V 2.T.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	ɹ i l a t̪ e	287
470	Jirel	LIE (REST)	pəltekʰabat̪e	To lie:	p ə l t e kʰ a b a t̪ e	1 7 5 1 7 1 7 1 7 1 7	AXMBYBYBYBZ	PELTEKAPATE	2	2.P.C 2.E.V 2.L.c 2.T.C 2.E.V 2.K.C 2.A.V 2.P.C 2.A.V 2.T.C 2.E.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	p ə l t e kʰ a b a t̪ e	281
722	Kagate	LIE (REST)	t̪ʰaŋsodze	To lie:	t̪ʰ a ŋ s o d z e	1 7 4 3 7 1 3 7	AXMBYBCZ	TANSUTSE	3	3.T.C 3.A.V 3.N.c 3.S.C 3.U.V 3.T.C 3.S.C 3.E.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	0	t̪ʰ a ŋ s o d z e	286
983	Lowa	LIE (REST)	tʰelaɲaje	To lie:	tʰ e l a ɲ a j e	1 7 5 7 4 7 6 7	AXBYBYBZ	TELANAJE	4	4.T.C 4.E.V 4.L.C 4.A.V 4.N.C 4.A.V 4.J.C 4.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	tʰ e l a ɲ a j e	280
1230	Nubri	LIE (REST)	ɲe	To lie:High	ɲ e	4 7	AX	NE	5	5.N.C 5.E.V	2.0 1.5	0	ɲ e	285
1482	Sherpa	LIE (REST)	ɡjuru	To lie:	ɡ j u r u	1 6 7 5 7	ACXBZ	KJYRY	6	6.K.C 6.J.C 6.Y.V 6.R.C 6.Y.V	2.0 1.5 1.5 1.75 0.8	0	ɡ j u r u	284
1727	Tsum	LIE (REST)	ləloɡjab	To lie:	l ə l o ɡ j a b	5 7 5 7 1 6 7 1	AXBYBCYN	LELUKJAP	7	7.L.C 7.E.V 7.L.C 7.U.V 7.K.C 7.J.C 7.A.V 7.P.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	0	l ə l o ɡ j a b	283
1991	Yolmo	LIE (REST)	kaŋtsʰiɹiɲald̪uŋ	To lie:	k a ŋ t sʰ i ɹ i ɲ a l d̪ u ŋ	1 7 4 1 3 7 5 7 4 7 5 1 7 4	AXMBCYBYBYMBYN	KANTSIRINALTYN	8	8.K.C 8.A.V 8.N.c 8.T.C 8.S.C 8.I.V 8.R.C 8.I.V 8.N.C 8.A.V 8.L.c 8.T.C 8.Y.V 8.N.c	2.0 1.5 1.1 1.75 1.5 1.3 1.75 1.3 1.75 1.3 1.1 1.75 1.3 0.8	0	k a ŋ t sʰ i ɹ i ɲ a l d̪ u ŋ	282
#
159	Gyalsumdo	LIGHT (WEIGHT)	jaŋmu	Light:Low-Rise	j a ŋ m u	6 7 4 4 7	AXMBZ	JANMY	1	1.J.C 1.A.V 1.N.c 1.M.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	0	j a ŋ m u	288
419	Jirel	LIGHT (WEIGHT)	jeŋɡe	Light:High	j e ŋ ɡ e	6 7 4 1 7	AXMBZ	JENKE	2	2.J.C 2.E.V 2.N.c 2.K.C 2.E.V	2.0 1.5 1.1 1.75 0.8	0	j e ŋ ɡ e	288
678	Kagate	LIGHT (WEIGHT)	jaŋd̪i	Light:Low-Rise	j a ŋ d̪ i	6 7 4 1 7	AXMBZ	JANTI	3	3.J.C 3.A.V 3.N.c 3.T.C 3.I.V	2.0 1.5 1.1 1.75 0.8	0	j a ŋ d̪ i	288
934	Lowa	LIGHT (WEIGHT)	jaŋa	Light:(Low-)Rise	j a ŋ a	6 7 4 7	AXBZ	JANA	4	4.J.C 4.A.V 4.N.C 4.A.V	2.0 1.5 1.75 0.8	0	j a ŋ a	289
1185	Nubri	LIGHT (WEIGHT)	jaŋpo	Light:(Low-)Rise	j a ŋ p o	6 7 4 1 7	AXMBZ	JANPU	5	5.J.C 5.A.V 5.N.c 5.P.C 5.U.V	2.0 1.5 1.1 1.75 0.8	0	j a ŋ p o	288
1439	Sherpa	LIGHT (WEIGHT)	jeŋɡa	Light:Low-Rise	j e ŋ ɡ a	6 7 4 1 7	AXMBZ	JENKA	6	6.J.C 6.E.V 6.N.c 6.K.C 6.A.V	2.0 1.5 1.1 1.75 0.8	0	j e ŋ ɡ a	288
1682	Tsum	LIGHT (WEIGHT)	jaŋbo	Light:Low-Rise	j a ŋ b o	6 7 4 1 7	AXMBZ	JANPU	7	7.J.C 7.A.V 7.N.c 7.P.C 7.U.V	2.0 1.5 1.1 1.75 0.8	0	j a ŋ b o	288
1946	Yolmo	LIGHT (WEIGHT)	jaŋd̪i	Light:Mid-Rise	j a ŋ d̪ i	6 7 4 1 7	AXMBZ	JANTI	8	8.J.C 8.A.V 8.N.c 8.T.C 8.I.V	2.0 1.5 1.1 1.75 0.8	0	j a ŋ d̪ i	288
#
56	Gyalsumdo	LIGHTNING	loɡmaɹ	Lightening:High	l o ɡ m a ɹ	5 7 1 4 7 5	AXBCYN	LUKMAR	1	1.L.C 1.U.V 1.K.C 1.M.C 1.A.V 1.R.c	2.0 1.5 1.75 1.5 1.3 0.8	0	l o ɡ m a ɹ	291
318	Jirel	LIGHTNING	tsilim	Lightening:High	t s i l i m	1 3 7 5 7 4	ACXBYN	TSILIM	2	2.T.C 2.S.C 2.I.V 2.L.C 2.I.V 2.M.c	2.0 1.5 1.5 1.75 1.3 0.8	0	t s i l i m	290
319	Jirel	LIGHTNING	tsilam	Lightening:High	t s i l a m	1 3 7 5 7 4	ACXBYN	TSILAM	2	2.T.C 2.S.C 2.I.V 2.L.C 2.A.V 2.M.c	2.0 1.5 1.5 1.75 1.3 0.8	0	t s i l a m	290
578	Kagate	LIGHTNING	milik	Lightening:	m i l i k	4 7 5 7 1	AXBYN	MILIK	3	3.M.C 3.I.V 3.L.C 3.I.V 3.K.c	2.0 1.5 1.75 1.3 0.8	0	m i l i k	290
832	Lowa	LIGHTNING	lokmaɹ	Lightening:High	l o k m a ɹ	5 7 1 4 7 5	AXBCYN	LUKMAR	4	4.L.C 4.U.V 4.K.C 4.M.C 4.A.V 4.R.c	2.0 1.5 1.75 1.5 1.3 0.8	0	l o k m a ɹ	291
1089	Nubri	LIGHTNING	tuk	Lightening:Mid	t u k	1 7 1	AXN	TYK	5	5.T.C 5.Y.V 5.K.c	2.0 1.5 0.8	0	t u k	293
1342	Sherpa	LIGHTNING	tsilam	Lightening:Mid-Low	t s i l a m	1 3 7 5 7 4	ACXBYN	TSILAM	6	6.T.C 6.S.C 6.I.V 6.L.C 6.A.V 6.M.c	2.0 1.5 1.5 1.75 1.3 0.8	0	t s i l a m	290
1586	Tsum	LIGHTNING	loʔ	Lightening:Mid-Rise	l o ʔ	5 7 1	AXN	LUH	7	7.L.C 7.U.V 7.H.c	2.0 1.5 0.8	0	l o ʔ	292
1850	Yolmo	LIGHTNING	tsiləm	Lightening:High	t s i l ə m	1 3 7 5 7 4	ACXBYN	TSILEM	8	8.T.C 8.S.C 8.I.V 8.L.C 8.E.V 8.M.c	2.0 1.5 1.5 1.75 1.3 0.8	0	t s i l ə m	290
#
219	Gyalsumdo	LISTEN	ɲin	To hear/listen:Low-Rise	ɲ i n	4 7 4	AXN	NIN	1	1.N.C 1.I.V 1.N.c	2.0 1.5 0.8	0	ɲ i n	294
486	Jirel	LISTEN	t̪ʰobat̪e	To hear/listen:	t̪ʰ o b a t̪ e	1 7 1 7 1 7	AXBYBZ	TUPATE	2	2.T.C 2.U.V 2.P.C 2.A.V 2.T.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	t̪ʰ o b a t̪ e	296
734	Kagate	LISTEN	kodze	To hear/listen:Low-Rise	k o d z e	1 7 1 3 7	AXBCZ	KUTSE	3	3.K.C 3.U.V 3.T.C 3.S.C 3.E.V	2.0 1.5 1.75 1.5 0.8	0	k o d z e	295
995	Lowa	LISTEN	ɲenje	To hear/listen:(Low-)Rise	ɲ e n j e	4 7 4 6 7	AXBCZ	NENJE	4	4.N.C 4.E.V 4.N.C 4.J.C 4.E.V	2.0 1.5 1.75 1.5 0.8	0	ɲ e n j e	294
1243	Nubri	LISTEN	ɲin̪	To hear/listen:(Low-)Rise	ɲ i n̪	4 7 4	AXN	NIN	5	5.N.C 5.I.V 5.N.c	2.0 1.5 0.8	1	ɲ i n̪	294
1494	Sherpa	LISTEN	ŋeŋɡu	To hear/listen:Low-Rise	ŋ e ŋ ɡ u	4 7 4 1 7	AXMBZ	NENKY	6	6.N.C 6.E.V 6.N.c 6.K.C 6.Y.V	2.0 1.5 1.1 1.75 0.8	0	ŋ e ŋ ɡ u	294
1743	Tsum	LISTEN	ɲan	To hear/listen:	ɲ a n	4 7 4	AXN	NAN	7	7.N.C 7.A.V 7.N.c	2.0 1.5 0.8	0	ɲ a n	294
1744	Tsum	LISTEN	ɲanso	To hear/listen:	ɲ a n s o	4 7 4 3 7	AXMBZ	NANSU	7	7.N.C 7.A.V 7.N.c 7.S.C 7.U.V	2.0 1.5 1.1 1.75 0.8	0	ɲ a n s o	294
2003	Yolmo	LISTEN	ɲind̪oŋ	To hear/listen:Mid-Rise	ɲ i n d̪ o ŋ	4 7 4 1 7 4	AXMBYN	NINTUN	8	8.N.C 8.I.V 8.N.c 8.T.C 8.U.V 8.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	ɲ i n d̪ o ŋ	294
#
233	Gyalsumdo	LOAD	kʰuɹpu	Load:High	kʰ u ɹ p u	1 7 5 1 7	AXMBZ	KYRPY	1	1.K.C 1.Y.V 1.R.c 1.P.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	0	kʰ u ɹ p u	297
244	Gyalsumdo	LOAD	kʰurpu	Load:High	kʰ u r p u	1 7 5 1 7	AXMBZ	KYRPY	1	1.K.C 1.Y.V 1.R.c 1.P.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	0	kʰ u r p u	297
496	Jirel	LOAD	kʰuɹbo	Load:High	kʰ u ɹ b o	1 7 5 1 7	AXMBZ	KYRPU	2	2.K.C 2.Y.V 2.R.c 2.P.C 2.U.V	2.0 1.5 1.1 1.75 0.8	0	kʰ u ɹ b o	297
745	Kagate	LOAD	kʰurpu	Load:High	kʰ u r p u	1 7 5 1 7	AXMBZ	KYRPY	3	3.K.C 3.Y.V 3.R.c 3.P.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	0	kʰ u r p u	297
756	Kagate	LOAD	ɕjuwa	Load:High	ɕ j u w a	3 6 7 6 7	ACXBZ	SJYWA	3	3.S.C 3.J.C 3.Y.V 3.W.C 3.A.V	2.0 1.5 1.5 1.75 0.8	0	ɕ j u w a	298
1006	Lowa	LOAD	kʰu	Load:High	kʰ u	1 7	AX	KY	4	4.K.C 4.Y.V	2.0 1.5	0	kʰ u	297
1016	Lowa	LOAD	kʰu	Load:	kʰ u	1 7	AX	KY	4	4.K.C 4.Y.V	2.0 1.5	1	kʰ u	297
1254	Nubri	LOAD	kʰurpu	Load:Mid	kʰ u r p u	1 7 5 1 7	AXMBZ	KYRPY	5	5.K.C 5.Y.V 5.R.c 5.P.C 5.Y.V	2.0 1.5 1.1 1.75 0.8	0	kʰ u r p u	297
1265	Nubri	LOAD	kʰurpu	Load:	kʰ u r p u	1 7 5 1 7	AXMBZ	KYRPY	5	5.K.C 5.Y.V 5.R.c 5.P.C 5.Y.V	2.0 1.5 1.1 1.75 0.8	1	kʰ u r p u	297
1505	Sherpa	LOAD	kʰurbu	Load:Mid	kʰ u r b u	1 7 5 1 7	AXMBZ	KYRPY	6	6.K.C 6.Y.V 6.R.c 6.P.C 6.Y.V	2.0 1.5 1.1 1.75 0.8	0	kʰ u r b u	297
1756	Tsum	LOAD	kʰuɹu	Load:High	kʰ u ɹ u	1 7 5 7	AXBZ	KYRY	7	7.K.C 7.Y.V 7.R.C 7.Y.V	2.0 1.5 1.75 0.8	0	kʰ u ɹ u	297
1769	Tsum	LOAD	kʰuɹu	Load:	kʰ u ɹ u	1 7 5 7	AXBZ	KYRY	7	7.K.C 7.Y.V 7.R.C 7.Y.V	2.0 1.5 1.75 0.8	1	kʰ u ɹ u	297
2015	Yolmo	LOAD	kʰurpu	Load:High	kʰ u r p u	1 7 5 1 7	AXMBZ	KYRPY	8	8.K.C 8.Y.V 8.R.c 8.P.C 8.Y.V	2.0 1.5 1.1 1.75 0.8	0	kʰ u r p u	297
2026	Yolmo	LOAD	kʰuɹpu	Load:High	kʰ u ɹ p u	1 7 5 1 7	AXMBZ	KYRPY	8	8.K.C 8.Y.V 8.R.c 8.P.C 8.Y.V	2.0 1.5 1.1 1.75 0.8	0	kʰ u ɹ p u	297
#
148	Gyalsumdo	LONG	ɹiŋbu	Long:Low-Rise	ɹ i ŋ b u	5 7 4 1 7	AXMBZ	RINPY	1	1.R.C 1.I.V 1.N.c 1.P.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	0	ɹ i ŋ b u	299
407	Jirel	LONG	ɹimbu	Long:Low-Rise	ɹ i m b u	5 7 4 1 7	AXMBZ	RIMPY	2	2.R.C 2.I.V 2.M.c 2.P.C 2.Y.V	2.0 1.5 1.1 1.75 0.8	0	ɹ i m b u	299
667	Kagate	LONG	riŋbu	Long:Low-Rise	r i ŋ b u	5 7 4 1 7	AXMBZ	RINPY	3	3.R.C 3.I.V 3.N.c 3.P.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	0	r i ŋ b u	299
923	Lowa	LONG	ɹiŋa	Long:(Low-)Rise	ɹ i ŋ a	5 7 4 7	AXBZ	RINA	4	4.R.C 4.I.V 4.N.C 4.A.V	2.0 1.5 1.75 0.8	0	ɹ i ŋ a	299
1174	Nubri	LONG	ɹiŋpo	Long:(Low-)Rise	ɹ i ŋ p o	5 7 4 1 7	AXMBZ	RINPU	5	5.R.C 5.I.V 5.N.c 5.P.C 5.U.V	2.0 1.5 1.1 1.75 0.8	0	ɹ i ŋ p o	299
1428	Sherpa	LONG	riŋbu	Long:Mid-Low	r i ŋ b u	5 7 4 1 7	AXMBZ	RINPY	6	6.R.C 6.I.V 6.N.c 6.P.C 6.Y.V	2.0 1.5 1.1 1.75 0.8	0	r i ŋ b u	299
1671	Tsum	LONG	ɹiŋmu	Long:Low-Rise	ɹ i ŋ m u	5 7 4 4 7	AXMBZ	RINMY	7	7.R.C 7.I.V 7.N.c 7.M.C 7.Y.V	2.0 1.5 1.1 1.75 0.8	0	ɹ i ŋ m u	299
1935	Yolmo	LONG	ɹiŋbu	Long:Mid-Rise	ɹ i ŋ b u	5 7 4 1 7	AXMBZ	RINPY	8	8.R.C 8.I.V 8.N.c 8.P.C 8.Y.V	2.0 1.5 1.1 1.75 0.8	0	ɹ i ŋ b u	299
#
220	Gyalsumdo	LOOK	t̪e	To look:High	t̪ e	1 7	AX	TE	1	1.T.C 1.E.V	2.0 1.5	0	t̪ e	300
487	Jirel	LOOK	t̪abat̪e	To look:	t̪ a b a t̪ e	1 7 1 7 1 7	AXBYBZ	TAPATE	2	2.T.C 2.A.V 2.P.C 2.A.V 2.T.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	t̪ a b a t̪ e	300
735	Kagate	LOOK	t̪adze	To look:High	t̪ a d z e	1 7 1 3 7	AXBCZ	TATSE	3	3.T.C 3.A.V 3.T.C 3.S.C 3.E.V	2.0 1.5 1.75 1.5 0.8	0	t̪ a d z e	300
996	Lowa	LOOK	nd̪aje	To look:Mid	n d̪ a j e	4 1 7 6 7	ACYBZ	NTAJE	4	4.N.C 4.T.C 4.A.V 4.J.C 4.E.V	2.0 1.5 1.3 1.75 0.8	0	n d̪ a j e	300
1244	Nubri	LOOK	t̪eji	To look:(Mid-)High	t̪ e j i	1 7 6 7	AXBZ	TEJI	5	5.T.C 5.E.V 5.J.C 5.I.V	2.0 1.5 1.75 0.8	0	t̪ e j i	300
1495	Sherpa	LOOK	hlap	To look:..Rise	h l a p	3 5 7 1	ACXN	HLAP	6	6.H.C 6.L.C 6.A.V 6.P.c	2.0 1.5 1.5 0.8	0	h l a p	301
1745	Tsum	LOOK	t̪ø	To look:High-Fall	t̪ ø	1 7	AX	TU	7	7.T.C 7.U.V	2.0 1.5	0	t̪ ø	300
1746	Tsum	LOOK	t̪eso	To look:High-Fall	t̪ e s o	1 7 3 7	AXBZ	TESU	7	7.T.C 7.E.V 7.S.C 7.U.V	2.0 1.5 1.75 0.8	0	t̪ e s o	300
2004	Yolmo	LOOK	t̪ed̪oŋ	To look:High	t̪ e d̪ o ŋ	1 7 1 7 4	AXBYN	TETUN	8	8.T.C 8.E.V 8.T.C 8.U.V 8.N.c	2.0 1.5 1.75 1.3 0.8	0	t̪ e d̪ o ŋ	300
#
113	Gyalsumdo	MAN	mi	Man:Low-Rise	m i	4 7	AX	MI	1	1.M.C 1.I.V	2.0 1.5	0	m i	302
375	Jirel	MAN	mi	Man:Low-Rise	m i	4 7	AX	MI	2	2.M.C 2.I.V	2.0 1.5	0	m i	302
632	Kagate	MAN	mi	Man:Low-Rise	m i	4 7	AX	MI	3	3.M.C 3.I.V	2.0 1.5	0	m i	302
889	Lowa	MAN	mi	Man:(Low-)Rise	m i	4 7	AX	MI	4	4.M.C 4.I.V	2.0 1.5	0	m i	302
1142	Nubri	MAN	mĩ	Man:(Low-)Rise	m ĩ	4 7	AX	MI	5	5.M.C 5.I.V	2.0 1.5	0	m ĩ	302
1396	Sherpa	MAN	mi	Man:Mid-Low	m i	4 7	AX	MI	6	6.M.C 6.I.V	2.0 1.5	0	m i	302
1639	Tsum	MAN	mi	Man:Low-Rise	m i	4 7	AX	MI	7	7.M.C 7.I.V	2.0 1.5	0	m i	302
1903	Yolmo	MAN	mi	Man:Mid-Rise	m i	4 7	AX	MI	8	8.M.C 8.I.V	2.0 1.5	0	m i	302
#
75	Gyalsumdo	MANGO	ãp	Mango:Mid	ã p	7 1	XN	AP	1	1.A.V 1.P.c	1.5 0.8	0	ã p	303
337	Jirel	MANGO	ãp	Mango:	ã p	7 1	XN	AP	2	2.A.V 2.P.c	1.5 0.8	0	ã p	303
596	Kagate	MANGO	ãp	Mango:	ã p	7 1	XN	AP	3	3.A.V 3.P.c	1.5 0.8	0	ã p	303
852	Lowa	MANGO	ãm	Mango:Mid	ã m	7 4	XN	AM	4	4.A.V 4.M.c	1.5 0.8	0	ã m	304
1107	Nubri	MANGO	ãb	Mango:Mid	ã b	7 1	XN	AP	5	5.A.V 5.P.c	1.5 0.8	0	ã b	303
1360	Sherpa	MANGO	ãp	Mango:	ã p	7 1	XN	AP	6	6.A.V 6.P.c	1.5 0.8	0	ã p	303
1604	Tsum	MANGO	ap	Mango:	a p	7 1	XN	AP	7	7.A.V 7.P.c	1.5 0.8	0	a p	303
1868	Yolmo	MANGO	ãm	Mango:	ã m	7 4	XN	AM	8	8.A.V 8.M.c	1.5 0.8	0	ã m	304
#
197	Gyalsumdo	MANY	maŋbu	Many:Low-Rise	m a ŋ b u	4 7 4 1 7	AXMBZ	MANPY	1	1.M.C 1.A.V 1.N.c 1.P.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	0	m a ŋ b u	305
455	Jirel	MANY	kalbe	Many:High	k a l b e	1 7 5 1 7	AXMBZ	KALPE	2	2.K.C 2.A.V 2.L.c 2.P.C 2.E.V	2.0 1.5 1.1 1.75 0.8	0	k a l b e	309
714	Kagate	MANY	maŋbu	Many:Low-Rise	m a ŋ b u	4 7 4 1 7	AXMBZ	MANPY	3	3.M.C 3.A.V 3.N.c 3.P.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	0	m a ŋ b u	305
974	Lowa	MANY	maŋa	Many:(Low-)Rise	m a ŋ a	4 7 4 7	AXBZ	MANA	4	4.M.C 4.A.V 4.N.C 4.A.V	2.0 1.5 1.75 0.8	0	m a ŋ a	305
1222	Nubri	MANY	aŋsaŋ	Many:	a ŋ s a ŋ	7 4 3 7 4	XMBYN	ANSAN	5	5.A.V 5.N.c 5.S.C 5.A.V 5.N.c	1.5 1.1 1.75 1.3 0.8	0	a ŋ s a ŋ	308
1474	Sherpa	MANY	ala	Many:Low-Rise	a l a	7 5 7	XBZ	ALA	6	6.A.V 6.L.C 6.A.V	1.5 1.75 0.8	0	a l a	307
1717	Tsum	MANY	kaʑin	Many:Low-Rise	k a ʑ i n	1 7 3 7 4	AXBYN	KASIN	7	7.K.C 7.A.V 7.S.C 7.I.V 7.N.c	2.0 1.5 1.75 1.3 0.8	0	k a ʑ i n	306
1983	Yolmo	MANY	maŋbu	Many:Low-Rise	m a ŋ b u	4 7 4 1 7	AXMBZ	MANPY	8	8.M.C 8.A.V 8.N.c 8.P.C 8.Y.V	2.0 1.5 1.1 1.75 0.8	0	m a ŋ b u	305
#
250	Gyalsumdo	MEASURE	t̪apkɛ	To measure:Low-Rise	t̪ a p k ɛ	1 7 1 1 7	AXMBZ	TAPKE	1	1.T.C 1.A.V 1.P.c 1.K.C 1.E.V	2.0 1.5 1.1 1.75 0.8	0	t̪ a p k ɛ	310
512	Jirel	MEASURE	t̪ʰapat̪e	To measure:	t̪ʰ a p a t̪ e	1 7 1 7 1 7	AXBYBZ	TAPATE	2	2.T.C 2.A.V 2.P.C 2.A.V 2.T.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	t̪ʰ a p a t̪ e	310
762	Kagate	MEASURE	t̪aptse	To measure:Low-Rise	t̪ a p t s e	1 7 1 1 3 7	AXMBCZ	TAPTSE	3	3.T.C 3.A.V 3.P.c 3.T.C 3.S.C 3.E.V	2.0 1.5 1.1 1.75 1.5 0.8	0	t̪ a p t s e	310
1022	Lowa	MEASURE	tsʰeɡjabje	To measure:	t sʰ e ɡ j a b j e	1 3 7 1 6 7 1 6 7	ACXBCYBCZ	TSEKJAPJE	4	4.T.C 4.S.C 4.E.V 4.K.C 4.J.C 4.A.V 4.P.C 4.J.C 4.E.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 1.5 0.8	0	t sʰ e ɡ j a b j e	312
1272	Nubri	MEASURE	t̪ab	To measure:(Low-)Rise	t̪ a b	1 7 1	AXN	TAP	5	5.T.C 5.A.V 5.P.c	2.0 1.5 0.8	0	t̪ a b	310
1520	Sherpa	MEASURE	t̪ʰabɡu	To measure:	t̪ʰ a b ɡ u	1 7 1 1 7	AXMBZ	TAPKY	6	6.T.C 6.A.V 6.P.c 6.K.C 6.Y.V	2.0 1.5 1.1 1.75 0.8	0	t̪ʰ a b ɡ u	310
1776	Tsum	MEASURE	t̪op	To measure:	t̪ o p	1 7 1	AXN	TUP	7	7.T.C 7.U.V 7.P.c	2.0 1.5 0.8	0	t̪ o p	310
1777	Tsum	MEASURE	t̪ʰit̪aŋso	To measure:	t̪ʰ i t̪ a ŋ s o	1 7 1 7 4 3 7	AXBYMBZ	TITANSU	7	7.T.C 7.I.V 7.T.C 7.A.V 7.N.c 7.S.C 7.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	t̪ʰ i t̪ a ŋ s o	311
2033	Yolmo	MEASURE	t̪apt̪oŋ	To measure:Mid-Rise	t̪ a p t̪ o ŋ	1 7 1 1 7 4	AXMBYN	TAPTUN	8	8.T.C 8.A.V 8.P.c 8.T.C 8.U.V 8.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	t̪ a p t̪ o ŋ	310
#
93	Gyalsumdo	MEAT	ɕja	Meat:High-Fall	ɕ j a	3 6 7	ACX	SJA	1	1.S.C 1.J.C 1.A.V	2.0 1.5 1.5	0	ɕ j a	313
354	Jirel	MEAT	ɕja	Meat:High	ɕ j a	3 6 7	ACX	SJA	2	2.S.C 2.J.C 2.A.V	2.0 1.5 1.5	0	ɕ j a	313
613	Kagate	MEAT	ɕja	Meat:High	ɕ j a	3 6 7	ACX	SJA	3	3.S.C 3.J.C 3.A.V	2.0 1.5 1.5	0	ɕ j a	313
870	Lowa	MEAT	ɕja	Meat:High-Fall	ɕ j a	3 6 7	ACX	SJA	4	4.S.C 4.J.C 4.A.V	2.0 1.5 1.5	0	ɕ j a	313
1124	Nubri	MEAT	ɕja	Meat:(Mid-)Fall	ɕ j a	3 6 7	ACX	SJA	5	5.S.C 5.J.C 5.A.V	2.0 1.5 1.5	0	ɕ j a	313
1377	Sherpa	MEAT	ɕja	Meat:High	ɕ j a	3 6 7	ACX	SJA	6	6.S.C 6.J.C 6.A.V	2.0 1.5 1.5	0	ɕ j a	313
1621	Tsum	MEAT	ɕja	Meat:High	ɕ j a	3 6 7	ACX	SJA	7	7.S.C 7.J.C 7.A.V	2.0 1.5 1.5	0	ɕ j a	313
1885	Yolmo	MEAT	ɕja	Meat:High-Fall	ɕ j a	3 6 7	ACX	SJA	8	8.S.C 8.J.C 8.A.V	2.0 1.5 1.5	0	ɕ j a	313
#
100	Gyalsumdo	MILK	oma	Milk:Low-Rise	o m a	7 4 7	XBZ	UMA	1	1.U.V 1.M.C 1.A.V	1.5 1.75 0.8	0	o m a	314
362	Jirel	MILK	olen	Milk:	o l e n	7 5 7 4	XBYN	ULEN	2	2.U.V 2.L.C 2.E.V 2.N.c	1.5 1.75 1.3 0.8	0	o l e n	317
363	Jirel	MILK	oma	Milk:	o m a	7 4 7	XBZ	UMA	2	2.U.V 2.M.C 2.A.V	1.5 1.75 0.8	0	o m a	314
620	Kagate	MILK	oma	Milk:Low-Rise	o m a	7 4 7	XBZ	UMA	3	3.U.V 3.M.C 3.A.V	1.5 1.75 0.8	0	o m a	314
877	Lowa	MILK	oma	Milk:(Low-)Rise	o m a	7 4 7	XBZ	UMA	4	4.U.V 4.M.C 4.A.V	1.5 1.75 0.8	0	o m a	314
1131	Nubri	MILK	ɦoõ	Milk:	ɦ oõ	3 7	AX	HU	5	5.H.C 5.U.V	2.0 1.5	0	ɦ oõ	316
